standard_job,standard_category,month,month_index,skill,skill_stage,skill_trend_type,planned_jd_count,skill_probability,expected_skill_count
质量工程师,测试质量,2025-05,6,洁净度控制,traditional,持续下降,2,0.1851,0
质量工程师,测试质量,2025-06,7,洁净度控制,traditional,持续下降,2,0.1836,0
质量工程师,测试质量,2025-07,8,洁净度控制,traditional,持续下降,2,0.1864,0
质量工程师,测试质量,2025-08,9,洁净度控制,traditional,持续下降,0,0.0000,0
质量工程师,测试质量,2025-09,10,洁净度控制,traditional,持续下降,2,0.1593,0
质量工程师,测试质量,2025-10,11,洁净度控制,traditional,持续下降,0,0.0000,0
质量工程师,测试质量,2025-11,12,洁净度控制,traditional,持续下降,2,0.1411,0
质量工程师,测试质量,2025-12,13,洁净度控制,traditional,持续下降,3,0.1514,0
质量工程师,测试质量,2026-01,14,洁净度控制,traditional,持续下降,2,0.1278,0
质量工程师,测试质量,2026-02,15,洁净度控制,traditional,持续下降,2,0.1327,0
质量工程师,测试质量,2026-03,16,洁净度控制,traditional,持续下降,3,0.1129,0
质量工程师,测试质量,2026-04,17,洁净度控制,traditional,持续下降,3,0.1125,0
质量工程师,测试质量,2026-05,18,洁净度控制,traditional,持续下降,3,0.1136,0
质量工程师,测试质量,2026-06,19,洁净度控制,traditional,持续下降,3,0.1015,0
质量工程师,测试质量,2026-07,20,洁净度控制,traditional,持续下降,3,0.0896,0
质量工程师,测试质量,2024-12,1,测试框架,traditional,稳定型,1,0.1354,0
质量工程师,测试质量,2025-01,2,测试框架,traditional,稳定型,2,0.1122,0
质量工程师,测试质量,2025-02,3,测试框架,traditional,稳定型,1,0.1125,0
质量工程师,测试质量,2025-03,4,测试框架,traditional,稳定型,1,0.1114,0
质量工程师,测试质量,2025-04,5,测试框架,traditional,稳定型,1,0.1100,0
质量工程师,测试质量,2025-05,6,测试框架,traditional,稳定型,2,0.1164,0
质量工程师,测试质量,2025-06,7,测试框架,traditional,稳定型,2,0.1006,0
质量工程师,测试质量,2025-07,8,测试框架,traditional,稳定型,2,0.1135,0
质量工程师,测试质量,2025-08,9,测试框架,traditional,稳定型,0,0.0000,0
质量工程师,测试质量,2025-09,10,测试框架,traditional,稳定型,2,0.1301,0
质量工程师,测试质量,2025-10,11,测试框架,traditional,稳定型,0,0.0000,0
质量工程师,测试质量,2025-11,12,测试框架,traditional,稳定型,2,0.1092,0
质量工程师,测试质量,2025-12,13,测试框架,traditional,稳定型,3,0.1332,0
质量工程师,测试质量,2026-01,14,测试框架,traditional,稳定型,2,0.1268,0
质量工程师,测试质量,2026-02,15,测试框架,traditional,稳定型,2,0.1360,0
质量工程师,测试质量,2026-03,16,测试框架,traditional,稳定型,3,0.1367,0
质量工程师,测试质量,2026-04,17,测试框架,traditional,稳定型,3,0.1230,0
质量工程师,测试质量,2026-05,18,测试框架,traditional,稳定型,3,0.0942,0
质量工程师,测试质量,2026-06,19,测试框架,traditional,稳定型,3,0.1140,0
质量工程师,测试质量,2026-07,20,测试框架,traditional,稳定型,3,0.0966,0
质量工程师,测试质量,2024-12,1,脚本开发,traditional,间歇出现,1,0.1208,0
质量工程师,测试质量,2025-01,2,脚本开发,traditional,间歇出现,2,0.1368,0
质量工程师,测试质量,2025-02,3,脚本开发,traditional,间歇出现,1,0.0000,0
质量工程师,测试质量,2025-03,4,脚本开发,traditional,间歇出现,1,0.0000,0
质量工程师,测试质量,2025-04,5,脚本开发,traditional,间歇出现,1,0.1787,0
质量工程师,测试质量,2025-05,6,脚本开发,traditional,间歇出现,2,0.1747,0
质量工程师,测试质量,2025-06,7,脚本开发,traditional,间歇出现,2,0.0000,0
质量工程师,测试质量,2025-07,8,脚本开发,traditional,间歇出现,2,0.0000,0
质量工程师,测试质量,2025-08,9,脚本开发,traditional,间歇出现,0,0.0000,0
质量工程师,测试质量,2025-09,10,脚本开发,traditional,间歇出现,2,0.1619,0
质量工程师,测试质量,2025-10,11,脚本开发,traditional,间歇出现,0,0.0000,0
质量工程师,测试质量,2025-11,12,脚本开发,traditional,间歇出现,2,0.0000,0
质量工程师,测试质量,2025-12,13,脚本开发,traditional,间歇出现,3,0.1648,0
质量工程师,测试质量,2026-01,14,脚本开发,traditional,间歇出现,2,0.1185,0
质量工程师,测试质量,2026-02,15,脚本开发,traditional,间歇出现,2,0.0000,0
质量工程师,测试质量,2026-03,16,脚本开发,traditional,间歇出现,3,0.0000,0
质量工程师,测试质量,2026-04,17,脚本开发,traditional,间歇出现,3,0.1651,0
质量工程师,测试质量,2026-05,18,脚本开发,traditional,间歇出现,3,0.1774,1
质量工程师,测试质量,2026-06,19,脚本开发,traditional,间歇出现,3,0.0000,0
质量工程师,测试质量,2026-07,20,脚本开发,traditional,间歇出现,3,0.0000,0
质量工程师,测试质量,2024-12,1,芯片制造,traditional,后期突增,1,0.0708,0
质量工程师,测试质量,2025-01,2,芯片制造,traditional,后期突增,2,0.0879,0
质量工程师,测试质量,2025-02,3,芯片制造,traditional,后期突增,1,0.0876,0
质量工程师,测试质量,2025-03,4,芯片制造,traditional,后期突增,1,0.0875,0
质量工程师,测试质量,2025-04,5,芯片制造,traditional,后期突增,1,0.0923,0
质量工程师,测试质量,2025-05,6,芯片制造,traditional,后期突增,2,0.1015,0
质量工程师,测试质量,2025-06,7,芯片制造,traditional,后期突增,2,0.0644,0
质量工程师,测试质量,2025-07,8,芯片制造,traditional,后期突增,2,0.1032,0
质量工程师,测试质量,2025-08,9,芯片制造,traditional,后期突增,0,0.0000,0
质量工程师,测试质量,2025-09,10,芯片制造,traditional,后期突增,2,0.0640,0
质量工程师,测试质量,2025-10,11,芯片制造,traditional,后期突增,0,0.0000,0
质量工程师,测试质量,2025-11,12,芯片制造,traditional,后期突增,2,0.0590,0
质量工程师,测试质量,2025-12,13,芯片制造,traditional,后期突增,3,0.1062,0
质量工程师,测试质量,2026-01,14,芯片制造,traditional,后期突增,2,0.1258,0
质量工程师,测试质量,2026-02,15,芯片制造,traditional,后期突增,2,0.1493,0
质量工程师,测试质量,2026-03,16,芯片制造,traditional,后期突增,3,0.1697,1
质量工程师,测试质量,2026-04,17,芯片制造,traditional,后期突增,3,0.1801,1
质量工程师,测试质量,2026-05,18,芯片制造,traditional,后期突增,3,0.1955,1
质量工程师,测试质量,2026-06,19,芯片制造,traditional,后期突增,3,0.2128,1
质量工程师,测试质量,2026-07,20,芯片制造,traditional,后期突增,3,0.2329,1
质量工程师,测试质量,2024-12,1,质量工具,traditional,后期突增,1,0.1162,0
质量工程师,测试质量,2025-01,2,质量工具,traditional,后期突增,2,0.0835,0
质量工程师,测试质量,2025-02,3,质量工具,traditional,后期突增,1,0.1160,0
质量工程师,测试质量,2025-03,4,质量工具,traditional,后期突增,1,0.1059,0
质量工程师,测试质量,2025-04,5,质量工具,traditional,后期突增,1,0.0942,0
质量工程师,测试质量,2025-05,6,质量工具,traditional,后期突增,2,0.0946,0
质量工程师,测试质量,2025-06,7,质量工具,traditional,后期突增,2,0.1047,0
质量工程师,测试质量,2025-07,8,质量工具,traditional,后期突增,2,0.1176,0
质量工程师,测试质量,2025-08,9,质量工具,traditional,后期突增,0,0.0000,0
质量工程师,测试质量,2025-09,10,质量工具,traditional,后期突增,2,0.1071,0
质量工程师,测试质量,2025-10,11,质量工具,traditional,后期突增,0,0.0000,0
质量工程师,测试质量,2025-11,12,质量工具,traditional,后期突增,2,0.0853,0
质量工程师,测试质量,2025-12,13,质量工具,traditional,后期突增,3,0.1084,0
质量工程师,测试质量,2026-01,14,质量工具,traditional,后期突增,2,0.1263,0
质量工程师,测试质量,2026-02,15,质量工具,traditional,后期突增,2,0.1397,0
质量工程师,测试质量,2026-03,16,质量工具,traditional,后期突增,3,0.1524,0
质量工程师,测试质量,2026-04,17,质量工具,traditional,后期突增,3,0.1592,0
质量工程师,测试质量,2026-05,18,质量工具,traditional,后期突增,3,0.1929,1
质量工程师,测试质量,2026-06,19,质量工具,traditional,后期突增,3,0.1814,1
质量工程师,测试质量,2026-07,20,质量工具,traditional,后期突增,3,0.2082,1
测试工程师,测试质量,2024-12,1,AI SoC,new,持续下降,3,0.3077,1
测试工程师,测试质量,2025-01,2,AI SoC,new,持续下降,3,0.3073,1
测试工程师,测试质量,2025-02,3,AI SoC,new,持续下降,2,0.2732,1
测试工程师,测试质量,2025-03,4,AI SoC,new,持续下降,3,0.2657,1
测试工程师,测试质量,2025-04,5,AI SoC,new,持续下降,2,0.2629,1
测试工程师,测试质量,2025-05,6,AI SoC,new,持续下降,2,0.2648,1
测试工程师,测试质量,2025-06,7,AI SoC,new,持续下降,2,0.2568,1
测试工程师,测试质量,2025-07,8,AI SoC,new,持续下降,2,0.2376,0
测试工程师,测试质量,2025-08,9,AI SoC,new,持续下降,1,0.2143,0
测试工程师,测试质量,2025-09,10,AI SoC,new,持续下降,2,0.2090,0
测试工程师,测试质量,2025-10,11,AI SoC,new,持续下降,2,0.2065,0
测试工程师,测试质量,2025-11,12,AI SoC,new,持续下降,1,0.1689,0
测试工程师,测试质量,2025-12,13,AI SoC,new,持续下降,1,0.1628,0
测试工程师,测试质量,2026-01,14,AI SoC,new,持续下降,1,0.1567,0
测试工程师,测试质量,2026-02,15,AI SoC,new,持续下降,1,0.1441,0
测试工程师,测试质量,2026-03,16,AI SoC,new,持续下降,1,0.1394,0
测试工程师,测试质量,2026-04,17,AI SoC,new,持续下降,1,0.1217,0
测试工程师,测试质量,2026-05,18,AI SoC,new,持续下降,1,0.1132,0
测试工程师,测试质量,2026-06,19,AI SoC,new,持续下降,2,0.1071,0
测试工程师,测试质量,2026-07,20,AI SoC,new,持续下降,0,0.0000,0
测试工程师,测试质量,2024-12,1,大模型,new,先上升后下降,3,0.0951,0
测试工程师,测试质量,2025-01,2,大模型,new,先上升后下降,3,0.1189,0
测试工程师,测试质量,2025-02,3,大模型,new,先上升后下降,2,0.1526,0
测试工程师,测试质量,2025-03,4,大模型,new,先上升后下降,3,0.1910,1
测试工程师,测试质量,2025-04,5,大模型,new,先上升后下降,2,0.2255,0
测试工程师,测试质量,2025-05,6,大模型,new,先上升后下降,2,0.2188,0
测试工程师,测试质量,2025-06,7,大模型,new,先上升后下降,2,0.2583,1
测试工程师,测试质量,2025-07,8,大模型,new,先上升后下降,2,0.2766,1
测试工程师,测试质量,2025-08,9,大模型,new,先上升后下降,1,0.3091,0
测试工程师,测试质量,2025-09,10,大模型,new,先上升后下降,2,0.3185,1
测试工程师,测试质量,2025-10,11,大模型,new,先上升后下降,2,0.3926,1
测试工程师,测试质量,2025-11,12,大模型,new,先上升后下降,1,0.3347,0
测试工程师,测试质量,2025-12,13,大模型,new,先上升后下降,1,0.3430,0
测试工程师,测试质量,2026-01,14,大模型,new,先上升后下降,1,0.2948,0
测试工程师,测试质量,2026-02,15,大模型,new,先上升后下降,1,0.3000,0
测试工程师,测试质量,2026-03,16,大模型,new,先上升后下降,1,0.2415,0
测试工程师,测试质量,2026-04,17,大模型,new,先上升后下降,1,0.2549,0
测试工程师,测试质量,2026-05,18,大模型,new,先上升后下降,1,0.2207,0
测试工程师,测试质量,2026-06,19,大模型,new,先上升后下降,2,0.1976,0
测试工程师,测试质量,2026-07,20,大模型,new,先上升后下降,0,0.0000,0
测试工程师,测试质量,2024-12,1,AI测试工具,new,先上升后稳定,3,0.0822,0
测试工程师,测试质量,2025-01,2,AI测试工具,new,先上升后稳定,3,0.0942,0
测试工程师,测试质量,2025-02,3,AI测试工具,new,先上升后稳定,2,0.1115,0
测试工程师,测试质量,2025-03,4,AI测试工具,new,先上升后稳定,3,0.1259,0
测试工程师,测试质量,2025-04,5,AI测试工具,new,先上升后稳定,2,0.1486,0
测试工程师,测试质量,2025-05,6,AI测试工具,new,先上升后稳定,2,0.1769,0
测试工程师,测试质量,2025-06,7,AI测试工具,new,先上升后稳定,2,0.1990,0
测试工程师,测试质量,2025-07,8,AI测试工具,new,先上升后稳定,2,0.2178,0
测试工程师,测试质量,2025-08,9,AI测试工具,new,先上升后稳定,1,0.2434,0
测试工程师,测试质量,2025-09,10,AI测试工具,new,先上升后稳定,2,0.2415,0
测试工程师,测试质量,2025-10,11,AI测试工具,new,先上升后稳定,2,0.2590,1
测试工程师,测试质量,2025-11,12,AI测试工具,new,先上升后稳定,1,0.3086,0
测试工程师,测试质量,2025-12,13,AI测试工具,new,先上升后稳定,1,0.3301,0
测试工程师,测试质量,2026-01,14,AI测试工具,new,先上升后稳定,1,0.3257,0
测试工程师,测试质量,2026-02,15,AI测试工具,new,先上升后稳定,1,0.3184,0
测试工程师,测试质量,2026-03,16,AI测试工具,new,先上升后稳定,1,0.3231,0
测试工程师,测试质量,2026-04,17,AI测试工具,new,先上升后稳定,1,0.3077,0
测试工程师,测试质量,2026-05,18,AI测试工具,new,先上升后稳定,1,0.3227,0
测试工程师,测试质量,2026-06,19,AI测试工具,new,先上升后稳定,2,0.3379,1
测试工程师,测试质量,2026-07,20,AI测试工具,new,先上升后稳定,0,0.0000,0
测试工程师,测试质量,2024-12,1,Copilot,new,先上升后稳定,3,0.0599,0
测试工程师,测试质量,2025-01,2,Copilot,new,先上升后稳定,3,0.0821,0
测试工程师,测试质量,2025-02,3,Copilot,new,先上升后稳定,2,0.1005,0
测试工程师,测试质量,2025-03,4,Copilot,new,先上升后稳定,3,0.1354,0
测试工程师,测试质量,2025-04,5,Copilot,new,先上升后稳定,2,0.1457,0
测试工程师,测试质量,2025-05,6,Copilot,new,先上升后稳定,2,0.1785,0
测试工程师,测试质量,2025-06,7,Copilot,new,先上升后稳定,2,0.1893,0
测试工程师,测试质量,2025-07,8,Copilot,new,先上升后稳定,2,0.2104,0
测试工程师,测试质量,2025-08,9,Copilot,new,先上升后稳定,1,0.2284,0
测试工程师,测试质量,2025-09,10,Copilot,new,先上升后稳定,2,0.2724,1
测试工程师,测试质量,2025-10,11,Copilot,new,先上升后稳定,2,0.2984,1
测试工程师,测试质量,2025-11,12,Copilot,new,先上升后稳定,1,0.3223,0
测试工程师,测试质量,2025-12,13,Copilot,new,先上升后稳定,1,0.2991,0
测试工程师,测试质量,2026-01,14,Copilot,new,先上升后稳定,1,0.2844,0
测试工程师,测试质量,2026-02,15,Copilot,new,先上升后稳定,1,0.2774,0
测试工程师,测试质量,2026-03,16,Copilot,new,先上升后稳定,1,0.2657,0
测试工程师,测试质量,2026-04,17,Copilot,new,先上升后稳定,1,0.2546,0
测试工程师,测试质量,2026-05,18,Copilot,new,先上升后稳定,1,0.3061,0
测试工程师,测试质量,2026-06,19,Copilot,new,先上升后稳定,2,0.2935,1
测试工程师,测试质量,2026-07,20,Copilot,new,先上升后稳定,0,0.0000,0
测试工程师,测试质量,2024-12,1,AI Agent,new,后期突增,3,0.0480,0
测试工程师,测试质量,2025-01,2,AI Agent,new,后期突增,3,0.0666,0
测试工程师,测试质量,2025-02,3,AI Agent,new,后期突增,2,0.0751,0
测试工程师,测试质量,2025-03,4,AI Agent,new,后期突增,3,0.0850,0
测试工程师,测试质量,2025-04,5,AI Agent,new,后期突增,2,0.0813,0
测试工程师,测试质量,2025-05,6,AI Agent,new,后期突增,2,0.0748,0
测试工程师,测试质量,2025-06,7,AI Agent,new,后期突增,2,0.0674,0
测试工程师,测试质量,2025-07,8,AI Agent,new,后期突增,2,0.0501,0
测试工程师,测试质量,2025-08,9,AI Agent,new,后期突增,1,0.0498,0
测试工程师,测试质量,2025-09,10,AI Agent,new,后期突增,2,0.0481,0
测试工程师,测试质量,2025-10,11,AI Agent,new,后期突增,2,0.0779,0
测试工程师,测试质量,2025-11,12,AI Agent,new,后期突增,1,0.0829,0
测试工程师,测试质量,2025-12,13,AI Agent,new,后期突增,1,0.0780,0
测试工程师,测试质量,2026-01,14,AI Agent,new,后期突增,1,0.0627,0
测试工程师,测试质量,2026-02,15,AI Agent,new,后期突增,1,0.0809,0
测试工程师,测试质量,2026-03,16,AI Agent,new,后期突增,1,0.1070,0
测试工程师,测试质量,2026-04,17,AI Agent,new,后期突增,1,0.1359,0
测试工程师,测试质量,2026-05,18,AI Agent,new,后期突增,1,0.1819,0
测试工程师,测试质量,2026-06,19,AI Agent,new,后期突增,2,0.2076,0
测试工程师,测试质量,2026-07,20,AI Agent,new,后期突增,0,0.0000,0
测试工程师,测试质量,2024-12,1,AI加速平台测试,new,持续上升,3,0.0872,0
测试工程师,测试质量,2025-01,2,AI加速平台测试,new,持续上升,3,0.0964,0
测试工程师,测试质量,2025-02,3,AI加速平台测试,new,持续上升,2,0.0986,0
测试工程师,测试质量,2025-03,4,AI加速平台测试,new,持续上升,3,0.1174,0
测试工程师,测试质量,2025-04,5,AI加速平台测试,new,持续上升,2,0.1195,0
测试工程师,测试质量,2025-05,6,AI加速平台测试,new,持续上升,2,0.1449,0
测试工程师,测试质量,2025-06,7,AI加速平台测试,new,持续上升,2,0.1350,0
测试工程师,测试质量,2025-07,8,AI加速平台测试,new,持续上升,2,0.1696,0
测试工程师,测试质量,2025-08,9,AI加速平台测试,new,持续上升,1,0.1610,0
测试工程师,测试质量,2025-09,10,AI加速平台测试,new,持续上升,2,0.1896,0
测试工程师,测试质量,2025-10,11,AI加速平台测试,new,持续上升,2,0.1856,0
测试工程师,测试质量,2025-11,12,AI加速平台测试,new,持续上升,1,0.2093,0
测试工程师,测试质量,2025-12,13,AI加速平台测试,new,持续上升,1,0.2219,0
测试工程师,测试质量,2026-01,14,AI加速平台测试,new,持续上升,1,0.2404,0
测试工程师,测试质量,2026-02,15,AI加速平台测试,new,持续上升,1,0.2587,0
测试工程师,测试质量,2026-03,16,AI加速平台测试,new,持续上升,1,0.2700,0
测试工程师,测试质量,2026-04,17,AI加速平台测试,new,持续上升,1,0.2602,0
测试工程师,测试质量,2026-05,18,AI加速平台测试,new,持续上升,1,0.2775,0
测试工程师,测试质量,2026-06,19,AI加速平台测试,new,持续上升,2,0.3165,1
测试工程师,测试质量,2026-07,20,AI加速平台测试,new,持续上升,0,0.0000,0
测试工程师,测试质量,2024-12,1,AI能力测试,new,持续上升,3,0.0571,0
测试工程师,测试质量,2025-01,2,AI能力测试,new,持续上升,3,0.0671,0
测试工程师,测试质量,2025-02,3,AI能力测试,new,持续上升,2,0.0784,0
测试工程师,测试质量,2025-03,4,AI能力测试,new,持续上升,3,0.0932,0
测试工程师,测试质量,2025-04,5,AI能力测试,new,持续上升,2,0.1029,0
测试工程师,测试质量,2025-05,6,AI能力测试,new,持续上升,2,0.1032,0
测试工程师,测试质量,2025-06,7,AI能力测试,new,持续上升,2,0.1171,0
测试工程师,测试质量,2025-07,8,AI能力测试,new,持续上升,2,0.1361,0
测试工程师,测试质量,2025-08,9,AI能力测试,new,持续上升,1,0.1492,0
测试工程师,测试质量,2025-09,10,AI能力测试,new,持续上升,2,0.1622,0
测试工程师,测试质量,2025-10,11,AI能力测试,new,持续上升,2,0.1590,0
测试工程师,测试质量,2025-11,12,AI能力测试,new,持续上升,1,0.1689,0
测试工程师,测试质量,2025-12,13,AI能力测试,new,持续上升,1,0.1865,0
测试工程师,测试质量,2026-01,14,AI能力测试,new,持续上升,1,0.2038,0
测试工程师,测试质量,2026-02,15,AI能力测试,new,持续上升,1,0.2159,0
测试工程师,测试质量,2026-03,16,AI能力测试,new,持续上升,1,0.2093,0
测试工程师,测试质量,2026-04,17,AI能力测试,new,持续上升,1,0.2316,0
测试工程师,测试质量,2026-05,18,AI能力测试,new,持续上升,1,0.2492,0
测试工程师,测试质量,2026-06,19,AI能力测试,new,持续上升,2,0.2545,1
测试工程师,测试质量,2026-07,20,AI能力测试,new,持续上升,0,0.0000,0
测试工程师,测试质量,2024-12,1,AI辅助故障分析,new,先上升后稳定,3,0.0562,0
测试工程师,测试质量,2025-01,2,AI辅助故障分析,new,先上升后稳定,3,0.0808,0
测试工程师,测试质量,2025-02,3,AI辅助故障分析,new,先上升后稳定,2,0.1088,0
测试工程师,测试质量,2025-03,4,AI辅助故障分析,new,先上升后稳定,3,0.1280,0
测试工程师,测试质量,2025-04,5,AI辅助故障分析,new,先上升后稳定,2,0.1489,0
测试工程师,测试质量,2025-05,6,AI辅助故障分析,new,先上升后稳定,2,0.1980,0
测试工程师,测试质量,2025-06,7,AI辅助故障分析,new,先上升后稳定,2,0.2193,0
测试工程师,测试质量,2025-07,8,AI辅助故障分析,new,先上升后稳定,2,0.2348,0
测试工程师,测试质量,2025-08,9,AI辅助故障分析,new,先上升后稳定,1,0.2732,0
测试工程师,测试质量,2025-09,10,AI辅助故障分析,new,先上升后稳定,2,0.2822,1
测试工程师,测试质量,2025-10,11,AI辅助故障分析,new,先上升后稳定,2,0.3284,1
测试工程师,测试质量,2025-11,12,AI辅助故障分析,new,先上升后稳定,1,0.3051,0
测试工程师,测试质量,2025-12,13,AI辅助故障分析,new,先上升后稳定,1,0.3212,0
测试工程师,测试质量,2026-01,14,AI辅助故障分析,new,先上升后稳定,1,0.2781,0
测试工程师,测试质量,2026-02,15,AI辅助故障分析,new,先上升后稳定,1,0.3142,0
测试工程师,测试质量,2026-03,16,AI辅助故障分析,new,先上升后稳定,1,0.2754,0
测试工程师,测试质量,2026-04,17,AI辅助故障分析,new,先上升后稳定,1,0.3477,0
测试工程师,测试质量,2026-05,18,AI辅助故障分析,new,先上升后稳定,1,0.3266,0
测试工程师,测试质量,2026-06,19,AI辅助故障分析,new,先上升后稳定,2,0.3030,1
测试工程师,测试质量,2026-07,20,AI辅助故障分析,new,先上升后稳定,0,0.0000,0
测试工程师,测试质量,2024-12,1,AI项目后端开发,new,持续上升,3,0.0548,0
测试工程师,测试质量,2025-01,2,AI项目后端开发,new,持续上升,3,0.0620,0
测试工程师,测试质量,2025-02,3,AI项目后端开发,new,持续上升,2,0.0798,0
测试工程师,测试质量,2025-03,4,AI项目后端开发,new,持续上升,3,0.0822,0
测试工程师,测试质量,2025-04,5,AI项目后端开发,new,持续上升,2,0.0938,0
测试工程师,测试质量,2025-05,6,AI项目后端开发,new,持续上升,2,0.1140,0
测试工程师,测试质量,2025-06,7,AI项目后端开发,new,持续上升,2,0.1155,0
测试工程师,测试质量,2025-07,8,AI项目后端开发,new,持续上升,2,0.1352,0
测试工程师,测试质量,2025-08,9,AI项目后端开发,new,持续上升,1,0.1419,0
测试工程师,测试质量,2025-09,10,AI项目后端开发,new,持续上升,2,0.1738,0
测试工程师,测试质量,2025-10,11,AI项目后端开发,new,持续上升,2,0.1701,0
测试工程师,测试质量,2025-11,12,AI项目后端开发,new,持续上升,1,0.1808,0
测试工程师,测试质量,2025-12,13,AI项目后端开发,new,持续上升,1,0.1983,0
测试工程师,测试质量,2026-01,14,AI项目后端开发,new,持续上升,1,0.2222,0
测试工程师,测试质量,2026-02,15,AI项目后端开发,new,持续上升,1,0.2510,0
测试工程师,测试质量,2026-03,16,AI项目后端开发,new,持续上升,1,0.2647,0
测试工程师,测试质量,2026-04,17,AI项目后端开发,new,持续上升,1,0.2715,0
测试工程师,测试质量,2026-05,18,AI项目后端开发,new,持续上升,1,0.2749,0
测试工程师,测试质量,2026-06,19,AI项目后端开发,new,持续上升,2,0.2847,1
测试工程师,测试质量,2026-07,20,AI项目后端开发,new,持续上升,0,0.0000,0
测试工程师,测试质量,2024-12,1,BERT,new,先上升后稳定,3,0.0592,0
测试工程师,测试质量,2025-01,2,BERT,new,先上升后稳定,3,0.0797,0
测试工程师,测试质量,2025-02,3,BERT,new,先上升后稳定,2,0.0921,0
测试工程师,测试质量,2025-03,4,BERT,new,先上升后稳定,3,0.1208,0
测试工程师,测试质量,2025-04,5,BERT,new,先上升后稳定,2,0.1321,0
测试工程师,测试质量,2025-05,6,BERT,new,先上升后稳定,2,0.1573,0
测试工程师,测试质量,2025-06,7,BERT,new,先上升后稳定,2,0.1733,0
测试工程师,测试质量,2025-07,8,BERT,new,先上升后稳定,2,0.2125,0
测试工程师,测试质量,2025-08,9,BERT,new,先上升后稳定,1,0.2087,0
测试工程师,测试质量,2025-09,10,BERT,new,先上升后稳定,2,0.2392,0
测试工程师,测试质量,2025-10,11,BERT,new,先上升后稳定,2,0.2553,1
测试工程师,测试质量,2025-11,12,BERT,new,先上升后稳定,1,0.2424,0
测试工程师,测试质量,2025-12,13,BERT,new,先上升后稳定,1,0.2545,0
测试工程师,测试质量,2026-01,14,BERT,new,先上升后稳定,1,0.2418,0
测试工程师,测试质量,2026-02,15,BERT,new,先上升后稳定,1,0.2377,0
测试工程师,测试质量,2026-03,16,BERT,new,先上升后稳定,1,0.2536,0
测试工程师,测试质量,2026-04,17,BERT,new,先上升后稳定,1,0.2674,0
测试工程师,测试质量,2026-05,18,BERT,new,先上升后稳定,1,0.2577,0
测试工程师,测试质量,2026-06,19,BERT,new,先上升后稳定,2,0.2553,1
测试工程师,测试质量,2026-07,20,BERT,new,先上升后稳定,0,0.0000,0
测试工程师,测试质量,2024-12,1,GLM Agent,new,持续上升,3,0.0660,0
测试工程师,测试质量,2025-01,2,GLM Agent,new,持续上升,3,0.0684,0
测试工程师,测试质量,2025-02,3,GLM Agent,new,持续上升,2,0.0770,0
测试工程师,测试质量,2025-03,4,GLM Agent,new,持续上升,3,0.0868,0
测试工程师,测试质量,2025-04,5,GLM Agent,new,持续上升,2,0.0993,0
测试工程师,测试质量,2025-05,6,GLM Agent,new,持续上升,2,0.1120,0
测试工程师,测试质量,2025-06,7,GLM Agent,new,持续上升,2,0.1135,0
测试工程师,测试质量,2025-07,8,GLM Agent,new,持续上升,2,0.1243,0
测试工程师,测试质量,2025-08,9,GLM Agent,new,持续上升,1,0.1214,0
测试工程师,测试质量,2025-09,10,GLM Agent,new,持续上升,2,0.1365,0
测试工程师,测试质量,2025-10,11,GLM Agent,new,持续上升,2,0.1388,0
测试工程师,测试质量,2025-11,12,GLM Agent,new,持续上升,1,0.1655,0
测试工程师,测试质量,2025-12,13,GLM Agent,new,持续上升,1,0.1819,0
测试工程师,测试质量,2026-01,14,GLM Agent,new,持续上升,1,0.1904,0
测试工程师,测试质量,2026-02,15,GLM Agent,new,持续上升,1,0.1890,0
测试工程师,测试质量,2026-03,16,GLM Agent,new,持续上升,1,0.1963,0
测试工程师,测试质量,2026-04,17,GLM Agent,new,持续上升,1,0.2247,0
测试工程师,测试质量,2026-05,18,GLM Agent,new,持续上升,1,0.2221,0
测试工程师,测试质量,2026-06,19,GLM Agent,new,持续上升,2,0.2189,0
测试工程师,测试质量,2026-07,20,GLM Agent,new,持续上升,0,0.0000,0
测试工程师,测试质量,2024-12,1,Prompt设计,new,先上升后下降,3,0.0857,0
测试工程师,测试质量,2025-01,2,Prompt设计,new,先上升后下降,3,0.1043,0
测试工程师,测试质量,2025-02,3,Prompt设计,new,先上升后下降,2,0.1094,0
测试工程师,测试质量,2025-03,4,Prompt设计,new,先上升后下降,3,0.1247,0
测试工程师,测试质量,2025-04,5,Prompt设计,new,先上升后下降,2,0.1586,0
测试工程师,测试质量,2025-05,6,Prompt设计,new,先上升后下降,2,0.1752,0
测试工程师,测试质量,2025-06,7,Prompt设计,new,先上升后下降,2,0.1768,0
测试工程师,测试质量,2025-07,8,Prompt设计,new,先上升后下降,2,0.2091,0
测试工程师,测试质量,2025-08,9,Prompt设计,new,先上升后下降,1,0.2195,0
测试工程师,测试质量,2025-09,10,Prompt设计,new,先上升后下降,2,0.2351,0
测试工程师,测试质量,2025-10,11,Prompt设计,new,先上升后下降,2,0.2413,0
测试工程师,测试质量,2025-11,12,Prompt设计,new,先上升后下降,1,0.2415,0
测试工程师,测试质量,2025-12,13,Prompt设计,new,先上升后下降,1,0.2378,0
测试工程师,测试质量,2026-01,14,Prompt设计,new,先上升后下降,1,0.2315,0
测试工程师,测试质量,2026-02,15,Prompt设计,new,先上升后下降,1,0.2055,0
测试工程师,测试质量,2026-03,16,Prompt设计,new,先上升后下降,1,0.2029,0
