month,skill,kg_display_skill,standard_job,monthly_jd_count,monthly_skill_count,monthly_skill_frequency,cumulative_jd_count,cumulative_skill_count,cumulative_skill_frequency,job_first_seen_month,skill_first_seen_month,months_since_skill_first_seen,is_first_seen_job,is_new_job_for_skill,covered_job_count_this_month,cumulative_covered_job_count,monthly_frequency_change,cumulative_frequency_change,is_left_censored,updated_at
2026-02,VLA模型,大模型,机器人算法工程师,19,16,0.842105,328,260,0.792683,2024-12,2024-12,14,1,0,2,2,-0.02746,0.003039,1,2026-08-08T05:14:20+00:00
2026-03,VLA模型,大模型,机器人算法工程师,23,19,0.826087,351,279,0.794872,2024-12,2024-12,15,1,0,2,2,-0.016018,0.002189,1,2026-08-08T05:14:20+00:00
2026-04,VLA模型,大模型,机器人算法工程师,23,18,0.782609,374,297,0.794118,2024-12,2024-12,16,1,0,2,2,-0.043478,-0.000754,1,2026-08-08T05:14:20+00:00
2026-05,VLA模型,大模型,机器人算法工程师,19,17,0.894737,393,314,0.798982,2024-12,2024-12,17,1,0,2,2,0.112128,0.004864,1,2026-08-08T05:14:20+00:00
2026-06,VLA模型,大模型,机器人算法工程师,20,17,0.85,413,331,0.801453,2024-12,2024-12,18,1,0,2,2,-0.044737,0.002471,1,2026-08-08T05:14:20+00:00
2026-07,VLA模型,大模型,机器人算法工程师,21,16,0.761905,434,347,0.799539,2024-12,2024-12,19,1,0,2,2,-0.088095,-0.001914,1,2026-08-08T05:14:20+00:00
2024-12,VLA模型,大模型,自动驾驶算法工程师,23,1,0.043478,23,1,0.043478,2024-12,2024-12,0,1,1,2,2,0.043478,0.043478,1,2026-08-08T05:14:20+00:00
2025-01,VLA模型,大模型,自动驾驶算法工程师,20,1,0.05,43,2,0.046512,2024-12,2024-12,1,1,0,2,2,0.006522,0.003034,1,2026-08-08T05:14:20+00:00
2025-02,VLA模型,大模型,自动驾驶算法工程师,20,0,0.0,63,2,0.031746,2024-12,2024-12,2,1,0,1,2,-0.05,-0.014766,1,2026-08-08T05:14:20+00:00
2025-03,VLA模型,大模型,自动驾驶算法工程师,21,2,0.095238,84,4,0.047619,2024-12,2024-12,3,1,0,2,2,0.095238,0.015873,1,2026-08-08T05:14:20+00:00
2025-04,VLA模型,大模型,自动驾驶算法工程师,19,1,0.052632,103,5,0.048544,2024-12,2024-12,4,1,0,2,2,-0.042606,0.000925,1,2026-08-08T05:14:20+00:00
2025-05,VLA模型,大模型,自动驾驶算法工程师,23,0,0.0,126,5,0.039683,2024-12,2024-12,5,1,0,1,2,-0.052632,-0.008861,1,2026-08-08T05:14:20+00:00
2025-06,VLA模型,大模型,自动驾驶算法工程师,23,2,0.086957,149,7,0.04698,2024-12,2024-12,6,1,0,2,2,0.086957,0.007297,1,2026-08-08T05:14:20+00:00
2025-07,VLA模型,大模型,自动驾驶算法工程师,21,4,0.190476,170,11,0.064706,2024-12,2024-12,7,1,0,2,2,0.103519,0.017726,1,2026-08-08T05:14:20+00:00
2025-08,VLA模型,大模型,自动驾驶算法工程师,21,4,0.190476,191,15,0.078534,2024-12,2024-12,8,1,0,2,2,0.0,0.013828,1,2026-08-08T05:14:20+00:00
2025-09,VLA模型,大模型,自动驾驶算法工程师,23,6,0.26087,214,21,0.098131,2024-12,2024-12,9,1,0,2,2,0.070394,0.019597,1,2026-08-08T05:14:20+00:00
2025-10,VLA模型,大模型,自动驾驶算法工程师,23,3,0.130435,237,24,0.101266,2024-12,2024-12,10,1,0,2,2,-0.130435,0.003135,1,2026-08-08T05:14:20+00:00
2025-11,VLA模型,大模型,自动驾驶算法工程师,21,3,0.142857,258,27,0.104651,2024-12,2024-12,11,1,0,2,2,0.012422,0.003385,1,2026-08-08T05:14:20+00:00
2025-12,VLA模型,大模型,自动驾驶算法工程师,21,5,0.238095,279,32,0.114695,2024-12,2024-12,12,1,0,2,2,0.095238,0.010044,1,2026-08-08T05:14:20+00:00
2026-01,VLA模型,大模型,自动驾驶算法工程师,21,3,0.142857,300,35,0.116667,2024-12,2024-12,13,1,0,2,2,-0.095238,0.001972,1,2026-08-08T05:14:20+00:00
2026-02,VLA模型,大模型,自动驾驶算法工程师,23,3,0.130435,323,38,0.117647,2024-12,2024-12,14,1,0,2,2,-0.012422,0.00098,1,2026-08-08T05:14:20+00:00
2026-03,VLA模型,大模型,自动驾驶算法工程师,19,3,0.157895,342,41,0.119883,2024-12,2024-12,15,1,0,2,2,0.02746,0.002236,1,2026-08-08T05:14:20+00:00
2026-04,VLA模型,大模型,自动驾驶算法工程师,19,3,0.157895,361,44,0.121884,2024-12,2024-12,16,1,0,2,2,0.0,0.002001,1,2026-08-08T05:14:20+00:00
2026-05,VLA模型,大模型,自动驾驶算法工程师,19,1,0.052632,380,45,0.118421,2024-12,2024-12,17,1,0,2,2,-0.105263,-0.003463,1,2026-08-08T05:14:20+00:00
2026-06,VLA模型,大模型,自动驾驶算法工程师,20,3,0.15,400,48,0.12,2024-12,2024-12,18,1,0,2,2,0.097368,0.001579,1,2026-08-08T05:14:20+00:00
2026-07,VLA模型,大模型,自动驾驶算法工程师,23,1,0.043478,423,49,0.115839,2024-12,2024-12,19,1,0,2,2,-0.106522,-0.004161,1,2026-08-08T05:14:20+00:00
2025-08,VLM,大模型,AI Agent应用工程师,22,1,0.045455,193,1,0.005181,2025-08,2025-01,7,0,1,4,7,0.045455,0.005181,0,2026-08-08T05:14:20+00:00
2025-09,VLM,大模型,AI Agent应用工程师,21,0,0.0,214,1,0.004673,2025-08,2025-01,8,0,0,4,8,-0.045455,-0.000508,0,2026-08-08T05:14:20+00:00
2025-10,VLM,大模型,AI Agent应用工程师,23,0,0.0,237,1,0.004219,2025-08,2025-01,9,0,0,3,8,0.0,-0.000454,0,2026-08-08T05:14:20+00:00
2025-11,VLM,大模型,AI Agent应用工程师,21,0,0.0,258,1,0.003876,2025-08,2025-01,10,0,0,4,8,0.0,-0.000343,0,2026-08-08T05:14:20+00:00
2025-12,VLM,大模型,AI Agent应用工程师,20,0,0.0,278,1,0.003597,2025-08,2025-01,11,0,0,4,8,0.0,-0.000279,0,2026-08-08T05:14:20+00:00
2026-01,VLM,大模型,AI Agent应用工程师,20,0,0.0,298,1,0.003356,2025-08,2025-01,12,0,0,4,9,0.0,-0.000241,0,2026-08-08T05:14:20+00:00
2026-02,VLM,大模型,AI Agent应用工程师,20,0,0.0,318,1,0.003145,2025-08,2025-01,13,0,0,4,9,0.0,-0.000211,0,2026-08-08T05:14:20+00:00
2026-03,VLM,大模型,AI Agent应用工程师,19,0,0.0,337,1,0.002967,2025-08,2025-01,14,0,0,4,9,0.0,-0.000178,0,2026-08-08T05:14:20+00:00
2026-04,VLM,大模型,AI Agent应用工程师,19,0,0.0,356,1,0.002809,2025-08,2025-01,15,0,0,4,10,0.0,-0.000158,0,2026-08-08T05:14:20+00:00
2026-05,VLM,大模型,AI Agent应用工程师,20,0,0.0,376,1,0.00266,2025-08,2025-01,16,0,0,3,10,0.0,-0.000149,0,2026-08-08T05:14:20+00:00
2026-06,VLM,大模型,AI Agent应用工程师,20,0,0.0,396,1,0.002525,2025-08,2025-01,17,0,0,4,10,0.0,-0.000135,0,2026-08-08T05:14:20+00:00
2026-07,VLM,大模型,AI Agent应用工程师,22,0,0.0,418,1,0.002392,2025-08,2025-01,18,0,0,3,10,0.0,-0.000133,0,2026-08-08T05:14:20+00:00
2025-09,VLM,大模型,AI Agent算法工程师,23,1,0.043478,220,1,0.004545,2025-09,2025-01,8,0,1,4,8,0.043478,0.004545,0,2026-08-08T05:14:20+00:00
2025-10,VLM,大模型,AI Agent算法工程师,19,0,0.0,239,1,0.004184,2025-09,2025-01,9,0,0,3,8,-0.043478,-0.000361,0,2026-08-08T05:14:20+00:00
2025-11,VLM,大模型,AI Agent算法工程师,22,1,0.045455,261,2,0.007663,2025-09,2025-01,10,0,0,4,8,0.045455,0.003479,0,2026-08-08T05:14:20+00:00
2025-12,VLM,大模型,AI Agent算法工程师,19,1,0.052632,280,3,0.010714,2025-09,2025-01,11,0,0,4,8,0.007177,0.003051,0,2026-08-08T05:14:20+00:00
2026-01,VLM,大模型,AI Agent算法工程师,19,0,0.0,299,3,0.010033,2025-09,2025-01,12,0,0,4,9,-0.052632,-0.000681,0,2026-08-08T05:14:20+00:00
2026-02,VLM,大模型,AI Agent算法工程师,23,0,0.0,322,3,0.009317,2025-09,2025-01,13,0,0,4,9,0.0,-0.000716,0,2026-08-08T05:14:20+00:00
2026-03,VLM,大模型,AI Agent算法工程师,20,0,0.0,342,3,0.008772,2025-09,2025-01,14,0,0,4,9,0.0,-0.000545,0,2026-08-08T05:14:20+00:00
2026-04,VLM,大模型,AI Agent算法工程师,22,0,0.0,364,3,0.008242,2025-09,2025-01,15,0,0,4,10,0.0,-0.00053,0,2026-08-08T05:14:20+00:00
2026-05,VLM,大模型,AI Agent算法工程师,20,0,0.0,384,3,0.007812,2025-09,2025-01,16,0,0,3,10,0.0,-0.00043,0,2026-08-08T05:14:20+00:00
2026-06,VLM,大模型,AI Agent算法工程师,21,0,0.0,405,3,0.007407,2025-09,2025-01,17,0,0,4,10,0.0,-0.000405,0,2026-08-08T05:14:20+00:00
2026-07,VLM,大模型,AI Agent算法工程师,22,0,0.0,427,3,0.007026,2025-09,2025-01,18,0,0,3,10,0.0,-0.000381,0,2026-08-08T05:14:20+00:00
2025-03,VLM,大模型,AIGC算法工程师,23,12,0.521739,88,12,0.136364,2025-03,2025-01,2,0,1,3,5,0.521739,0.136364,0,2026-08-08T05:14:20+00:00
2025-04,VLM,大模型,AIGC算法工程师,21,11,0.52381,109,23,0.211009,2025-03,2025-01,3,0,0,3,5,0.002071,0.074645,0,2026-08-08T05:14:20+00:00
2025-05,VLM,大模型,AIGC算法工程师,21,10,0.47619,130,33,0.253846,2025-03,2025-01,4,0,0,3,5,-0.04762,0.042837,0,2026-08-08T05:14:20+00:00
2025-06,VLM,大模型,AIGC算法工程师,20,11,0.55,150,44,0.293333,2025-03,2025-01,5,0,0,5,6,0.07381,0.039487,0,2026-08-08T05:14:20+00:00
2025-07,VLM,大模型,AIGC算法工程师,22,11,0.5,172,55,0.319767,2025-03,2025-01,6,0,0,5,6,-0.05,0.026434,0,2026-08-08T05:14:20+00:00
2025-08,VLM,大模型,AIGC算法工程师,23,14,0.608696,195,69,0.353846,2025-03,2025-01,7,0,0,4,7,0.108696,0.034079,0,2026-08-08T05:14:20+00:00
2025-09,VLM,大模型,AIGC算法工程师,20,10,0.5,215,79,0.367442,2025-03,2025-01,8,0,0,4,8,-0.108696,0.013596,0,2026-08-08T05:14:20+00:00
2025-10,VLM,大模型,AIGC算法工程师,21,10,0.47619,236,89,0.377119,2025-03,2025-01,9,0,0,3,8,-0.02381,0.009677,0,2026-08-08T05:14:20+00:00
2025-11,VLM,大模型,AIGC算法工程师,22,12,0.545455,258,101,0.391473,2025-03,2025-01,10,0,0,4,8,0.069265,0.014354,0,2026-08-08T05:14:20+00:00
2025-12,VLM,大模型,AIGC算法工程师,20,9,0.45,278,110,0.395683,2025-03,2025-01,11,0,0,4,8,-0.095455,0.00421,0,2026-08-08T05:14:20+00:00
2026-01,VLM,大模型,AIGC算法工程师,19,8,0.421053,297,118,0.397306,2025-03,2025-01,12,0,0,4,9,-0.028947,0.001623,0,2026-08-08T05:14:20+00:00
2026-02,VLM,大模型,AIGC算法工程师,19,9,0.473684,316,127,0.401899,2025-03,2025-01,13,0,0,4,9,0.052631,0.004593,0,2026-08-08T05:14:20+00:00
2026-03,VLM,大模型,AIGC算法工程师,22,11,0.5,338,138,0.408284,2025-03,2025-01,14,0,0,4,9,0.026316,0.006385,0,2026-08-08T05:14:20+00:00
2026-04,VLM,大模型,AIGC算法工程师,22,10,0.454545,360,148,0.411111,2025-03,2025-01,15,0,0,4,10,-0.045455,0.002827,0,2026-08-08T05:14:20+00:00
2026-05,VLM,大模型,AIGC算法工程师,19,8,0.421053,379,156,0.411609,2025-03,2025-01,16,0,0,3,10,-0.033492,0.000498,0,2026-08-08T05:14:20+00:00
2026-06,VLM,大模型,AIGC算法工程师,19,9,0.473684,398,165,0.414573,2025-03,2025-01,17,0,0,4,10,0.052631,0.002964,0,2026-08-08T05:14:20+00:00
2026-07,VLM,大模型,AIGC算法工程师,21,9,0.428571,419,174,0.415274,2025-03,2025-01,18,0,0,3,10,-0.045113,0.000701,0,2026-08-08T05:14:20+00:00
2025-06,VLM,大模型,AI产品经理,22,1,0.045455,147,1,0.006803,2025-06,2025-01,5,0,1,5,6,0.045455,0.006803,0,2026-08-08T05:14:20+00:00
2025-07,VLM,大模型,AI产品经理,23,0,0.0,170,1,0.005882,2025-06,2025-01,6,0,0,5,6,-0.045455,-0.000921,0,2026-08-08T05:14:20+00:00
2025-08,VLM,大模型,AI产品经理,22,0,0.0,192,1,0.005208,2025-06,2025-01,7,0,0,4,7,0.0,-0.000674,0,2026-08-08T05:14:20+00:00
2025-09,VLM,大模型,AI产品经理,19,0,0.0,211,1,0.004739,2025-06,2025-01,8,0,0,4,8,0.0,-0.000469,0,2026-08-08T05:14:20+00:00
2025-10,VLM,大模型,AI产品经理,22,0,0.0,233,1,0.004292,2025-06,2025-01,9,0,0,3,8,0.0,-0.000447,0,2026-08-08T05:14:20+00:00
2025-11,VLM,大模型,AI产品经理,22,0,0.0,255,1,0.003922,2025-06,2025-01,10,0,0,4,8,0.0,-0.00037,0,2026-08-08T05:14:20+00:00
2025-12,VLM,大模型,AI产品经理,19,0,0.0,274,1,0.00365,2025-06,2025-01,11,0,0,4,8,0.0,-0.000272,0,2026-08-08T05:14:20+00:00
2026-01,VLM,大模型,AI产品经理,21,0,0.0,295,1,0.00339,2025-06,2025-01,12,0,0,4,9,0.0,-0.00026,0,2026-08-08T05:14:20+00:00
2026-02,VLM,大模型,AI产品经理,21,0,0.0,316,1,0.003165,2025-06,2025-01,13,0,0,4,9,0.0,-0.000225,0,2026-08-08T05:14:20+00:00
2026-03,VLM,大模型,AI产品经理,22,0,0.0,338,1,0.002959,2025-06,2025-01,14,0,0,4,9,0.0,-0.000206,0,2026-08-08T05:14:20+00:00
2026-04,VLM,大模型,AI产品经理,22,0,0.0,360,1,0.002778,2025-06,2025-01,15,0,0,4,10,0.0,-0.000181,0,2026-08-08T05:14:20+00:00
2026-05,VLM,大模型,AI产品经理,20,0,0.0,380,1,0.002632,2025-06,2025-01,16,0,0,3,10,0.0,-0.000146,0,2026-08-08T05:14:20+00:00
2026-06,VLM,大模型,AI产品经理,22,1,0.045455,402,2,0.004975,2025-06,2025-01,17,0,0,4,10,0.045455,0.002343,0,2026-08-08T05:14:20+00:00
2026-07,VLM,大模型,AI产品经理,23,0,0.0,425,2,0.004706,2025-06,2025-01,18,0,0,3,10,-0.045455,-0.000269,0,2026-08-08T05:14:20+00:00
2026-01,VLM,大模型,前端开发工程师,21,1,0.047619,302,1,0.003311,2026-01,2025-01,12,0,1,4,9,0.047619,0.003311,0,2026-08-08T05:14:20+00:00
2026-02,VLM,大模型,前端开发工程师,20,1,0.05,322,2,0.006211,2026-01,2025-01,13,0,0,4,9,0.002381,0.0029,0,2026-08-08T05:14:20+00:00
2026-03,VLM,大模型,前端开发工程师,23,1,0.043478,345,3,0.008696,2026-01,2025-01,14,0,0,4,9,-0.006522,0.002485,0,2026-08-08T05:14:20+00:00
2026-04,VLM,大模型,前端开发工程师,20,0,0.0,365,3,0.008219,2026-01,2025-01,15,0,0,4,10,-0.043478,-0.000477,0,2026-08-08T05:14:20+00:00
2026-05,VLM,大模型,前端开发工程师,22,0,0.0,387,3,0.007752,2026-01,2025-01,16,0,0,3,10,0.0,-0.000467,0,2026-08-08T05:14:20+00:00
2026-06,VLM,大模型,前端开发工程师,23,0,0.0,410,3,0.007317,2026-01,2025-01,17,0,0,4,10,0.0,-0.000435,0,2026-08-08T05:14:20+00:00
2026-07,VLM,大模型,前端开发工程师,22,0,0.0,432,3,0.006944,2026-01,2025-01,18,0,0,3,10,0.0,-0.000373,0,2026-08-08T05:14:20+00:00
2025-01,VLM,大模型,多模态算法工程师,19,10,0.526316,40,10,0.25,2025-01,2025-01,0,1,1,3,3,0.526316,0.25,0,2026-08-08T05:14:20+00:00
2025-02,VLM,大模型,多模态算法工程师,23,11,0.478261,63,21,0.333333,2025-01,2025-01,1,1,0,3,4,-0.048055,0.083333,0,2026-08-08T05:14:20+00:00
2025-03,VLM,大模型,多模态算法工程师,22,11,0.5,85,32,0.376471,2025-01,2025-01,2,1,0,3,5,0.021739,0.043138,0,2026-08-08T05:14:20+00:00
2025-04,VLM,大模型,多模态算法工程师,22,11,0.5,107,43,0.401869,2025-01,2025-01,3,1,0,3,5,0.0,0.025398,0,2026-08-08T05:14:20+00:00
2025-05,VLM,大模型,多模态算法工程师,22,12,0.545455,129,55,0.426357,2025-01,2025-01,4,1,0,3,5,0.045455,0.024488,0,2026-08-08T05:14:20+00:00
2025-06,VLM,大模型,多模态算法工程师,22,10,0.454545,151,65,0.430464,2025-01,2025-01,5,1,0,5,6,-0.09091,0.004107,0,2026-08-08T05:14:20+00:00
2025-07,VLM,大模型,多模态算法工程师,19,9,0.473684,170,74,0.435294,2025-01,2025-01,6,1,0,5,6,0.019139,0.00483,0,2026-08-08T05:14:20+00:00
2025-08,VLM,大模型,多模态算法工程师,20,10,0.5,190,84,0.442105,2025-01,2025-01,7,1,0,4,7,0.026316,0.006811,0,2026-08-08T05:14:20+00:00
2025-09,VLM,大模型,多模态算法工程师,19,8,0.421053,209,92,0.440191,2025-01,2025-01,8,1,0,4,8,-0.078947,-0.001914,0,2026-08-08T05:14:20+00:00
2025-10,VLM,大模型,多模态算法工程师,19,12,0.631579,228,104,0.45614,2025-01,2025-01,9,1,0,3,8,0.210526,0.015949,0,2026-08-08T05:14:20+00:00
2025-11,VLM,大模型,多模态算法工程师,22,11,0.5,250,115,0.46,2025-01,2025-01,10,1,0,4,8,-0.131579,0.00386,0,2026-08-08T05:14:20+00:00
2025-12,VLM,大模型,多模态算法工程师,21,10,0.47619,271,125,0.461255,2025-01,2025-01,11,1,0,4,8,-0.02381,0.001255,0,2026-08-08T05:14:20+00:00
2026-01,VLM,大模型,多模态算法工程师,23,11,0.478261,294,136,0.462585,2025-01,2025-01,12,1,0,4,9,0.002071,0.00133,0,2026-08-08T05:14:20+00:00
2026-02,VLM,大模型,多模态算法工程师,22,11,0.5,316,147,0.46519,2025-01,2025-01,13,1,0,4,9,0.021739,0.002605,0,2026-08-08T05:14:20+00:00
2026-03,VLM,大模型,多模态算法工程师,20,11,0.55,336,158,0.470238,2025-01,2025-01,14,1,0,4,9,0.05,0.005048,0,2026-08-08T05:14:20+00:00
2026-04,VLM,大模型,多模态算法工程师,20,10,0.5,356,168,0.47191,2025-01,2025-01,15,1,0,4,10,-0.05,0.001672,0,2026-08-08T05:14:20+00:00
2026-05,VLM,大模型,多模态算法工程师,20,10,0.5,376,178,0.473404,2025-01,2025-01,16,1,0,3,10,0.0,0.001494,0,2026-08-08T05:14:20+00:00
2026-06,VLM,大模型,多模态算法工程师,23,9,0.391304,399,187,0.468672,2025-01,2025-01,17,1,0,4,10,-0.108696,-0.004732,0,2026-08-08T05:14:20+00:00
2026-07,VLM,大模型,多模态算法工程师,20,13,0.65,419,200,0.477327,2025-01,2025-01,18,1,0,3,10,0.258696,0.008655,0,2026-08-08T05:14:20+00:00
2025-02,VLM,大模型,大模型应用工程师,20,1,0.05,62,1,0.016129,2025-02,2025-01,1,0,1,3,4,0.05,0.016129,0,2026-08-08T05:14:20+00:00
2025-03,VLM,大模型,大模型应用工程师,19,0,0.0,81,1,0.012346,2025-02,2025-01,2,0,0,3,5,-0.05,-0.003783,0,2026-08-08T05:14:20+00:00
2025-04,VLM,大模型,大模型应用工程师,20,0,0.0,101,1,0.009901,2025-02,2025-01,3,0,0,3,5,0.0,-0.002445,0,2026-08-08T05:14:20+00:00
2025-05,VLM,大模型,大模型应用工程师,20,0,0.0,121,1,0.008264,2025-02,2025-01,4,0,0,3,5,0.0,-0.001637,0,2026-08-08T05:14:20+00:00
2025-06,VLM,大模型,大模型应用工程师,20,1,0.05,141,2,0.014184,2025-02,2025-01,5,0,0,5,6,0.05,0.00592,0,2026-08-08T05:14:20+00:00
2025-07,VLM,大模型,大模型应用工程师,20,1,0.05,161,3,0.018634,2025-02,2025-01,6,0,0,5,6,0.0,0.00445,0,2026-08-08T05:14:20+00:00
2025-08,VLM,大模型,大模型应用工程师,21,0,0.0,182,3,0.016484,2025-02,2025-01,7,0,0,4,7,-0.05,-0.00215,0,2026-08-08T05:14:20+00:00
2025-09,VLM,大模型,大模型应用工程师,19,0,0.0,201,3,0.014925,2025-02,2025-01,8,0,0,4,8,0.0,-0.001559,0,2026-08-08T05:14:20+00:00
2025-10,VLM,大模型,大模型应用工程师,20,0,0.0,221,3,0.013575,2025-02,2025-01,9,0,0,3,8,0.0,-0.00135,0,2026-08-08T05:14:20+00:00
2025-11,VLM,大模型,大模型应用工程师,19,0,0.0,240,3,0.0125,2025-02,2025-01,10,0,0,4,8,0.0,-0.001075,0,2026-08-08T05:14:20+00:00
2025-12,VLM,大模型,大模型应用工程师,19,0,0.0,259,3,0.011583,2025-02,2025-01,11,0,0,4,8,0.0,-0.000917,0,2026-08-08T05:14:20+00:00
2026-01,VLM,大模型,大模型应用工程师,22,0,0.0,281,3,0.010676,2025-02,2025-01,12,0,0,4,9,0.0,-0.000907,0,2026-08-08T05:14:20+00:00
2026-02,VLM,大模型,大模型应用工程师,23,0,0.0,304,3,0.009868,2025-02,2025-01,13,0,0,4,9,0.0,-0.000808,0,2026-08-08T05:14:20+00:00
2026-03,VLM,大模型,大模型应用工程师,19,0,0.0,323,3,0.009288,2025-02,2025-01,14,0,0,4,9,0.0,-0.00058,0,2026-08-08T05:14:20+00:00
2026-04,VLM,大模型,大模型应用工程师,19,0,0.0,342,3,0.008772,2025-02,2025-01,15,0,0,4,10,0.0,-0.000516,0,2026-08-08T05:14:20+00:00
2026-05,VLM,大模型,大模型应用工程师,21,0,0.0,363,3,0.008264,2025-02,2025-01,16,0,0,3,10,0.0,-0.000508,0,2026-08-08T05:14:20+00:00
2026-06,VLM,大模型,大模型应用工程师,21,0,0.0,384,3,0.007812,2025-02,2025-01,17,0,0,4,10,0.0,-0.000452,0,2026-08-08T05:14:20+00:00
2026-07,VLM,大模型,大模型应用工程师,23,0,0.0,407,3,0.007371,2025-02,2025-01,18,0,0,3,10,0.0,-0.000441,0,2026-08-08T05:14:20+00:00
2025-01,VLM,大模型,大模型算法工程师,21,1,0.047619,40,1,0.025,2025-01,2025-01,0,1,1,3,3,0.047619,0.025,0,2026-08-08T05:14:20+00:00
2025-02,VLM,大模型,大模型算法工程师,21,0,0.0,61,1,0.016393,2025-01,2025-01,1,1,0,3,4,-0.047619,-0.008607,0,2026-08-08T05:14:20+00:00
2025-03,VLM,大模型,大模型算法工程师,22,0,0.0,83,1,0.012048,2025-01,2025-01,2,1,0,3,5,0.0,-0.004345,0,2026-08-08T05:14:20+00:00
2025-04,VLM,大模型,大模型算法工程师,19,0,0.0,102,1,0.009804,2025-01,2025-01,3,1,0,3,5,0.0,-0.002244,0,2026-08-08T05:14:20+00:00
2025-05,VLM,大模型,大模型算法工程师,21,0,0.0,123,1,0.00813,2025-01,2025-01,4,1,0,3,5,0.0,-0.001674,0,2026-08-08T05:14:20+00:00
2025-06,VLM,大模型,大模型算法工程师,22,0,0.0,145,1,0.006897,2025-01,2025-01,5,1,0,5,6,0.0,-0.001233,0,2026-08-08T05:14:20+00:00
2025-07,VLM,大模型,大模型算法工程师,22,1,0.045455,167,2,0.011976,2025-01,2025-01,6,1,0,5,6,0.045455,0.005079,0,2026-08-08T05:14:20+00:00
2025-08,VLM,大模型,大模型算法工程师,21,0,0.0,188,2,0.010638,2025-01,2025-01,7,1,0,4,7,-0.045455,-0.001338,0,2026-08-08T05:14:20+00:00
2025-09,VLM,大模型,大模型算法工程师,22,0,0.0,210,2,0.009524,2025-01,2025-01,8,1,0,4,8,0.0,-0.001114,0,2026-08-08T05:14:20+00:00
2025-10,VLM,大模型,大模型算法工程师,21,0,0.0,231,2,0.008658,2025-01,2025-01,9,1,0,3,8,0.0,-0.000866,0,2026-08-08T05:14:20+00:00
2025-11,VLM,大模型,大模型算法工程师,19,0,0.0,250,2,0.008,2025-01,2025-01,10,1,0,4,8,0.0,-0.000658,0,2026-08-08T05:14:20+00:00
2025-12,VLM,大模型,大模型算法工程师,19,0,0.0,269,2,0.007435,2025-01,2025-01,11,1,0,4,8,0.0,-0.000565,0,2026-08-08T05:14:20+00:00
2026-01,VLM,大模型,大模型算法工程师,23,0,0.0,292,2,0.006849,2025-01,2025-01,12,1,0,4,9,0.0,-0.000586,0,2026-08-08T05:14:20+00:00
2026-02,VLM,大模型,大模型算法工程师,19,0,0.0,311,2,0.006431,2025-01,2025-01,13,1,0,4,9,0.0,-0.000418,0,2026-08-08T05:14:20+00:00
2026-03,VLM,大模型,大模型算法工程师,23,0,0.0,334,2,0.005988,2025-01,2025-01,14,1,0,4,9,0.0,-0.000443,0,2026-08-08T05:14:20+00:00
2026-04,VLM,大模型,大模型算法工程师,20,0,0.0,354,2,0.00565,2025-01,2025-01,15,1,0,4,10,0.0,-0.000338,0,2026-08-08T05:14:20+00:00
2026-05,VLM,大模型,大模型算法工程师,23,0,0.0,377,2,0.005305,2025-01,2025-01,16,1,0,3,10,0.0,-0.000345,0,2026-08-08T05:14:20+00:00
2026-06,VLM,大模型,大模型算法工程师,23,0,0.0,400,2,0.005,2025-01,2025-01,17,1,0,4,10,0.0,-0.000305,0,2026-08-08T05:14:20+00:00
2026-07,VLM,大模型,大模型算法工程师,20,0,0.0,420,2,0.004762,2025-01,2025-01,18,1,0,3,10,0.0,-0.000238,0,2026-08-08T05:14:20+00:00
2026-04,VLM,大模型,解决方案工程师,23,1,0.043478,358,1,0.002793,2026-04,2025-01,15,0,1,4,10,0.043478,0.002793,0,2026-08-08T05:14:20+00:00
2026-05,VLM,大模型,解决方案工程师,19,0,0.0,377,1,0.002653,2026-04,2025-01,16,0,0,3,10,-0.043478,-0.00014,0,2026-08-08T05:14:20+00:00
2026-06,VLM,大模型,解决方案工程师,19,0,0.0,396,1,0.002525,2026-04,2025-01,17,0,0,4,10,0.0,-0.000128,0,2026-08-08T05:14:20+00:00
2026-07,VLM,大模型,解决方案工程师,21,0,0.0,417,1,0.002398,2026-04,2025-01,18,0,0,3,10,0.0,-0.000127,0,2026-08-08T05:14:20+00:00
2025-01,VLM,大模型,计算机视觉算法工程师,23,10,0.434783,46,10,0.217391,2025-01,2025-01,0,1,1,3,3,0.434783,0.217391,0,2026-08-08T05:14:20+00:00
2025-02,VLM,大模型,计算机视觉算法工程师,23,12,0.521739,69,22,0.318841,2025-01,2025-01,1,1,0,3,4,0.086956,0.10145,0,2026-08-08T05:14:20+00:00
2025-03,VLM,大模型,计算机视觉算法工程师,20,9,0.45,89,31,0.348315,2025-01,2025-01,2,1,0,3,5,-0.071739,0.029474,0,2026-08-08T05:14:20+00:00
2025-04,VLM,大模型,计算机视觉算法工程师,22,10,0.454545,111,41,0.369369,2025-01,2025-01,3,1,0,3,5,0.004545,0.021054,0,2026-08-08T05:14:20+00:00
2025-05,VLM,大模型,计算机视觉算法工程师,22,11,0.5,133,52,0.390977,2025-01,2025-01,4,1,0,3,5,0.045455,0.021608,0,2026-08-08T05:14:20+00:00
2025-06,VLM,大模型,计算机视觉算法工程师,23,11,0.478261,156,63,0.403846,2025-01,2025-01,5,1,0,5,6,-0.021739,0.012869,0,2026-08-08T05:14:20+00:00
2025-07,VLM,大模型,计算机视觉算法工程师,20,12,0.6,176,75,0.426136,2025-01,2025-01,6,1,0,5,6,0.121739,0.02229,0,2026-08-08T05:14:20+00:00
