"job_id","month","job_title","government_agency","government_department","assigned_standard_category","assigned_standard_job","assignment_status","assignment_score","assignment_margin","matched_keywords_json","candidate_scores_json","assignment_reason"
"GOV-2025-129135-300110011002","2024-10","风险管理（电子信息化类）二级主管及以下","海口海关","海口海关风险防控分局","通信与电子技术","政府通信电子技术岗","assigned","6","0","[{""field"": ""job_title"", ""keywords"": [""电子信息""], ""weight"": 6}]","[{""standard_job"": ""政府通信电子技术岗"", ""score"": 6, ""evidence"": [{""field"": ""job_title"", ""keywords"": [""电子信息""], ""weight"": 6}]}, {""standard_job"": ""政府数字监管与科技执法岗"", ""score"": 6, ""evidence"": [{""field"": ""job_title"", ""keywords"": [""电子信息化类""], ""weight"": 6}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 6, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机科学与技术"", ""软件工程"", ""网络工程"", ""信息安全"", ""数据科学与大数据技术"", ""计算机应用""], ""weight"": 1}]}, {""standard_job"": ""政府信息化建设与管理岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""智慧海关""], ""weight"": 5}]}, {""standard_job"": ""政府网络与数据安全岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""信息安全""], ""weight"": 1}]}]","llm_audited_approved"
"GOV-2025-129136-300110001002","2024-10","科技处（电子信息化类）四级主管及以下","重庆海关","重庆海关","政务信息化","政府信息化建设与管理岗","assigned","","","[]","[]","llm_audited_assignment"
"GOV-2025-129137-300110002005","2024-10","科技管理（统计分析应用类）一级行政执法员","成都海关","成都双流机场海关","数据与统计","政府数据治理与统计分析岗","assigned","13","7","[{""field"": ""job_title"", ""keywords"": [""统计分析""], ""weight"": 6}, {""field"": ""job_responsibility"", ""keywords"": [""统计分析""], ""weight"": 5}, {""field"": ""job_requirement"", ""keywords"": [""数据管理"", ""大数据""], ""weight"": 1}]","[{""standard_job"": ""政府数据治理与统计分析岗"", ""score"": 13, ""evidence"": [{""field"": ""job_title"", ""keywords"": [""统计分析""], ""weight"": 6}, {""field"": ""job_responsibility"", ""keywords"": [""统计分析""], ""weight"": 5}, {""field"": ""job_requirement"", ""keywords"": [""数据管理"", ""大数据""], ""weight"": 1}]}, {""standard_job"": ""政府数字监管与科技执法岗"", ""score"": 6, ""evidence"": [{""field"": ""job_title"", ""keywords"": [""科技管理""], ""weight"": 6}]}, {""standard_job"": ""政府信息化建设与管理岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""智慧海关""], ""weight"": 5}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""数据科学与大数据技术""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2025-129137-300110009001","2024-10","科技管理（电子信息化类）四级主办及以下","成都海关","德阳海关","政务信息化","政府数字监管与科技执法岗","assigned","17","11","[{""field"": ""job_title"", ""keywords"": [""电子信息化类"", ""科技管理""], ""weight"": 6}, {""field"": ""job_responsibility"", ""keywords"": [""科技管理""], ""weight"": 5}]","[{""standard_job"": ""政府数字监管与科技执法岗"", ""score"": 17, ""evidence"": [{""field"": ""job_title"", ""keywords"": [""电子信息化类"", ""科技管理""], ""weight"": 6}, {""field"": ""job_responsibility"", ""keywords"": [""科技管理""], ""weight"": 5}]}, {""standard_job"": ""政府通信电子技术岗"", ""score"": 6, ""evidence"": [{""field"": ""job_title"", ""keywords"": [""电子信息""], ""weight"": 6}]}, {""standard_job"": ""政府信息化建设与管理岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""智慧海关""], ""weight"": 5}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 4, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机科学与技术"", ""软件工程"", ""网络工程"", ""计算机应用""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2025-129141-300110005002","2024-10","科技管理（电子信息化类）四级主办及以下","西安海关","宝鸡海关","政务信息化","政府数字监管与科技执法岗","assigned","12","6","[{""field"": ""job_title"", ""keywords"": [""电子信息化类"", ""科技管理""], ""weight"": 6}]","[{""standard_job"": ""政府数字监管与科技执法岗"", ""score"": 12, ""evidence"": [{""field"": ""job_title"", ""keywords"": [""电子信息化类"", ""科技管理""], ""weight"": 6}]}, {""standard_job"": ""政府通信电子技术岗"", ""score"": 6, ""evidence"": [{""field"": ""job_title"", ""keywords"": [""电子信息""], ""weight"": 6}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 6, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机科学与技术"", ""软件工程"", ""网络工程"", ""信息安全"", ""数据科学与大数据技术"", ""计算机应用""], ""weight"": 1}]}, {""standard_job"": ""政府信息化建设与管理岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""智慧海关""], ""weight"": 5}]}, {""standard_job"": ""政府网络与数据安全岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""信息安全""], ""weight"": 1}]}]","seed taxonomy keyword rule"
"GOV-2025-130000-400110121003","2024-10","综合处一级主任科员及以下","国家税务总局","电子税务管理中心","通用计算机技术","政府通用计算机技术岗","assigned","","","[]","[]","llm_audited_assignment"
"GOV-2025-130101-300110019005","2024-10","第五税务分局一级主管及以下","国家税务总局北京市税务局","国家税务总局北京市税务局","数据与统计","政府数据治理与统计分析岗","assigned","5","4","[{""field"": ""job_responsibility"", ""keywords"": [""大数据""], ""weight"": 5}]","[{""standard_job"": ""政府数据治理与统计分析岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""大数据""], ""weight"": 5}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府警务信息技术保障岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2025-130109-300110001010","2024-10","第三税务分局（税收大数据和风险管理局）一级主管及以下","国家税务总局黑龙江省税务局","国家税务总局黑龙江省税务局","数据与统计","政府数据治理与统计分析岗","assigned","6","5","[{""field"": ""job_title"", ""keywords"": [""大数据""], ""weight"": 6}]","[{""standard_job"": ""政府数据治理与统计分析岗"", ""score"": 6, ""evidence"": [{""field"": ""job_title"", ""keywords"": [""大数据""], ""weight"": 6}]}, {""standard_job"": ""政府通信电子技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""电子信息""], ""weight"": 1}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2025-130111-300110050006","2024-10","一级行政执法员（六）","国家税务总局江苏省税务局","国家税务总局南京市鼓楼区税务局","政务信息化","政府信息化建设与管理岗","assigned","5","4","[{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]","[{""standard_job"": ""政府信息化建设与管理岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]}, {""standard_job"": ""政府通信电子技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""电子信息""], ""weight"": 1}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2025-130111-300110060003","2024-10","一级行政执法员（三）","国家税务总局江苏省税务局","国家税务总局南京市栖霞区税务局","政务信息化","政府信息化建设与管理岗","assigned","5","4","[{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]","[{""standard_job"": ""政府信息化建设与管理岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]}, {""standard_job"": ""政府通信电子技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""电子信息""], ""weight"": 1}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2025-130111-300110090003","2024-10","一级行政执法员（三）","国家税务总局江苏省税务局","国家税务总局南京江北新区税务局","政务信息化","政府信息化建设与管理岗","assigned","5","4","[{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]","[{""standard_job"": ""政府信息化建设与管理岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]}, {""standard_job"": ""政府通信电子技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""电子信息""], ""weight"": 1}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2025-130111-300110150008","2024-10","一级行政执法员（八）","国家税务总局江苏省税务局","国家税务总局宜兴市税务局","政务信息化","政府信息化建设与管理岗","assigned","5","4","[{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]","[{""standard_job"": ""政府信息化建设与管理岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]}, {""standard_job"": ""政府通信电子技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""电子信息""], ""weight"": 1}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2025-130111-300110210004","2024-10","一级行政执法员（四）","国家税务总局江苏省税务局","国家税务总局丰县税务局","政务信息化","政府信息化建设与管理岗","assigned","5","4","[{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]","[{""standard_job"": ""政府信息化建设与管理岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]}, {""standard_job"": ""政府通信电子技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""电子信息""], ""weight"": 1}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2025-130111-300110220005","2024-10","一级行政执法员（五）","国家税务总局江苏省税务局","国家税务总局睢宁县税务局","政务信息化","政府信息化建设与管理岗","assigned","5","4","[{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]","[{""standard_job"": ""政府信息化建设与管理岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]}, {""standard_job"": ""政府通信电子技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""电子信息""], ""weight"": 1}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2025-130111-300110230003","2024-10","一级行政执法员（三）","国家税务总局江苏省税务局","国家税务总局新沂市税务局","政务信息化","政府信息化建设与管理岗","assigned","5","4","[{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]","[{""standard_job"": ""政府信息化建设与管理岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]}, {""standard_job"": ""政府通信电子技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""电子信息""], ""weight"": 1}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2025-130111-300110248002","2024-10","一级行政执法员（二）","国家税务总局江苏省税务局","国家税务总局常州市税务局第三税务分局","政务信息化","政府信息化建设与管理岗","assigned","5","4","[{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]","[{""standard_job"": ""政府信息化建设与管理岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]}, {""standard_job"": ""政府通信电子技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""电子信息""], ""weight"": 1}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2025-130111-300110275005","2024-10","一级行政执法员（五）","国家税务总局江苏省税务局","国家税务总局常州市武进区税务局","政务信息化","政府信息化建设与管理岗","assigned","5","4","[{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]","[{""standard_job"": ""政府信息化建设与管理岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]}, {""standard_job"": ""政府通信电子技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""电子信息""], ""weight"": 1}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2025-130111-300110295005","2024-10","一级行政执法员（三）","国家税务总局江苏省税务局","国家税务总局江苏常州经济开发区税务局","政务信息化","政府信息化建设与管理岗","assigned","5","4","[{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]","[{""standard_job"": ""政府信息化建设与管理岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]}, {""standard_job"": ""政府通信电子技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""电子信息""], ""weight"": 1}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2025-130111-300110350004","2024-10","一级行政执法员（四）","国家税务总局江苏省税务局","国家税务总局常熟市税务局","政务信息化","政府信息化建设与管理岗","assigned","5","4","[{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]","[{""standard_job"": ""政府信息化建设与管理岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]}, {""standard_job"": ""政府智能化与自动化技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""自动化""], ""weight"": 1}]}, {""standard_job"": ""政府通信电子技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""电子信息""], ""weight"": 1}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2025-130111-300110365004","2024-10","一级行政执法员（四）","国家税务总局江苏省税务局","国家税务总局太仓市税务局","政务信息化","政府信息化建设与管理岗","assigned","5","4","[{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]","[{""standard_job"": ""政府信息化建设与管理岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]}, {""standard_job"": ""政府智能化与自动化技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""自动化""], ""weight"": 1}]}, {""standard_job"": ""政府通信电子技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""电子信息""], ""weight"": 1}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2025-130111-300110430003","2024-10","一级行政执法员（三）","国家税务总局江苏省税务局","国家税务总局南通市通州区税务局","政务信息化","政府信息化建设与管理岗","assigned","5","4","[{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]","[{""standard_job"": ""政府信息化建设与管理岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]}, {""standard_job"": ""政府通信电子技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""电子信息""], ""weight"": 1}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2025-130111-300110435003","2024-10","一级行政执法员（三）","国家税务总局江苏省税务局","国家税务总局海安市税务局","政务信息化","政府信息化建设与管理岗","assigned","5","4","[{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]","[{""standard_job"": ""政府信息化建设与管理岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]}, {""standard_job"": ""政府通信电子技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""电子信息""], ""weight"": 1}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2025-130111-300110440003","2024-10","一级行政执法员（三）","国家税务总局江苏省税务局","国家税务总局如皋市税务局","政务信息化","政府信息化建设与管理岗","assigned","5","4","[{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]","[{""standard_job"": ""政府信息化建设与管理岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]}, {""standard_job"": ""政府通信电子技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""电子信息""], ""weight"": 1}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2025-130111-300110445005","2024-10","一级行政执法员（五）","国家税务总局江苏省税务局","国家税务总局如东县税务局","政务信息化","政府信息化建设与管理岗","assigned","5","4","[{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]","[{""standard_job"": ""政府信息化建设与管理岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]}, {""standard_job"": ""政府通信电子技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""电子信息""], ""weight"": 1}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2025-130111-300110450005","2024-10","一级行政执法员（五）","国家税务总局江苏省税务局","国家税务总局南通市海门区税务局","政务信息化","政府信息化建设与管理岗","assigned","5","4","[{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]","[{""standard_job"": ""政府信息化建设与管理岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]}, {""standard_job"": ""政府通信电子技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""电子信息""], ""weight"": 1}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2025-130111-300110455008","2024-10","一级行政执法员（八）","国家税务总局江苏省税务局","国家税务总局启东市税务局","政务信息化","政府信息化建设与管理岗","assigned","5","4","[{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]","[{""standard_job"": ""政府信息化建设与管理岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]}, {""standard_job"": ""政府通信电子技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""电子信息""], ""weight"": 1}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2025-130111-300110465001","2024-10","一级行政执法员","国家税务总局江苏省税务局","国家税务总局江苏省通州湾江海联动开发示范区税务局","政务信息化","政府信息化建设与管理岗","assigned","5","4","[{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]","[{""standard_job"": ""政府信息化建设与管理岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]}, {""standard_job"": ""政府通信电子技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""电子信息""], ""weight"": 1}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2025-130111-300110490004","2024-10","一级行政执法员（四）","国家税务总局江苏省税务局","国家税务总局连云港市海州区税务局","政务信息化","政府信息化建设与管理岗","assigned","5","4","[{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]","[{""standard_job"": ""政府信息化建设与管理岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]}, {""standard_job"": ""政府通信电子技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""电子信息""], ""weight"": 1}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
"GOV-2025-130111-300110505004","2024-10","一级行政执法员（四）","国家税务总局江苏省税务局","国家税务总局东海县税务局","政务信息化","政府信息化建设与管理岗","assigned","5","4","[{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]","[{""standard_job"": ""政府信息化建设与管理岗"", ""score"": 5, ""evidence"": [{""field"": ""job_responsibility"", ""keywords"": [""信息化管理""], ""weight"": 5}]}, {""standard_job"": ""政府通信电子技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""电子信息""], ""weight"": 1}]}, {""standard_job"": ""政府通用计算机技术岗"", ""score"": 1, ""evidence"": [{""field"": ""job_requirement"", ""keywords"": [""计算机类""], ""weight"": 1}]}, {""standard_job"": ""政府电子数据取证与情报技术岗"", ""score"": 0, ""evidence"": []}, {""standard_job"": ""政府信息化审计岗"", ""score"": 0, ""evidence"": []}]","seed taxonomy keyword rule"
