month,month_index,standard_job,standard_category,skill,kg_display_skill,monthly_jd_count,monthly_skill_count,monthly_skill_frequency,cumulative_jd_count,cumulative_skill_count,cumulative_skill_frequency,skill_trend_type,skill_stage,job_demand_trend_type
2025-06,7,驱动开发工程师,软件研发,网络技术,通信与网络,2,0,0.0000,14,1,0.0714,稳定型,traditional,稳定波动
2025-07,8,驱动开发工程师,软件研发,网络技术,通信与网络,2,1,0.5000,16,2,0.1250,稳定型,traditional,稳定波动
2025-08,9,驱动开发工程师,软件研发,网络技术,通信与网络,3,0,0.0000,19,2,0.1053,稳定型,traditional,稳定波动
2025-09,10,驱动开发工程师,软件研发,网络技术,通信与网络,2,0,0.0000,21,2,0.0952,稳定型,traditional,稳定波动
2025-10,11,驱动开发工程师,软件研发,网络技术,通信与网络,2,0,0.0000,23,2,0.0870,稳定型,traditional,稳定波动
2025-11,12,驱动开发工程师,软件研发,网络技术,通信与网络,2,1,0.5000,25,3,0.1200,稳定型,traditional,稳定波动
2025-12,13,驱动开发工程师,软件研发,网络技术,通信与网络,0,0,0.0000,25,3,0.1200,稳定型,traditional,稳定波动
2026-01,14,驱动开发工程师,软件研发,网络技术,通信与网络,2,0,0.0000,27,3,0.1111,稳定型,traditional,稳定波动
2026-02,15,驱动开发工程师,软件研发,网络技术,通信与网络,2,1,0.5000,29,4,0.1379,稳定型,traditional,稳定波动
2026-03,16,驱动开发工程师,软件研发,网络技术,通信与网络,2,0,0.0000,31,4,0.1290,稳定型,traditional,稳定波动
2026-04,17,驱动开发工程师,软件研发,网络技术,通信与网络,2,1,0.5000,33,5,0.1515,稳定型,traditional,稳定波动
2026-05,18,驱动开发工程师,软件研发,网络技术,通信与网络,3,0,0.0000,36,5,0.1389,稳定型,traditional,稳定波动
2026-06,19,驱动开发工程师,软件研发,网络技术,通信与网络,2,0,0.0000,38,5,0.1316,稳定型,traditional,稳定波动
2026-07,20,驱动开发工程师,软件研发,网络技术,通信与网络,1,0,0.0000,39,5,0.1282,稳定型,traditional,稳定波动
2024-12,1,驱动开发工程师,软件研发,计算机体系结构,硬件与芯片,2,0,0.0000,2,0,0.0000,稳定型,traditional,稳定波动
2025-01,2,驱动开发工程师,软件研发,计算机体系结构,硬件与芯片,3,1,0.3333,5,1,0.2000,稳定型,traditional,稳定波动
2025-02,3,驱动开发工程师,软件研发,计算机体系结构,硬件与芯片,0,0,0.0000,5,1,0.2000,稳定型,traditional,稳定波动
2025-03,4,驱动开发工程师,软件研发,计算机体系结构,硬件与芯片,3,1,0.3333,8,2,0.2500,稳定型,traditional,稳定波动
2025-04,5,驱动开发工程师,软件研发,计算机体系结构,硬件与芯片,2,0,0.0000,10,2,0.2000,稳定型,traditional,稳定波动
2025-05,6,驱动开发工程师,软件研发,计算机体系结构,硬件与芯片,2,0,0.0000,12,2,0.1667,稳定型,traditional,稳定波动
2025-06,7,驱动开发工程师,软件研发,计算机体系结构,硬件与芯片,2,0,0.0000,14,2,0.1429,稳定型,traditional,稳定波动
2025-07,8,驱动开发工程师,软件研发,计算机体系结构,硬件与芯片,2,1,0.5000,16,3,0.1875,稳定型,traditional,稳定波动
2025-08,9,驱动开发工程师,软件研发,计算机体系结构,硬件与芯片,3,0,0.0000,19,3,0.1579,稳定型,traditional,稳定波动
2025-09,10,驱动开发工程师,软件研发,计算机体系结构,硬件与芯片,2,0,0.0000,21,3,0.1429,稳定型,traditional,稳定波动
2025-10,11,驱动开发工程师,软件研发,计算机体系结构,硬件与芯片,2,0,0.0000,23,3,0.1304,稳定型,traditional,稳定波动
2025-11,12,驱动开发工程师,软件研发,计算机体系结构,硬件与芯片,2,1,0.5000,25,4,0.1600,稳定型,traditional,稳定波动
2025-12,13,驱动开发工程师,软件研发,计算机体系结构,硬件与芯片,0,0,0.0000,25,4,0.1600,稳定型,traditional,稳定波动
2026-01,14,驱动开发工程师,软件研发,计算机体系结构,硬件与芯片,2,1,0.5000,27,5,0.1852,稳定型,traditional,稳定波动
2026-02,15,驱动开发工程师,软件研发,计算机体系结构,硬件与芯片,2,0,0.0000,29,5,0.1724,稳定型,traditional,稳定波动
2026-03,16,驱动开发工程师,软件研发,计算机体系结构,硬件与芯片,2,2,1.0000,31,7,0.2258,稳定型,traditional,稳定波动
2026-04,17,驱动开发工程师,软件研发,计算机体系结构,硬件与芯片,2,0,0.0000,33,7,0.2121,稳定型,traditional,稳定波动
2026-05,18,驱动开发工程师,软件研发,计算机体系结构,硬件与芯片,3,0,0.0000,36,7,0.1944,稳定型,traditional,稳定波动
2026-06,19,驱动开发工程师,软件研发,计算机体系结构,硬件与芯片,2,1,0.5000,38,8,0.2105,稳定型,traditional,稳定波动
2026-07,20,驱动开发工程师,软件研发,计算机体系结构,硬件与芯片,1,0,0.0000,39,8,0.2051,稳定型,traditional,稳定波动
2024-12,1,驱动开发工程师,软件研发,GPU,系统与运维,2,0,0.0000,2,0,0.0000,稳定型,traditional,稳定波动
2025-01,2,驱动开发工程师,软件研发,GPU,系统与运维,3,0,0.0000,5,0,0.0000,稳定型,traditional,稳定波动
2025-02,3,驱动开发工程师,软件研发,GPU,系统与运维,0,0,0.0000,5,0,0.0000,稳定型,traditional,稳定波动
2025-03,4,驱动开发工程师,软件研发,GPU,系统与运维,3,0,0.0000,8,0,0.0000,稳定型,traditional,稳定波动
2025-04,5,驱动开发工程师,软件研发,GPU,系统与运维,2,0,0.0000,10,0,0.0000,稳定型,traditional,稳定波动
2025-05,6,驱动开发工程师,软件研发,GPU,系统与运维,2,0,0.0000,12,0,0.0000,稳定型,traditional,稳定波动
2025-06,7,驱动开发工程师,软件研发,GPU,系统与运维,2,0,0.0000,14,0,0.0000,稳定型,traditional,稳定波动
2025-07,8,驱动开发工程师,软件研发,GPU,系统与运维,2,0,0.0000,16,0,0.0000,稳定型,traditional,稳定波动
2025-08,9,驱动开发工程师,软件研发,GPU,系统与运维,3,1,0.3333,19,1,0.0526,稳定型,traditional,稳定波动
2025-09,10,驱动开发工程师,软件研发,GPU,系统与运维,2,1,0.5000,21,2,0.0952,稳定型,traditional,稳定波动
2025-10,11,驱动开发工程师,软件研发,GPU,系统与运维,2,0,0.0000,23,2,0.0870,稳定型,traditional,稳定波动
2025-11,12,驱动开发工程师,软件研发,GPU,系统与运维,2,0,0.0000,25,2,0.0800,稳定型,traditional,稳定波动
2025-12,13,驱动开发工程师,软件研发,GPU,系统与运维,0,0,0.0000,25,2,0.0800,稳定型,traditional,稳定波动
2026-01,14,驱动开发工程师,软件研发,GPU,系统与运维,2,0,0.0000,27,2,0.0741,稳定型,traditional,稳定波动
2026-02,15,驱动开发工程师,软件研发,GPU,系统与运维,2,0,0.0000,29,2,0.0690,稳定型,traditional,稳定波动
2026-03,16,驱动开发工程师,软件研发,GPU,系统与运维,2,0,0.0000,31,2,0.0645,稳定型,traditional,稳定波动
2026-04,17,驱动开发工程师,软件研发,GPU,系统与运维,2,0,0.0000,33,2,0.0606,稳定型,traditional,稳定波动
2026-05,18,驱动开发工程师,软件研发,GPU,系统与运维,3,1,0.3333,36,3,0.0833,稳定型,traditional,稳定波动
2026-06,19,驱动开发工程师,软件研发,GPU,系统与运维,2,0,0.0000,38,3,0.0789,稳定型,traditional,稳定波动
2026-07,20,驱动开发工程师,软件研发,GPU,系统与运维,1,0,0.0000,39,3,0.0769,稳定型,traditional,稳定波动
2024-12,1,驱动开发工程师,软件研发,Kafka,数据工程,2,0,0.0000,2,0,0.0000,先上升后稳定,traditional,稳定波动
2025-01,2,驱动开发工程师,软件研发,Kafka,数据工程,3,0,0.0000,5,0,0.0000,先上升后稳定,traditional,稳定波动
2025-02,3,驱动开发工程师,软件研发,Kafka,数据工程,0,0,0.0000,5,0,0.0000,先上升后稳定,traditional,稳定波动
2025-03,4,驱动开发工程师,软件研发,Kafka,数据工程,3,1,0.3333,8,1,0.1250,先上升后稳定,traditional,稳定波动
2025-04,5,驱动开发工程师,软件研发,Kafka,数据工程,2,1,0.5000,10,2,0.2000,先上升后稳定,traditional,稳定波动
2025-05,6,驱动开发工程师,软件研发,Kafka,数据工程,2,0,0.0000,12,2,0.1667,先上升后稳定,traditional,稳定波动
2025-06,7,驱动开发工程师,软件研发,Kafka,数据工程,2,0,0.0000,14,2,0.1429,先上升后稳定,traditional,稳定波动
2025-07,8,驱动开发工程师,软件研发,Kafka,数据工程,2,0,0.0000,16,2,0.1250,先上升后稳定,traditional,稳定波动
2025-08,9,驱动开发工程师,软件研发,Kafka,数据工程,3,0,0.0000,19,2,0.1053,先上升后稳定,traditional,稳定波动
2025-09,10,驱动开发工程师,软件研发,Kafka,数据工程,2,0,0.0000,21,2,0.0952,先上升后稳定,traditional,稳定波动
2025-10,11,驱动开发工程师,软件研发,Kafka,数据工程,2,2,1.0000,23,4,0.1739,先上升后稳定,traditional,稳定波动
2025-11,12,驱动开发工程师,软件研发,Kafka,数据工程,2,0,0.0000,25,4,0.1600,先上升后稳定,traditional,稳定波动
2025-12,13,驱动开发工程师,软件研发,Kafka,数据工程,0,0,0.0000,25,4,0.1600,先上升后稳定,traditional,稳定波动
2026-01,14,驱动开发工程师,软件研发,Kafka,数据工程,2,1,0.5000,27,5,0.1852,先上升后稳定,traditional,稳定波动
2026-02,15,驱动开发工程师,软件研发,Kafka,数据工程,2,1,0.5000,29,6,0.2069,先上升后稳定,traditional,稳定波动
2026-03,16,驱动开发工程师,软件研发,Kafka,数据工程,2,0,0.0000,31,6,0.1935,先上升后稳定,traditional,稳定波动
2026-04,17,驱动开发工程师,软件研发,Kafka,数据工程,2,0,0.0000,33,6,0.1818,先上升后稳定,traditional,稳定波动
2026-05,18,驱动开发工程师,软件研发,Kafka,数据工程,3,2,0.6667,36,8,0.2222,先上升后稳定,traditional,稳定波动
2026-06,19,驱动开发工程师,软件研发,Kafka,数据工程,2,1,0.5000,38,9,0.2368,先上升后稳定,traditional,稳定波动
2026-07,20,驱动开发工程师,软件研发,Kafka,数据工程,1,0,0.0000,39,9,0.2308,先上升后稳定,traditional,稳定波动
2024-12,1,驱动开发工程师,软件研发,MongoDB,数据工程,2,0,0.0000,2,0,0.0000,稳定型,traditional,稳定波动
2025-01,2,驱动开发工程师,软件研发,MongoDB,数据工程,3,0,0.0000,5,0,0.0000,稳定型,traditional,稳定波动
2025-02,3,驱动开发工程师,软件研发,MongoDB,数据工程,0,0,0.0000,5,0,0.0000,稳定型,traditional,稳定波动
2025-03,4,驱动开发工程师,软件研发,MongoDB,数据工程,3,0,0.0000,8,0,0.0000,稳定型,traditional,稳定波动
2025-04,5,驱动开发工程师,软件研发,MongoDB,数据工程,2,0,0.0000,10,0,0.0000,稳定型,traditional,稳定波动
2025-05,6,驱动开发工程师,软件研发,MongoDB,数据工程,2,0,0.0000,12,0,0.0000,稳定型,traditional,稳定波动
2025-06,7,驱动开发工程师,软件研发,MongoDB,数据工程,2,1,0.5000,14,1,0.0714,稳定型,traditional,稳定波动
2025-07,8,驱动开发工程师,软件研发,MongoDB,数据工程,2,0,0.0000,16,1,0.0625,稳定型,traditional,稳定波动
2025-08,9,驱动开发工程师,软件研发,MongoDB,数据工程,3,0,0.0000,19,1,0.0526,稳定型,traditional,稳定波动
2025-09,10,驱动开发工程师,软件研发,MongoDB,数据工程,2,0,0.0000,21,1,0.0476,稳定型,traditional,稳定波动
2025-10,11,驱动开发工程师,软件研发,MongoDB,数据工程,2,0,0.0000,23,1,0.0435,稳定型,traditional,稳定波动
2025-11,12,驱动开发工程师,软件研发,MongoDB,数据工程,2,1,0.5000,25,2,0.0800,稳定型,traditional,稳定波动
2025-12,13,驱动开发工程师,软件研发,MongoDB,数据工程,0,0,0.0000,25,2,0.0800,稳定型,traditional,稳定波动
2026-01,14,驱动开发工程师,软件研发,MongoDB,数据工程,2,0,0.0000,27,2,0.0741,稳定型,traditional,稳定波动
2026-02,15,驱动开发工程师,软件研发,MongoDB,数据工程,2,1,0.5000,29,3,0.1034,稳定型,traditional,稳定波动
2026-03,16,驱动开发工程师,软件研发,MongoDB,数据工程,2,1,0.5000,31,4,0.1290,稳定型,traditional,稳定波动
2026-04,17,驱动开发工程师,软件研发,MongoDB,数据工程,2,0,0.0000,33,4,0.1212,稳定型,traditional,稳定波动
2026-05,18,驱动开发工程师,软件研发,MongoDB,数据工程,3,0,0.0000,36,4,0.1111,稳定型,traditional,稳定波动
2026-06,19,驱动开发工程师,软件研发,MongoDB,数据工程,2,0,0.0000,38,4,0.1053,稳定型,traditional,稳定波动
2026-07,20,驱动开发工程师,软件研发,MongoDB,数据工程,1,0,0.0000,39,4,0.1026,稳定型,traditional,稳定波动
2024-12,1,驱动开发工程师,软件研发,Shell脚本,编程语言,2,0,0.0000,2,0,0.0000,稳定型,traditional,稳定波动
2025-01,2,驱动开发工程师,软件研发,Shell脚本,编程语言,3,0,0.0000,5,0,0.0000,稳定型,traditional,稳定波动
2025-02,3,驱动开发工程师,软件研发,Shell脚本,编程语言,0,0,0.0000,5,0,0.0000,稳定型,traditional,稳定波动
2025-03,4,驱动开发工程师,软件研发,Shell脚本,编程语言,3,0,0.0000,8,0,0.0000,稳定型,traditional,稳定波动
2025-04,5,驱动开发工程师,软件研发,Shell脚本,编程语言,2,1,0.5000,10,1,0.1000,稳定型,traditional,稳定波动
2025-05,6,驱动开发工程师,软件研发,Shell脚本,编程语言,2,0,0.0000,12,1,0.0833,稳定型,traditional,稳定波动
2025-06,7,驱动开发工程师,软件研发,Shell脚本,编程语言,2,2,1.0000,14,3,0.2143,稳定型,traditional,稳定波动
2025-07,8,驱动开发工程师,软件研发,Shell脚本,编程语言,2,1,0.5000,16,4,0.2500,稳定型,traditional,稳定波动
2025-08,9,驱动开发工程师,软件研发,Shell脚本,编程语言,3,1,0.3333,19,5,0.2632,稳定型,traditional,稳定波动
2025-09,10,驱动开发工程师,软件研发,Shell脚本,编程语言,2,0,0.0000,21,5,0.2381,稳定型,traditional,稳定波动
2025-10,11,驱动开发工程师,软件研发,Shell脚本,编程语言,2,0,0.0000,23,5,0.2174,稳定型,traditional,稳定波动
2025-11,12,驱动开发工程师,软件研发,Shell脚本,编程语言,2,0,0.0000,25,5,0.2000,稳定型,traditional,稳定波动
2025-12,13,驱动开发工程师,软件研发,Shell脚本,编程语言,0,0,0.0000,25,5,0.2000,稳定型,traditional,稳定波动
2026-01,14,驱动开发工程师,软件研发,Shell脚本,编程语言,2,1,0.5000,27,6,0.2222,稳定型,traditional,稳定波动
2026-02,15,驱动开发工程师,软件研发,Shell脚本,编程语言,2,0,0.0000,29,6,0.2069,稳定型,traditional,稳定波动
2026-03,16,驱动开发工程师,软件研发,Shell脚本,编程语言,2,0,0.0000,31,6,0.1935,稳定型,traditional,稳定波动
2026-04,17,驱动开发工程师,软件研发,Shell脚本,编程语言,2,0,0.0000,33,6,0.1818,稳定型,traditional,稳定波动
2026-05,18,驱动开发工程师,软件研发,Shell脚本,编程语言,3,0,0.0000,36,6,0.1667,稳定型,traditional,稳定波动
2026-06,19,驱动开发工程师,软件研发,Shell脚本,编程语言,2,0,0.0000,38,6,0.1579,稳定型,traditional,稳定波动
2026-07,20,驱动开发工程师,软件研发,Shell脚本,编程语言,1,0,0.0000,39,6,0.1538,稳定型,traditional,稳定波动
2024-12,1,驱动开发工程师,软件研发,充电系统,硬件与芯片,2,2,1.0000,2,2,1.0000,持续下降,traditional,稳定波动
2025-01,2,驱动开发工程师,软件研发,充电系统,硬件与芯片,3,0,0.0000,5,2,0.4000,持续下降,traditional,稳定波动
2025-02,3,驱动开发工程师,软件研发,充电系统,硬件与芯片,0,0,0.0000,5,2,0.4000,持续下降,traditional,稳定波动
2025-03,4,驱动开发工程师,软件研发,充电系统,硬件与芯片,3,0,0.0000,8,2,0.2500,持续下降,traditional,稳定波动
2025-04,5,驱动开发工程师,软件研发,充电系统,硬件与芯片,2,1,0.5000,10,3,0.3000,持续下降,traditional,稳定波动
2025-05,6,驱动开发工程师,软件研发,充电系统,硬件与芯片,2,1,0.5000,12,4,0.3333,持续下降,traditional,稳定波动
2025-06,7,驱动开发工程师,软件研发,充电系统,硬件与芯片,2,1,0.5000,14,5,0.3571,持续下降,traditional,稳定波动
2025-07,8,驱动开发工程师,软件研发,充电系统,硬件与芯片,2,0,0.0000,16,5,0.3125,持续下降,traditional,稳定波动
2025-08,9,驱动开发工程师,软件研发,充电系统,硬件与芯片,3,0,0.0000,19,5,0.2632,持续下降,traditional,稳定波动
2025-09,10,驱动开发工程师,软件研发,充电系统,硬件与芯片,2,0,0.0000,21,5,0.2381,持续下降,traditional,稳定波动
2025-10,11,驱动开发工程师,软件研发,充电系统,硬件与芯片,2,0,0.0000,23,5,0.2174,持续下降,traditional,稳定波动
2025-11,12,驱动开发工程师,软件研发,充电系统,硬件与芯片,2,0,0.0000,25,5,0.2000,持续下降,traditional,稳定波动
2025-12,13,驱动开发工程师,软件研发,充电系统,硬件与芯片,0,0,0.0000,25,5,0.2000,持续下降,traditional,稳定波动
2026-01,14,驱动开发工程师,软件研发,充电系统,硬件与芯片,2,1,0.5000,27,6,0.2222,持续下降,traditional,稳定波动
2026-02,15,驱动开发工程师,软件研发,充电系统,硬件与芯片,2,0,0.0000,29,6,0.2069,持续下降,traditional,稳定波动
2026-03,16,驱动开发工程师,软件研发,充电系统,硬件与芯片,2,0,0.0000,31,6,0.1935,持续下降,traditional,稳定波动
2026-04,17,驱动开发工程师,软件研发,充电系统,硬件与芯片,2,1,0.5000,33,7,0.2121,持续下降,traditional,稳定波动
2026-05,18,驱动开发工程师,软件研发,充电系统,硬件与芯片,3,1,0.3333,36,8,0.2222,持续下降,traditional,稳定波动
2026-06,19,驱动开发工程师,软件研发,充电系统,硬件与芯片,2,1,0.5000,38,9,0.2368,持续下降,traditional,稳定波动
2026-07,20,驱动开发工程师,软件研发,充电系统,硬件与芯片,1,0,0.0000,39,9,0.2308,持续下降,traditional,稳定波动
2024-12,1,驱动开发工程师,软件研发,分布式系统,软件工程,2,2,1.0000,2,2,1.0000,稳定型,traditional,稳定波动
2025-01,2,驱动开发工程师,软件研发,分布式系统,软件工程,3,0,0.0000,5,2,0.4000,稳定型,traditional,稳定波动
2025-02,3,驱动开发工程师,软件研发,分布式系统,软件工程,0,0,0.0000,5,2,0.4000,稳定型,traditional,稳定波动
2025-03,4,驱动开发工程师,软件研发,分布式系统,软件工程,3,0,0.0000,8,2,0.2500,稳定型,traditional,稳定波动
2025-04,5,驱动开发工程师,软件研发,分布式系统,软件工程,2,1,0.5000,10,3,0.3000,稳定型,traditional,稳定波动
2025-05,6,驱动开发工程师,软件研发,分布式系统,软件工程,2,0,0.0000,12,3,0.2500,稳定型,traditional,稳定波动
2025-06,7,驱动开发工程师,软件研发,分布式系统,软件工程,2,1,0.5000,14,4,0.2857,稳定型,traditional,稳定波动
2025-07,8,驱动开发工程师,软件研发,分布式系统,软件工程,2,0,0.0000,16,4,0.2500,稳定型,traditional,稳定波动
2025-08,9,驱动开发工程师,软件研发,分布式系统,软件工程,3,1,0.3333,19,5,0.2632,稳定型,traditional,稳定波动
2025-09,10,驱动开发工程师,软件研发,分布式系统,软件工程,2,0,0.0000,21,5,0.2381,稳定型,traditional,稳定波动
2025-10,11,驱动开发工程师,软件研发,分布式系统,软件工程,2,0,0.0000,23,5,0.2174,稳定型,traditional,稳定波动
2025-11,12,驱动开发工程师,软件研发,分布式系统,软件工程,2,0,0.0000,25,5,0.2000,稳定型,traditional,稳定波动
2025-12,13,驱动开发工程师,软件研发,分布式系统,软件工程,0,0,0.0000,25,5,0.2000,稳定型,traditional,稳定波动
2026-01,14,驱动开发工程师,软件研发,分布式系统,软件工程,2,1,0.5000,27,6,0.2222,稳定型,traditional,稳定波动
2026-02,15,驱动开发工程师,软件研发,分布式系统,软件工程,2,0,0.0000,29,6,0.2069,稳定型,traditional,稳定波动
2026-03,16,驱动开发工程师,软件研发,分布式系统,软件工程,2,1,0.5000,31,7,0.2258,稳定型,traditional,稳定波动
2026-04,17,驱动开发工程师,软件研发,分布式系统,软件工程,2,0,0.0000,33,7,0.2121,稳定型,traditional,稳定波动
2026-05,18,驱动开发工程师,软件研发,分布式系统,软件工程,3,3,1.0000,36,10,0.2778,稳定型,traditional,稳定波动
2026-06,19,驱动开发工程师,软件研发,分布式系统,软件工程,2,1,0.5000,38,11,0.2895,稳定型,traditional,稳定波动
2026-07,20,驱动开发工程师,软件研发,分布式系统,软件工程,1,0,0.0000,39,11,0.2821,稳定型,traditional,稳定波动
2024-12,1,驱动开发工程师,软件研发,图像图形技术,计算机视觉与图形,2,1,0.5000,2,1,0.5000,稳定型,traditional,稳定波动
2025-01,2,驱动开发工程师,软件研发,图像图形技术,计算机视觉与图形,3,0,0.0000,5,1,0.2000,稳定型,traditional,稳定波动
2025-02,3,驱动开发工程师,软件研发,图像图形技术,计算机视觉与图形,0,0,0.0000,5,1,0.2000,稳定型,traditional,稳定波动
2025-03,4,驱动开发工程师,软件研发,图像图形技术,计算机视觉与图形,3,0,0.0000,8,1,0.1250,稳定型,traditional,稳定波动
2025-04,5,驱动开发工程师,软件研发,图像图形技术,计算机视觉与图形,2,1,0.5000,10,2,0.2000,稳定型,traditional,稳定波动
2025-05,6,驱动开发工程师,软件研发,图像图形技术,计算机视觉与图形,2,0,0.0000,12,2,0.1667,稳定型,traditional,稳定波动
2025-06,7,驱动开发工程师,软件研发,图像图形技术,计算机视觉与图形,2,0,0.0000,14,2,0.1429,稳定型,traditional,稳定波动
2025-07,8,驱动开发工程师,软件研发,图像图形技术,计算机视觉与图形,2,0,0.0000,16,2,0.1250,稳定型,traditional,稳定波动
2025-08,9,驱动开发工程师,软件研发,图像图形技术,计算机视觉与图形,3,0,0.0000,19,2,0.1053,稳定型,traditional,稳定波动
2025-09,10,驱动开发工程师,软件研发,图像图形技术,计算机视觉与图形,2,1,0.5000,21,3,0.1429,稳定型,traditional,稳定波动
2025-10,11,驱动开发工程师,软件研发,图像图形技术,计算机视觉与图形,2,0,0.0000,23,3,0.1304,稳定型,traditional,稳定波动
2025-11,12,驱动开发工程师,软件研发,图像图形技术,计算机视觉与图形,2,0,0.0000,25,3,0.1200,稳定型,traditional,稳定波动
2025-12,13,驱动开发工程师,软件研发,图像图形技术,计算机视觉与图形,0,0,0.0000,25,3,0.1200,稳定型,traditional,稳定波动
2026-01,14,驱动开发工程师,软件研发,图像图形技术,计算机视觉与图形,2,0,0.0000,27,3,0.1111,稳定型,traditional,稳定波动
2026-02,15,驱动开发工程师,软件研发,图像图形技术,计算机视觉与图形,2,1,0.5000,29,4,0.1379,稳定型,traditional,稳定波动
2026-03,16,驱动开发工程师,软件研发,图像图形技术,计算机视觉与图形,2,0,0.0000,31,4,0.1290,稳定型,traditional,稳定波动
2026-04,17,驱动开发工程师,软件研发,图像图形技术,计算机视觉与图形,2,0,0.0000,33,4,0.1212,稳定型,traditional,稳定波动
2026-05,18,驱动开发工程师,软件研发,图像图形技术,计算机视觉与图形,3,0,0.0000,36,4,0.1111,稳定型,traditional,稳定波动
2026-06,19,驱动开发工程师,软件研发,图像图形技术,计算机视觉与图形,2,0,0.0000,38,4,0.1053,稳定型,traditional,稳定波动
2026-07,20,驱动开发工程师,软件研发,图像图形技术,计算机视觉与图形,1,0,0.0000,39,4,0.1026,稳定型,traditional,稳定波动
2024-12,1,驱动开发工程师,软件研发,汇编语言,编程语言,2,0,0.0000,2,0,0.0000,间歇出现,traditional,稳定波动
2025-01,2,驱动开发工程师,软件研发,汇编语言,编程语言,3,0,0.0000,5,0,0.0000,间歇出现,traditional,稳定波动
2025-02,3,驱动开发工程师,软件研发,汇编语言,编程语言,0,0,0.0000,5,0,0.0000,间歇出现,traditional,稳定波动
2025-03,4,驱动开发工程师,软件研发,汇编语言,编程语言,3,0,0.0000,8,0,0.0000,间歇出现,traditional,稳定波动
2025-04,5,驱动开发工程师,软件研发,汇编语言,编程语言,2,0,0.0000,10,0,0.0000,间歇出现,traditional,稳定波动
2025-05,6,驱动开发工程师,软件研发,汇编语言,编程语言,2,0,0.0000,12,0,0.0000,间歇出现,traditional,稳定波动
2025-06,7,驱动开发工程师,软件研发,汇编语言,编程语言,2,0,0.0000,14,0,0.0000,间歇出现,traditional,稳定波动
2025-07,8,驱动开发工程师,软件研发,汇编语言,编程语言,2,1,0.5000,16,1,0.0625,间歇出现,traditional,稳定波动
2025-08,9,驱动开发工程师,软件研发,汇编语言,编程语言,3,0,0.0000,19,1,0.0526,间歇出现,traditional,稳定波动
2025-09,10,驱动开发工程师,软件研发,汇编语言,编程语言,2,0,0.0000,21,1,0.0476,间歇出现,traditional,稳定波动
2025-10,11,驱动开发工程师,软件研发,汇编语言,编程语言,2,0,0.0000,23,1,0.0435,间歇出现,traditional,稳定波动
2025-11,12,驱动开发工程师,软件研发,汇编语言,编程语言,2,0,0.0000,25,1,0.0400,间歇出现,traditional,稳定波动
2025-12,13,驱动开发工程师,软件研发,汇编语言,编程语言,0,0,0.0000,25,1,0.0400,间歇出现,traditional,稳定波动
2026-01,14,驱动开发工程师,软件研发,汇编语言,编程语言,2,0,0.0000,27,1,0.0370,间歇出现,traditional,稳定波动
2026-02,15,驱动开发工程师,软件研发,汇编语言,编程语言,2,0,0.0000,29,1,0.0345,间歇出现,traditional,稳定波动
2026-03,16,驱动开发工程师,软件研发,汇编语言,编程语言,2,0,0.0000,31,1,0.0323,间歇出现,traditional,稳定波动
2026-04,17,驱动开发工程师,软件研发,汇编语言,编程语言,2,0,0.0000,33,1,0.0303,间歇出现,traditional,稳定波动
2026-05,18,驱动开发工程师,软件研发,汇编语言,编程语言,3,0,0.0000,36,1,0.0278,间歇出现,traditional,稳定波动
2026-06,19,驱动开发工程师,软件研发,汇编语言,编程语言,2,0,0.0000,38,1,0.0263,间歇出现,traditional,稳定波动
2026-07,20,驱动开发工程师,软件研发,汇编语言,编程语言,1,0,0.0000,39,1,0.0256,间歇出现,traditional,稳定波动
2024-12,1,驱动开发工程师,软件研发,网络协议,系统与运维,2,1,0.5000,2,1,0.5000,稳定型,traditional,稳定波动
2025-01,2,驱动开发工程师,软件研发,网络协议,系统与运维,3,1,0.3333,5,2,0.4000,稳定型,traditional,稳定波动
2025-02,3,驱动开发工程师,软件研发,网络协议,系统与运维,0,0,0.0000,5,2,0.4000,稳定型,traditional,稳定波动
2025-03,4,驱动开发工程师,软件研发,网络协议,系统与运维,3,1,0.3333,8,3,0.3750,稳定型,traditional,稳定波动
2025-04,5,驱动开发工程师,软件研发,网络协议,系统与运维,2,0,0.0000,10,3,0.3000,稳定型,traditional,稳定波动
2025-05,6,驱动开发工程师,软件研发,网络协议,系统与运维,2,1,0.5000,12,4,0.3333,稳定型,traditional,稳定波动
2025-06,7,驱动开发工程师,软件研发,网络协议,系统与运维,2,0,0.0000,14,4,0.2857,稳定型,traditional,稳定波动
2025-07,8,驱动开发工程师,软件研发,网络协议,系统与运维,2,0,0.0000,16,4,0.2500,稳定型,traditional,稳定波动
2025-08,9,驱动开发工程师,软件研发,网络协议,系统与运维,3,1,0.3333,19,5,0.2632,稳定型,traditional,稳定波动
2025-09,10,驱动开发工程师,软件研发,网络协议,系统与运维,2,1,0.5000,21,6,0.2857,稳定型,traditional,稳定波动
2025-10,11,驱动开发工程师,软件研发,网络协议,系统与运维,2,0,0.0000,23,6,0.2609,稳定型,traditional,稳定波动
2025-11,12,驱动开发工程师,软件研发,网络协议,系统与运维,2,0,0.0000,25,6,0.2400,稳定型,traditional,稳定波动
2025-12,13,驱动开发工程师,软件研发,网络协议,系统与运维,0,0,0.0000,25,6,0.2400,稳定型,traditional,稳定波动
2026-01,14,驱动开发工程师,软件研发,网络协议,系统与运维,2,0,0.0000,27,6,0.2222,稳定型,traditional,稳定波动
