standard_job,standard_category,month,month_index,demand_trend_type,planned_jd_count,is_active_month
运维工程师,基础设施,2025-01,2,消失后再出现,3,yes
运维工程师,基础设施,2025-02,3,消失后再出现,3,yes
运维工程师,基础设施,2025-03,4,消失后再出现,0,no
运维工程师,基础设施,2025-04,5,消失后再出现,3,yes
运维工程师,基础设施,2025-05,6,消失后再出现,2,yes
运维工程师,基础设施,2025-06,7,消失后再出现,2,yes
运维工程师,基础设施,2025-07,8,消失后再出现,0,no
运维工程师,基础设施,2025-08,9,消失后再出现,0,no
运维工程师,基础设施,2025-09,10,消失后再出现,0,no
运维工程师,基础设施,2025-10,11,消失后再出现,0,no
运维工程师,基础设施,2025-11,12,消失后再出现,2,yes
运维工程师,基础设施,2025-12,13,消失后再出现,2,yes
运维工程师,基础设施,2026-01,14,消失后再出现,2,yes
运维工程师,基础设施,2026-02,15,消失后再出现,2,yes
运维工程师,基础设施,2026-03,16,消失后再出现,3,yes
运维工程师,基础设施,2026-04,17,消失后再出现,0,no
运维工程师,基础设施,2026-05,18,消失后再出现,3,yes
运维工程师,基础设施,2026-06,19,消失后再出现,3,yes
运维工程师,基础设施,2026-07,20,消失后再出现,3,yes
云计算工程师,基础设施,2024-12,1,稳定波动,2,yes
云计算工程师,基础设施,2025-01,2,稳定波动,3,yes
云计算工程师,基础设施,2025-02,3,稳定波动,3,yes
云计算工程师,基础设施,2025-03,4,稳定波动,3,yes
云计算工程师,基础设施,2025-04,5,稳定波动,2,yes
云计算工程师,基础设施,2025-05,6,稳定波动,2,yes
云计算工程师,基础设施,2025-06,7,稳定波动,2,yes
云计算工程师,基础设施,2025-07,8,稳定波动,2,yes
云计算工程师,基础设施,2025-08,9,稳定波动,3,yes
云计算工程师,基础设施,2025-09,10,稳定波动,2,yes
云计算工程师,基础设施,2025-10,11,稳定波动,2,yes
云计算工程师,基础设施,2025-11,12,稳定波动,1,yes
云计算工程师,基础设施,2025-12,13,稳定波动,2,yes
云计算工程师,基础设施,2026-01,14,稳定波动,2,yes
云计算工程师,基础设施,2026-02,15,稳定波动,2,yes
云计算工程师,基础设施,2026-03,16,稳定波动,2,yes
云计算工程师,基础设施,2026-04,17,稳定波动,3,yes
云计算工程师,基础设施,2026-05,18,稳定波动,0,no
云计算工程师,基础设施,2026-06,19,稳定波动,2,yes
云计算工程师,基础设施,2026-07,20,稳定波动,1,yes
网络安全工程师,安全,2024-12,1,稳定波动,2,yes
网络安全工程师,安全,2025-01,2,稳定波动,3,yes
网络安全工程师,安全,2025-02,3,稳定波动,2,yes
网络安全工程师,安全,2025-03,4,稳定波动,0,no
网络安全工程师,安全,2025-04,5,稳定波动,1,yes
网络安全工程师,安全,2025-05,6,稳定波动,1,yes
网络安全工程师,安全,2025-06,7,稳定波动,2,yes
网络安全工程师,安全,2025-07,8,稳定波动,0,no
网络安全工程师,安全,2025-08,9,稳定波动,3,yes
网络安全工程师,安全,2025-09,10,稳定波动,2,yes
网络安全工程师,安全,2025-10,11,稳定波动,2,yes
网络安全工程师,安全,2025-11,12,稳定波动,2,yes
网络安全工程师,安全,2025-12,13,稳定波动,1,yes
网络安全工程师,安全,2026-01,14,稳定波动,2,yes
网络安全工程师,安全,2026-02,15,稳定波动,2,yes
网络安全工程师,安全,2026-03,16,稳定波动,2,yes
网络安全工程师,安全,2026-04,17,稳定波动,2,yes
网络安全工程师,安全,2026-05,18,稳定波动,2,yes
网络安全工程师,安全,2026-06,19,稳定波动,1,yes
网络安全工程师,安全,2026-07,20,稳定波动,1,yes
信息安全工程师,安全,2024-12,1,间歇出现,1,yes
信息安全工程师,安全,2025-01,2,间歇出现,2,yes
信息安全工程师,安全,2025-02,3,间歇出现,1,yes
信息安全工程师,安全,2025-03,4,间歇出现,0,no
信息安全工程师,安全,2025-04,5,间歇出现,0,no
信息安全工程师,安全,2025-05,6,间歇出现,0,no
信息安全工程师,安全,2025-06,7,间歇出现,1,yes
信息安全工程师,安全,2025-07,8,间歇出现,0,no
信息安全工程师,安全,2025-08,9,间歇出现,0,no
信息安全工程师,安全,2025-09,10,间歇出现,1,yes
信息安全工程师,安全,2025-10,11,间歇出现,0,no
信息安全工程师,安全,2025-11,12,间歇出现,0,no
信息安全工程师,安全,2025-12,13,间歇出现,2,yes
信息安全工程师,安全,2026-01,14,间歇出现,0,no
信息安全工程师,安全,2026-02,15,间歇出现,0,no
信息安全工程师,安全,2026-03,16,间歇出现,0,no
信息安全工程师,安全,2026-04,17,间歇出现,0,no
信息安全工程师,安全,2026-05,18,间歇出现,0,no
信息安全工程师,安全,2026-06,19,间歇出现,0,no
信息安全工程师,安全,2026-07,20,间歇出现,0,no
安全工程师,安全,2024-12,1,先上升后下降,1,yes
安全工程师,安全,2025-01,2,先上升后下降,2,yes
安全工程师,安全,2025-02,3,先上升后下降,0,no
安全工程师,安全,2025-03,4,先上升后下降,1,yes
安全工程师,安全,2025-04,5,先上升后下降,0,no
安全工程师,安全,2025-05,6,先上升后下降,1,yes
安全工程师,安全,2025-06,7,先上升后下降,1,yes
安全工程师,安全,2025-07,8,先上升后下降,1,yes
安全工程师,安全,2025-08,9,先上升后下降,2,yes
安全工程师,安全,2025-09,10,先上升后下降,2,yes
安全工程师,安全,2025-10,11,先上升后下降,2,yes
安全工程师,安全,2025-11,12,先上升后下降,2,yes
安全工程师,安全,2025-12,13,先上升后下降,2,yes
安全工程师,安全,2026-01,14,先上升后下降,2,yes
安全工程师,安全,2026-02,15,先上升后下降,2,yes
安全工程师,安全,2026-03,16,先上升后下降,1,yes
安全工程师,安全,2026-04,17,先上升后下降,1,yes
安全工程师,安全,2026-05,18,先上升后下降,1,yes
安全工程师,安全,2026-06,19,先上升后下降,2,yes
安全工程师,安全,2026-07,20,先上升后下降,2,yes
网络工程师,基础设施,2024-12,1,先上升后下降,1,yes
网络工程师,基础设施,2025-01,2,先上升后下降,2,yes
网络工程师,基础设施,2025-02,3,先上升后下降,0,no
网络工程师,基础设施,2025-03,4,先上升后下降,1,yes
网络工程师,基础设施,2025-04,5,先上升后下降,1,yes
网络工程师,基础设施,2025-05,6,先上升后下降,0,no
网络工程师,基础设施,2025-06,7,先上升后下降,1,yes
网络工程师,基础设施,2025-07,8,先上升后下降,0,no
网络工程师,基础设施,2025-08,9,先上升后下降,2,yes
网络工程师,基础设施,2025-09,10,先上升后下降,2,yes
网络工程师,基础设施,2025-10,11,先上升后下降,2,yes
网络工程师,基础设施,2025-11,12,先上升后下降,2,yes
网络工程师,基础设施,2025-12,13,先上升后下降,3,yes
网络工程师,基础设施,2026-01,14,先上升后下降,2,yes
网络工程师,基础设施,2026-02,15,先上升后下降,0,no
网络工程师,基础设施,2026-03,16,先上升后下降,1,yes
网络工程师,基础设施,2026-04,17,先上升后下降,0,no
网络工程师,基础设施,2026-05,18,先上升后下降,1,yes
网络工程师,基础设施,2026-06,19,先上升后下降,2,yes
网络工程师,基础设施,2026-07,20,先上升后下降,2,yes
数据库工程师,基础设施,2024-12,1,稳定波动,1,yes
数据库工程师,基础设施,2025-01,2,稳定波动,1,yes
数据库工程师,基础设施,2025-02,3,稳定波动,2,yes
数据库工程师,基础设施,2025-03,4,稳定波动,0,no
数据库工程师,基础设施,2025-04,5,稳定波动,1,yes
数据库工程师,基础设施,2025-05,6,稳定波动,1,yes
数据库工程师,基础设施,2025-06,7,稳定波动,2,yes
数据库工程师,基础设施,2025-07,8,稳定波动,1,yes
数据库工程师,基础设施,2025-08,9,稳定波动,1,yes
数据库工程师,基础设施,2025-09,10,稳定波动,1,yes
数据库工程师,基础设施,2025-10,11,稳定波动,1,yes
数据库工程师,基础设施,2025-11,12,稳定波动,1,yes
数据库工程师,基础设施,2025-12,13,稳定波动,2,yes
数据库工程师,基础设施,2026-01,14,稳定波动,1,yes
数据库工程师,基础设施,2026-02,15,稳定波动,0,no
数据库工程师,基础设施,2026-03,16,稳定波动,1,yes
数据库工程师,基础设施,2026-04,17,稳定波动,0,no
数据库工程师,基础设施,2026-05,18,稳定波动,2,yes
数据库工程师,基础设施,2026-06,19,稳定波动,2,yes
数据库工程师,基础设施,2026-07,20,稳定波动,1,yes
服务器工程师,基础设施,2024-12,1,间歇出现,0,no
服务器工程师,基础设施,2025-01,2,间歇出现,2,yes
服务器工程师,基础设施,2025-02,3,间歇出现,0,no
服务器工程师,基础设施,2025-03,4,间歇出现,0,no
服务器工程师,基础设施,2025-04,5,间歇出现,2,yes
服务器工程师,基础设施,2025-05,6,间歇出现,2,yes
服务器工程师,基础设施,2025-06,7,间歇出现,1,yes
服务器工程师,基础设施,2025-07,8,间歇出现,0,no
服务器工程师,基础设施,2025-08,9,间歇出现,2,yes
服务器工程师,基础设施,2025-09,10,间歇出现,0,no
服务器工程师,基础设施,2025-10,11,间歇出现,0,no
服务器工程师,基础设施,2025-11,12,间歇出现,0,no
服务器工程师,基础设施,2025-12,13,间歇出现,2,yes
服务器工程师,基础设施,2026-01,14,间歇出现,0,no
服务器工程师,基础设施,2026-02,15,间歇出现,2,yes
服务器工程师,基础设施,2026-03,16,间歇出现,0,no
服务器工程师,基础设施,2026-04,17,间歇出现,1,yes
服务器工程师,基础设施,2026-05,18,间歇出现,2,yes
服务器工程师,基础设施,2026-06,19,间歇出现,2,yes
服务器工程师,基础设施,2026-07,20,间歇出现,0,no
技术支持工程师,技术支持,2024-12,1,间歇出现,2,yes
技术支持工程师,技术支持,2025-01,2,间歇出现,3,yes
技术支持工程师,技术支持,2025-02,3,间歇出现,0,no
技术支持工程师,技术支持,2025-03,4,间歇出现,0,no
技术支持工程师,技术支持,2025-04,5,间歇出现,0,no
技术支持工程师,技术支持,2025-05,6,间歇出现,3,yes
技术支持工程师,技术支持,2025-06,7,间歇出现,3,yes
技术支持工程师,技术支持,2025-07,8,间歇出现,3,yes
技术支持工程师,技术支持,2025-08,9,间歇出现,0,no
技术支持工程师,技术支持,2025-09,10,间歇出现,0,no
技术支持工程师,技术支持,2025-10,11,间歇出现,0,no
技术支持工程师,技术支持,2025-11,12,间歇出现,0,no
技术支持工程师,技术支持,2025-12,13,间歇出现,2,yes
技术支持工程师,技术支持,2026-01,14,间歇出现,2,yes
技术支持工程师,技术支持,2026-02,15,间歇出现,0,no
技术支持工程师,技术支持,2026-03,16,间歇出现,0,no
技术支持工程师,技术支持,2026-04,17,间歇出现,0,no
技术支持工程师,技术支持,2026-05,18,间歇出现,2,yes
技术支持工程师,技术支持,2026-06,19,间歇出现,0,no
技术支持工程师,技术支持,2026-07,20,间歇出现,0,no
解决方案工程师,技术支持,2024-12,1,先上升后稳定,2,yes
解决方案工程师,技术支持,2025-01,2,先上升后稳定,1,yes
解决方案工程师,技术支持,2025-02,3,先上升后稳定,1,yes
解决方案工程师,技术支持,2025-03,4,先上升后稳定,2,yes
解决方案工程师,技术支持,2025-04,5,先上升后稳定,2,yes
解决方案工程师,技术支持,2025-05,6,先上升后稳定,2,yes
解决方案工程师,技术支持,2025-06,7,先上升后稳定,3,yes
解决方案工程师,技术支持,2025-07,8,先上升后稳定,0,no
解决方案工程师,技术支持,2025-08,9,先上升后稳定,4,yes
解决方案工程师,技术支持,2025-09,10,先上升后稳定,3,yes
解决方案工程师,技术支持,2025-10,11,先上升后稳定,4,yes
解决方案工程师,技术支持,2025-11,12,先上升后稳定,4,yes
解决方案工程师,技术支持,2025-12,13,先上升后稳定,4,yes
解决方案工程师,技术支持,2026-01,14,先上升后稳定,3,yes
解决方案工程师,技术支持,2026-02,15,先上升后稳定,4,yes
解决方案工程师,技术支持,2026-03,16,先上升后稳定,3,yes
解决方案工程师,技术支持,2026-04,17,先上升后稳定,4,yes
解决方案工程师,技术支持,2026-05,18,先上升后稳定,4,yes
解决方案工程师,技术支持,2026-06,19,先上升后稳定,4,yes
解决方案工程师,技术支持,2026-07,20,先上升后稳定,4,yes
机器人算法工程师,机器人,2024-12,1,先上升后稳定,0,no
机器人算法工程师,机器人,2025-01,2,先上升后稳定,1,yes
机器人算法工程师,机器人,2025-02,3,先上升后稳定,0,no
机器人算法工程师,机器人,2025-03,4,先上升后稳定,1,yes
机器人算法工程师,机器人,2025-04,5,先上升后稳定,1,yes
机器人算法工程师,机器人,2025-05,6,先上升后稳定,1,yes
机器人算法工程师,机器人,2025-06,7,先上升后稳定,0,no
机器人算法工程师,机器人,2025-07,8,先上升后稳定,1,yes
机器人算法工程师,机器人,2025-08,9,先上升后稳定,0,no
机器人算法工程师,机器人,2025-09,10,先上升后稳定,1,yes
机器人算法工程师,机器人,2025-10,11,先上升后稳定,1,yes
机器人算法工程师,机器人,2025-11,12,先上升后稳定,1,yes
机器人算法工程师,机器人,2025-12,13,先上升后稳定,1,yes
机器人算法工程师,机器人,2026-01,14,先上升后稳定,1,yes
机器人算法工程师,机器人,2026-02,15,先上升后稳定,1,yes
机器人算法工程师,机器人,2026-03,16,先上升后稳定,0,no
机器人算法工程师,机器人,2026-04,17,先上升后稳定,0,no
机器人算法工程师,机器人,2026-05,18,先上升后稳定,0,no
机器人算法工程师,机器人,2026-06,19,先上升后稳定,0,no
机器人算法工程师,机器人,2026-07,20,先上升后稳定,1,yes
机器人软件工程师,机器人,2024-12,1,稳定波动,0,no
机器人软件工程师,机器人,2025-01,2,稳定波动,1,yes
机器人软件工程师,机器人,2025-02,3,稳定波动,1,yes
机器人软件工程师,机器人,2025-03,4,稳定波动,1,yes
机器人软件工程师,机器人,2025-04,5,稳定波动,1,yes
机器人软件工程师,机器人,2025-05,6,稳定波动,1,yes
机器人软件工程师,机器人,2025-06,7,稳定波动,1,yes
机器人软件工程师,机器人,2025-07,8,稳定波动,1,yes
机器人软件工程师,机器人,2025-08,9,稳定波动,2,yes
机器人软件工程师,机器人,2025-09,10,稳定波动,1,yes
机器人软件工程师,机器人,2025-10,11,稳定波动,0,no
机器人软件工程师,机器人,2025-11,12,稳定波动,1,yes
机器人软件工程师,机器人,2025-12,13,稳定波动,1,yes
机器人软件工程师,机器人,2026-01,14,稳定波动,1,yes
机器人软件工程师,机器人,2026-02,15,稳定波动,1,yes
机器人软件工程师,机器人,2026-03,16,稳定波动,1,yes
机器人软件工程师,机器人,2026-04,17,稳定波动,0,no
机器人软件工程师,机器人,2026-05,18,稳定波动,1,yes
机器人软件工程师,机器人,2026-06,19,稳定波动,0,no
机器人软件工程师,机器人,2026-07,20,稳定波动,1,yes
自动驾驶算法工程师,自动驾驶,2024-12,1,消失后再出现,2,yes
自动驾驶算法工程师,自动驾驶,2025-01,2,消失后再出现,2,yes
自动驾驶算法工程师,自动驾驶,2025-02,3,消失后再出现,0,no
自动驾驶算法工程师,自动驾驶,2025-03,4,消失后再出现,2,yes
自动驾驶算法工程师,自动驾驶,2025-04,5,消失后再出现,2,yes
自动驾驶算法工程师,自动驾驶,2025-05,6,消失后再出现,2,yes
自动驾驶算法工程师,自动驾驶,2025-06,7,消失后再出现,1,yes
自动驾驶算法工程师,自动驾驶,2025-07,8,消失后再出现,1,yes
自动驾驶算法工程师,自动驾驶,2025-08,9,消失后再出现,1,yes
自动驾驶算法工程师,自动驾驶,2025-09,10,消失后再出现,0,no
自动驾驶算法工程师,自动驾驶,2025-10,11,消失后再出现,0,no
自动驾驶算法工程师,自动驾驶,2025-11,12,消失后再出现,0,no
自动驾驶算法工程师,自动驾驶,2025-12,13,消失后再出现,0,no
自动驾驶算法工程师,自动驾驶,2026-01,14,消失后再出现,0,no
自动驾驶算法工程师,自动驾驶,2026-02,15,消失后再出现,0,no
自动驾驶算法工程师,自动驾驶,2026-03,16,消失后再出现,0,no
自动驾驶算法工程师,自动驾驶,2026-04,17,消失后再出现,1,yes
自动驾驶算法工程师,自动驾驶,2026-05,18,消失后再出现,0,no
自动驾驶算法工程师,自动驾驶,2026-06,19,消失后再出现,2,yes
自动驾驶算法工程师,自动驾驶,2026-07,20,消失后再出现,2,yes
控制算法工程师,算法,2024-12,1,持续上升,1,yes
控制算法工程师,算法,2025-01,2,持续上升,1,yes
控制算法工程师,算法,2025-02,3,持续上升,0,no
控制算法工程师,算法,2025-03,4,持续上升,0,no
控制算法工程师,算法,2025-04,5,持续上升,1,yes
控制算法工程师,算法,2025-05,6,持续上升,0,no
控制算法工程师,算法,2025-06,7,持续上升,2,yes
控制算法工程师,算法,2025-07,8,持续上升,2,yes
控制算法工程师,算法,2025-08,9,持续上升,2,yes
控制算法工程师,算法,2025-09,10,持续上升,1,yes
控制算法工程师,算法,2025-10,11,持续上升,2,yes
控制算法工程师,算法,2025-11,12,持续上升,0,no
控制算法工程师,算法,2025-12,13,持续上升,1,yes
控制算法工程师,算法,2026-01,14,持续上升,1,yes
控制算法工程师,算法,2026-02,15,持续上升,1,yes
控制算法工程师,算法,2026-03,16,持续上升,1,yes
控制算法工程师,算法,2026-04,17,持续上升,2,yes
控制算法工程师,算法,2026-05,18,持续上升,1,yes
控制算法工程师,算法,2026-06,19,持续上升,2,yes
控制算法工程师,算法,2026-07,20,持续上升,2,yes
图形图像工程师,多媒体,2024-12,1,持续下降,2,yes
图形图像工程师,多媒体,2025-01,2,持续下降,2,yes
图形图像工程师,多媒体,2025-02,3,持续下降,2,yes
图形图像工程师,多媒体,2025-03,4,持续下降,2,yes
图形图像工程师,多媒体,2025-04,5,持续下降,2,yes
图形图像工程师,多媒体,2025-05,6,持续下降,2,yes
图形图像工程师,多媒体,2025-06,7,持续下降,0,no
图形图像工程师,多媒体,2025-07,8,持续下降,2,yes
图形图像工程师,多媒体,2025-08,9,持续下降,1,yes
图形图像工程师,多媒体,2025-09,10,持续下降,1,yes
图形图像工程师,多媒体,2025-10,11,持续下降,1,yes
图形图像工程师,多媒体,2025-11,12,持续下降,1,yes
图形图像工程师,多媒体,2025-12,13,持续下降,2,yes
图形图像工程师,多媒体,2026-01,14,持续下降,0,no
图形图像工程师,多媒体,2026-02,15,持续下降,2,yes
图形图像工程师,多媒体,2026-03,16,持续下降,0,no
图形图像工程师,多媒体,2026-04,17,持续下降,2,yes
图形图像工程师,多媒体,2026-05,18,持续下降,1,yes
图形图像工程师,多媒体,2026-06,19,持续下降,1,yes
图形图像工程师,多媒体,2026-07,20,持续下降,1,yes
音视频工程师,多媒体,2024-12,1,消失后再出现,1,yes
音视频工程师,多媒体,2025-01,2,消失后再出现,1,yes
音视频工程师,多媒体,2025-02,3,消失后再出现,2,yes
音视频工程师,多媒体,2025-03,4,消失后再出现,2,yes
音视频工程师,多媒体,2025-04,5,消失后再出现,0,no
音视频工程师,多媒体,2025-05,6,消失后再出现,1,yes
音视频工程师,多媒体,2025-06,7,消失后再出现,0,no
音视频工程师,多媒体,2025-07,8,消失后再出现,0,no
音视频工程师,多媒体,2025-08,9,消失后再出现,0,no
音视频工程师,多媒体,2025-09,10,消失后再出现,0,no
音视频工程师,多媒体,2025-10,11,消失后再出现,0,no
音视频工程师,多媒体,2025-11,12,消失后再出现,0,no
音视频工程师,多媒体,2025-12,13,消失后再出现,1,yes
音视频工程师,多媒体,2026-01,14,消失后再出现,1,yes
音视频工程师,多媒体,2026-02,15,消失后再出现,1,yes
音视频工程师,多媒体,2026-03,16,消失后再出现,1,yes
音视频工程师,多媒体,2026-04,17,消失后再出现,2,yes
音视频工程师,多媒体,2026-05,18,消失后再出现,2,yes
音视频工程师,多媒体,2026-06,19,消失后再出现,0,no
音视频工程师,多媒体,2026-07,20,消失后再出现,2,yes
通信工程师,通信,2024-12,1,先上升后稳定,1,yes
通信工程师,通信,2025-01,2,先上升后稳定,2,yes
通信工程师,通信,2025-02,3,先上升后稳定,2,yes
通信工程师,通信,2025-03,4,先上升后稳定,1,yes
通信工程师,通信,2025-04,5,先上升后稳定,1,yes
通信工程师,通信,2025-05,6,先上升后稳定,1,yes
通信工程师,通信,2025-06,7,先上升后稳定,2,yes
通信工程师,通信,2025-07,8,先上升后稳定,2,yes
通信工程师,通信,2025-08,9,先上升后稳定,2,yes
通信工程师,通信,2025-09,10,先上升后稳定,3,yes
通信工程师,通信,2025-10,11,先上升后稳定,2,yes
通信工程师,通信,2025-11,12,先上升后稳定,3,yes
通信工程师,通信,2025-12,13,先上升后稳定,2,yes
通信工程师,通信,2026-01,14,先上升后稳定,2,yes
通信工程师,通信,2026-02,15,先上升后稳定,2,yes
通信工程师,通信,2026-03,16,先上升后稳定,3,yes
通信工程师,通信,2026-04,17,先上升后稳定,3,yes
通信工程师,通信,2026-05,18,先上升后稳定,2,yes
通信工程师,通信,2026-06,19,先上升后稳定,2,yes
通信工程师,通信,2026-07,20,先上升后稳定,2,yes
芯片设计工程师,芯片,2024-12,1,稳定波动,2,yes
芯片设计工程师,芯片,2025-01,2,稳定波动,4,yes
芯片设计工程师,芯片,2025-02,3,稳定波动,3,yes
芯片设计工程师,芯片,2025-03,4,稳定波动,4,yes
芯片设计工程师,芯片,2025-04,5,稳定波动,0,no
芯片设计工程师,芯片,2025-05,6,稳定波动,2,yes
芯片设计工程师,芯片,2025-06,7,稳定波动,2,yes
芯片设计工程师,芯片,2025-07,8,稳定波动,3,yes
芯片设计工程师,芯片,2025-08,9,稳定波动,3,yes
芯片设计工程师,芯片,2025-09,10,稳定波动,3,yes
芯片设计工程师,芯片,2025-10,11,稳定波动,2,yes
芯片设计工程师,芯片,2025-11,12,稳定波动,2,yes
芯片设计工程师,芯片,2025-12,13,稳定波动,2,yes
芯片设计工程师,芯片,2026-01,14,稳定波动,2,yes
芯片设计工程师,芯片,2026-02,15,稳定波动,2,yes
芯片设计工程师,芯片,2026-03,16,稳定波动,4,yes
芯片设计工程师,芯片,2026-04,17,稳定波动,3,yes
芯片设计工程师,芯片,2026-05,18,稳定波动,3,yes
芯片设计工程师,芯片,2026-06,19,稳定波动,3,yes
芯片设计工程师,芯片,2026-07,20,稳定波动,2,yes
芯片验证工程师,芯片,2024-12,1,消失后再出现,2,yes
芯片验证工程师,芯片,2025-01,2,消失后再出现,2,yes
芯片验证工程师,芯片,2025-02,3,消失后再出现,2,yes
芯片验证工程师,芯片,2025-03,4,消失后再出现,1,yes
芯片验证工程师,芯片,2025-04,5,消失后再出现,2,yes
芯片验证工程师,芯片,2025-05,6,消失后再出现,1,yes
芯片验证工程师,芯片,2025-06,7,消失后再出现,1,yes
芯片验证工程师,芯片,2025-07,8,消失后再出现,1,yes
芯片验证工程师,芯片,2025-08,9,消失后再出现,1,yes
芯片验证工程师,芯片,2025-09,10,消失后再出现,2,yes
芯片验证工程师,芯片,2025-10,11,消失后再出现,0,no
芯片验证工程师,芯片,2025-11,12,消失后再出现,0,no
芯片验证工程师,芯片,2025-12,13,消失后再出现,0,no
芯片验证工程师,芯片,2026-01,14,消失后再出现,1,yes
芯片验证工程师,芯片,2026-02,15,消失后再出现,1,yes
芯片验证工程师,芯片,2026-03,16,消失后再出现,1,yes
芯片验证工程师,芯片,2026-04,17,消失后再出现,2,yes
芯片验证工程师,芯片,2026-05,18,消失后再出现,1,yes
芯片验证工程师,芯片,2026-06,19,消失后再出现,2,yes
芯片验证工程师,芯片,2026-07,20,消失后再出现,2,yes
芯片测试工程师,芯片,2024-12,1,间歇出现,0,no
芯片测试工程师,芯片,2025-01,2,间歇出现,0,no
芯片测试工程师,芯片,2025-02,3,间歇出现,0,no
芯片测试工程师,芯片,2025-03,4,间歇出现,0,no
芯片测试工程师,芯片,2025-04,5,间歇出现,0,no
芯片测试工程师,芯片,2025-05,6,间歇出现,2,yes
芯片测试工程师,芯片,2025-06,7,间歇出现,2,yes
芯片测试工程师,芯片,2025-07,8,间歇出现,0,no
芯片测试工程师,芯片,2025-08,9,间歇出现,2,yes
芯片测试工程师,芯片,2025-09,10,间歇出现,0,no
芯片测试工程师,芯片,2025-10,11,间歇出现,2,yes
芯片测试工程师,芯片,2025-11,12,间歇出现,0,no
芯片测试工程师,芯片,2025-12,13,间歇出现,2,yes
芯片测试工程师,芯片,2026-01,14,间歇出现,1,yes
芯片测试工程师,芯片,2026-02,15,间歇出现,1,yes
芯片测试工程师,芯片,2026-03,16,间歇出现,0,no
芯片测试工程师,芯片,2026-04,17,间歇出现,2,yes
芯片测试工程师,芯片,2026-05,18,间歇出现,0,no
芯片测试工程师,芯片,2026-06,19,间歇出现,2,yes
芯片测试工程师,芯片,2026-07,20,间歇出现,0,no
FPGA工程师,芯片,2024-12,1,无样本不生成,0,no
FPGA工程师,芯片,2025-01,2,无样本不生成,0,no
FPGA工程师,芯片,2025-02,3,无样本不生成,0,no
FPGA工程师,芯片,2025-03,4,无样本不生成,0,no
FPGA工程师,芯片,2025-04,5,无样本不生成,0,no
FPGA工程师,芯片,2025-05,6,无样本不生成,0,no
FPGA工程师,芯片,2025-06,7,无样本不生成,0,no
FPGA工程师,芯片,2025-07,8,无样本不生成,0,no
FPGA工程师,芯片,2025-08,9,无样本不生成,0,no
FPGA工程师,芯片,2025-09,10,无样本不生成,0,no
FPGA工程师,芯片,2025-10,11,无样本不生成,0,no
FPGA工程师,芯片,2025-11,12,无样本不生成,0,no
FPGA工程师,芯片,2025-12,13,无样本不生成,0,no
FPGA工程师,芯片,2026-01,14,无样本不生成,0,no
FPGA工程师,芯片,2026-02,15,无样本不生成,0,no
FPGA工程师,芯片,2026-03,16,无样本不生成,0,no
FPGA工程师,芯片,2026-04,17,无样本不生成,0,no
FPGA工程师,芯片,2026-05,18,无样本不生成,0,no
FPGA工程师,芯片,2026-06,19,无样本不生成,0,no
FPGA工程师,芯片,2026-07,20,无样本不生成,0,no
电源工程师,硬件,2024-12,1,间歇出现,2,yes
电源工程师,硬件,2025-01,2,间歇出现,0,no
电源工程师,硬件,2025-02,3,间歇出现,0,no
电源工程师,硬件,2025-03,4,间歇出现,0,no
电源工程师,硬件,2025-04,5,间歇出现,0,no
电源工程师,硬件,2025-05,6,间歇出现,2,yes
电源工程师,硬件,2025-06,7,间歇出现,1,yes
电源工程师,硬件,2025-07,8,间歇出现,0,no
电源工程师,硬件,2025-08,9,间歇出现,1,yes
电源工程师,硬件,2025-09,10,间歇出现,0,no
电源工程师,硬件,2025-10,11,间歇出现,2,yes
电源工程师,硬件,2025-11,12,间歇出现,0,no
电源工程师,硬件,2025-12,13,间歇出现,2,yes
电源工程师,硬件,2026-01,14,间歇出现,0,no
电源工程师,硬件,2026-02,15,间歇出现,2,yes
电源工程师,硬件,2026-03,16,间歇出现,1,yes
电源工程师,硬件,2026-04,17,间歇出现,1,yes
电源工程师,硬件,2026-05,18,间歇出现,2,yes
电源工程师,硬件,2026-06,19,间歇出现,2,yes
电源工程师,硬件,2026-07,20,间歇出现,0,no
结构工程师,硬件,2024-12,1,消失后再出现,2,yes
结构工程师,硬件,2025-01,2,消失后再出现,2,yes
结构工程师,硬件,2025-02,3,消失后再出现,3,yes
结构工程师,硬件,2025-03,4,消失后再出现,2,yes
结构工程师,硬件,2025-04,5,消失后再出现,2,yes
结构工程师,硬件,2025-05,6,消失后再出现,2,yes
结构工程师,硬件,2025-06,7,消失后再出现,2,yes
结构工程师,硬件,2025-07,8,消失后再出现,1,yes
结构工程师,硬件,2025-08,9,消失后再出现,1,yes
结构工程师,硬件,2025-09,10,消失后再出现,2,yes
结构工程师,硬件,2025-10,11,消失后再出现,2,yes
结构工程师,硬件,2025-11,12,消失后再出现,0,no
结构工程师,硬件,2025-12,13,消失后再出现,0,no
结构工程师,硬件,2026-01,14,消失后再出现,0,no
结构工程师,硬件,2026-02,15,消失后再出现,2,yes
结构工程师,硬件,2026-03,16,消失后再出现,2,yes
结构工程师,硬件,2026-04,17,消失后再出现,2,yes
结构工程师,硬件,2026-05,18,消失后再出现,2,yes
结构工程师,硬件,2026-06,19,消失后再出现,2,yes
结构工程师,硬件,2026-07,20,消失后再出现,2,yes
热设计工程师,硬件,2024-12,1,先上升后稳定,1,yes
热设计工程师,硬件,2025-01,2,先上升后稳定,2,yes
