standard_job,standard_category,skill,kg_display_skill,skill_stage,source_row_count,traditional_source_row_count,new_source_row_count
驱动开发工程师,软件研发,Docker,系统与运维,traditional,1,1,0
驱动开发工程师,软件研发,GPU,系统与运维,traditional,1,1,0
驱动开发工程师,软件研发,Kafka,数据工程,traditional,1,1,0
驱动开发工程师,软件研发,MongoDB,数据工程,traditional,1,1,0
驱动开发工程师,软件研发,MySQL,数据工程,traditional,1,1,0
驱动开发工程师,软件研发,RISC-V,系统与运维,traditional,1,1,0
驱动开发工程师,软件研发,Redis,数据工程,traditional,1,1,0
驱动开发工程师,软件研发,Shell脚本,编程语言,traditional,1,1,0
驱动开发工程师,软件研发,TCP/IP,系统与运维,traditional,1,1,0
驱动开发工程师,软件研发,Unreal Engine,软件开发,traditional,1,1,0
驱动开发工程师,软件研发,云计算,云计算,traditional,1,1,0
驱动开发工程师,软件研发,人机交互,交互体验,traditional,1,1,0
驱动开发工程师,软件研发,仓储自动化,工业与物联网,traditional,1,1,0
驱动开发工程师,软件研发,信息安全,安全,traditional,1,1,0
驱动开发工程师,软件研发,充电系统,硬件与芯片,traditional,1,1,0
驱动开发工程师,软件研发,分布式系统,软件工程,traditional,1,1,0
驱动开发工程师,软件研发,图像图形技术,计算机视觉与图形,traditional,1,1,0
驱动开发工程师,软件研发,异构计算,硬件与芯片,new,1,1,0
驱动开发工程师,软件研发,时间序列算法,算法与数学,traditional,1,1,0
驱动开发工程师,软件研发,机器人与自动驾驶,机器人与自动驾驶,new,1,1,0
驱动开发工程师,软件研发,汇编语言,编程语言,traditional,1,1,0
驱动开发工程师,软件研发,汽车电子,行业应用,traditional,1,1,0
驱动开发工程师,软件研发,网络协议,系统与运维,traditional,1,1,0
驱动开发工程师,软件研发,高性能计算,硬件与芯片,new,1,1,0
软件架构师,软件研发,C/C++,编程语言,traditional,151,151,0
软件架构师,软件研发,Python,编程语言,traditional,141,141,0
软件架构师,软件研发,Java,编程语言,traditional,125,125,0
软件架构师,软件研发,Go,编程语言,traditional,114,114,0
软件架构师,软件研发,云计算,云计算,traditional,82,81,1
软件架构师,软件研发,分布式系统,软件工程,traditional,67,67,0
软件架构师,软件研发,数据工程,数据工程,traditional,66,66,0
软件架构师,软件研发,LLM,大模型,new,60,3,57
软件架构师,软件研发,网络技术,通信与网络,traditional,48,48,0
软件架构师,软件研发,Linux,系统与运维,traditional,47,47,0
软件架构师,软件研发,Agent,大模型,new,42,3,39
软件架构师,软件研发,RAG,大模型,new,33,0,33
软件架构师,软件研发,系统开发,系统与运维,traditional,31,31,0
软件架构师,软件研发,操作系统,系统与运维,traditional,30,30,0
软件架构师,软件研发,SRE,系统与运维,traditional,27,27,0
软件架构师,软件研发,Redis,数据工程,traditional,25,25,0
软件架构师,软件研发,消息队列,数据工程,traditional,24,24,0
软件架构师,软件研发,计算机体系结构,硬件与芯片,traditional,24,24,0
软件架构师,软件研发,硬件开发,硬件与芯片,traditional,23,23,0
软件架构师,软件研发,PHP,编程语言,traditional,22,22,0
软件架构师,软件研发,Kubernetes,系统与运维,traditional,21,21,0
软件架构师,软件研发,MySQL,数据工程,traditional,21,21,0
软件架构师,软件研发,Node.js,编程语言,traditional,20,20,0
软件架构师,软件研发,机器学习,AI,traditional,20,0,20
软件架构师,软件研发,性能优化,软件工程,traditional,16,16,0
软件架构师,软件研发,PyTorch,AI,traditional,15,0,15
软件架构师,软件研发,深度学习,AI,traditional,15,0,15
软件架构师,软件研发,软件开发,软件开发,traditional,15,15,0
软件架构师,软件研发,MCP,大模型,new,14,0,14
软件架构师,软件研发,RISC-V,系统与运维,traditional,14,14,0
软件架构师,软件研发,Rust,编程语言,traditional,14,14,0
软件架构师,软件研发,向量数据库,数据工程,new,14,0,14
软件架构师,软件研发,编程语言,编程语言,traditional,14,14,0
软件架构师,软件研发,通信技术,通信与网络,traditional,14,14,0
软件架构师,软件研发,AIops,系统与运维,new,13,0,13
软件架构师,软件研发,LangChain,大模型,new,13,0,13
软件架构师,软件研发,Machine Learning,AI,new,13,9,4
软件架构师,软件研发,prompt工程,大模型,new,13,0,13
软件架构师,软件研发,软件工程,软件工程,traditional,13,13,0
软件架构师,软件研发,Ai coding,AI,new,12,6,6
软件架构师,软件研发,DevOps,系统与运维,traditional,12,12,0
软件架构师,软件研发,Docker,系统与运维,traditional,12,12,0
软件架构师,软件研发,IT基础设施,云计算,traditional,12,12,0
软件架构师,软件研发,分布式存储,数据工程,traditional,12,12,0
软件架构师,软件研发,微服务架构,软件工程,traditional,11,11,0
软件架构师,软件研发,Hadoop,数据工程,traditional,10,10,0
软件架构师,软件研发,Kafka,数据工程,traditional,10,10,0
软件架构师,软件研发,Spark,数据工程,traditional,10,10,0
软件架构师,软件研发,TensorFlow,AI,traditional,10,0,10
软件架构师,软件研发,Transformer,大模型,new,10,0,10
软件架构师,软件研发,上下文工程,大模型,new,10,10,0
软件架构师,软件研发,内存管理,软件工程,traditional,10,10,0
软件架构师,软件研发,模型压缩,大模型,new,10,4,6
软件架构师,软件研发,Hive,数据工程,traditional,9,9,0
软件架构师,软件研发,NLP,大模型,new,9,9,0
软件架构师,软件研发,Shell脚本,编程语言,traditional,9,9,0
软件架构师,软件研发,TCP/IP,系统与运维,traditional,9,9,0
软件架构师,软件研发,推理优化,大模型,new,9,0,9
软件架构师,软件研发,AI基础设施,AI,new,8,4,4
软件架构师,软件研发,AI算法,AI,new,8,0,8
软件架构师,软件研发,Android,软件开发,traditional,8,8,0
软件架构师,软件研发,AutoGen,大模型,new,8,0,8
软件架构师,软件研发,大模型应用,大模型,new,8,3,5
软件架构师,软件研发,模型服务化,大模型,new,8,8,0
软件架构师,软件研发,模型训练,大模型,new,8,2,6
软件架构师,软件研发,计算机视觉,计算机视觉与图形,new,8,5,3
软件架构师,软件研发,AI工具,大模型,new,7,0,7
软件架构师,软件研发,LangGraph,大模型,new,7,0,7
软件架构师,软件研发,LoRA微调,大模型,new,7,0,7
软件架构师,软件研发,MongoDB,数据工程,traditional,7,7,0
软件架构师,软件研发,PostgreSQL,数据工程,traditional,7,7,0
软件架构师,软件研发,模型微调,大模型,new,7,0,7
软件架构师,软件研发,知识图谱,知识图谱,new,7,7,0
软件架构师,软件研发,Android Framework,软件开发,traditional,6,6,0
软件架构师,软件研发,CUDA,硬件与芯片,new,6,6,0
软件架构师,软件研发,GPU,系统与运维,traditional,6,6,0
软件架构师,软件研发,HBase,数据工程,traditional,6,6,0
软件架构师,软件研发,Kotlin,编程语言,traditional,6,6,0
软件架构师,软件研发,Tool Use,大模型,new,6,6,0
软件架构师,软件研发,VLM,大模型,new,6,0,6
软件架构师,软件研发,高速接口,硬件与芯片,traditional,6,6,0
软件架构师,软件研发,AIGC,AI,new,5,0,5
软件架构师,软件研发,CI/CD,系统与运维,traditional,5,5,0
软件架构师,软件研发,ClickHouse,数据工程,traditional,5,5,0
软件架构师,软件研发,Flink,数据工程,traditional,5,5,0
软件架构师,软件研发,RLHF,大模型,new,5,0,5
软件架构师,软件研发,SFT,大模型,new,5,0,5
软件架构师,软件研发,SGLang,大模型,new,5,5,0
软件架构师,软件研发,iOS,软件开发,traditional,5,5,0
软件架构师,软件研发,信息安全,安全,traditional,5,5,0
软件架构师,软件研发,分布式计算,数据工程,traditional,5,5,0
软件架构师,软件研发,时间序列算法,算法与数学,traditional,5,5,0
软件架构师,软件研发,查询优化,数据工程,traditional,5,5,0
软件架构师,软件研发,物联网,工业与物联网,new,5,5,0
软件架构师,软件研发,研发效能,软件工程,traditional,5,5,0
软件架构师,软件研发,跨平台开发,软件开发,traditional,5,5,0
软件架构师,软件研发,软件测试,软件测试,traditional,5,5,0
软件架构师,软件研发,高性能计算,硬件与芯片,new,5,5,0
软件架构师,软件研发,DPO,大模型,new,4,0,4
软件架构师,软件研发,Elasticsearch,数据工程,traditional,4,4,0
软件架构师,软件研发,Function Calling,大模型,new,4,0,4
软件架构师,软件研发,Ray,AI,traditional,4,4,0
软件架构师,软件研发,Spring Boot,软件开发,traditional,4,4,0
软件架构师,软件研发,TensorRT,大模型,new,4,4,0
软件架构师,软件研发,TypeScript,编程语言,traditional,4,4,0
软件架构师,软件研发,区块链,行业应用,new,4,4,0
软件架构师,软件研发,大模型安全,大模型,new,4,2,2
软件架构师,软件研发,异常检测,软件工程,new,4,4,0
软件架构师,软件研发,异构计算,硬件与芯片,new,4,4,0
软件架构师,软件研发,模型工程,大模型,new,4,4,0
软件架构师,软件研发,模型推理,大模型,new,4,4,0
软件架构师,软件研发,模型调优,大模型,new,4,4,0
软件架构师,软件研发,汇编语言,编程语言,traditional,4,4,0
软件架构师,软件研发,深度学习框架,AI,traditional,4,0,4
软件架构师,软件研发,网络协议,系统与运维,traditional,4,4,0
软件架构师,软件研发,计算机网络,通信与网络,traditional,4,4,0
软件架构师,软件研发,身份认证,安全,traditional,4,4,0
软件架构师,软件研发,音视频技术,音视频技术,traditional,4,4,0
软件架构师,软件研发,Embedding,大模型,new,3,0,3
软件架构师,软件研发,Multi-Agent,大模型,new,3,0,3
软件架构师,软件研发,Scala,编程语言,traditional,3,3,0
软件架构师,软件研发,因果推断,算法与数学,new,3,3,0
软件架构师,软件研发,多模态,大模型,new,3,0,3
软件架构师,软件研发,大模型微调,大模型,new,3,0,3
软件架构师,软件研发,机器人与自动驾驶,机器人与自动驾驶,new,3,3,0
软件架构师,软件研发,模型评测,大模型,new,3,3,0
软件架构师,软件研发,模型部署,大模型,new,3,0,3
软件架构师,软件研发,流式计算,数据工程,traditional,3,3,0
软件架构师,软件研发,算法工程,算法与数学,traditional,3,3,0
软件架构师,软件研发,网络编程,软件工程,traditional,3,3,0
软件架构师,软件研发,自动化测试,软件开发,traditional,3,3,0
软件架构师,软件研发,自动化运维,系统与运维,traditional,3,3,0
软件架构师,软件研发,高性能通信,通信与网络,traditional,3,3,0
软件架构师,软件研发,AI安全,安全,new,2,0,2
软件架构师,软件研发,GPU内存优化,硬件与芯片,new,2,2,0
软件架构师,软件研发,Megatron,大模型,new,2,0,2
软件架构师,软件研发,Memory,大模型,new,2,2,0
软件架构师,软件研发,React,编程语言,traditional,2,2,0
软件架构师,软件研发,Swift,编程语言,traditional,2,2,0
软件架构师,软件研发,向量计算,数据工程,new,2,2,0
软件架构师,软件研发,图像图形技术,计算机视觉与图形,traditional,2,2,0
软件架构师,软件研发,大模型训练,大模型,new,2,0,2
软件架构师,软件研发,模拟电路设计,硬件与芯片,traditional,2,2,0
软件架构师,软件研发,混沌工程,软件工程,traditional,2,2,0
软件架构师,软件研发,软硬件协同,硬件与芯片,traditional,2,2,0
软件架构师,软件研发,AI工程,AI,new,1,0,1
软件架构师,软件研发,AI应用开发,AI,new,1,0,1
软件架构师,软件研发,AI芯片,硬件与芯片,new,1,0,1
软件架构师,软件研发,ASR,大模型,new,1,1,0
软件架构师,软件研发,AUTOSAR,行业应用,traditional,1,1,0
软件架构师,软件研发,Ascend,硬件与芯片,new,1,1,0
软件架构师,软件研发,Context Engineering,大模型,new,1,1,0
软件架构师,软件研发,DeepSpeed,大模型,new,1,0,1
软件架构师,软件研发,JavaScript,编程语言,traditional,1,1,0
软件架构师,软件研发,Multimodal AI,大模型,new,1,1,0
软件架构师,软件研发,MyBatis,软件开发,traditional,1,1,0
软件架构师,软件研发,NoSQL,数据工程,traditional,1,1,0
软件架构师,软件研发,Objective-C,编程语言,traditional,1,1,0
软件架构师,软件研发,SIMD,硬件与芯片,traditional,1,1,0
软件架构师,软件研发,Spring,软件开发,traditional,1,1,0
软件架构师,软件研发,TTS,大模型,new,1,1,0
软件架构师,软件研发,TensorRT-LLM,大模型,new,1,0,1
软件架构师,软件研发,Unreal Engine,软件开发,traditional,1,1,0
软件架构师,软件研发,世界模型,大模型,new,1,1,0
软件架构师,软件研发,交互技术,交互体验,traditional,1,1,0
软件架构师,软件研发,人机交互,交互体验,traditional,1,1,0
软件架构师,软件研发,信号处理,硬件与芯片,traditional,1,1,0
软件架构师,软件研发,信号完整性,硬件与芯片,traditional,1,1,0
软件架构师,软件研发,信息检索,AI,traditional,1,1,0
软件架构师,软件研发,光学技术,硬件与芯片,traditional,1,1,0
软件架构师,软件研发,光计算,硬件与芯片,new,1,1,0
软件架构师,软件研发,分布式训练,大模型,new,1,1,0
软件架构师,软件研发,功能安全,安全,traditional,1,1,0
软件架构师,软件研发,协处理器,硬件与芯片,new,1,1,0
软件架构师,软件研发,可靠性设计,系统与运维,traditional,1,1,0
软件架构师,软件研发,在线服务,软件开发,traditional,1,1,0
软件架构师,软件研发,多租户架构,系统与运维,traditional,1,1,0
软件架构师,软件研发,大模型评测,大模型,new,1,0,1
软件架构师,软件研发,小模型,大模型,new,1,1,0
软件架构师,软件研发,引擎开发,软件开发,traditional,1,1,0
软件架构师,软件研发,形式化验证,软件工程,traditional,1,1,0
软件架构师,软件研发,微服务安全,系统与运维,traditional,1,1,0
软件架构师,软件研发,感知算法,AI,new,1,1,0
软件架构师,软件研发,数字人技术,AI,new,1,1,0
软件架构师,软件研发,流程自动化,软件工程,traditional,1,1,0
软件架构师,软件研发,特征工程,数据工程,traditional,1,1,0
软件架构师,软件研发,稀疏计算,硬件与芯片,new,1,1,0
软件架构师,软件研发,自动化技术,系统与运维,traditional,1,1,0
软件架构师,软件研发,触控技术,交互体验,traditional,1,1,0
软件架构师,软件研发,设备安全,安全,traditional,1,1,0
软件架构师,软件研发,调试工具,软件工程,traditional,1,1,0
软件开发工程师,软件研发,C/C++,编程语言,traditional,1031,1031,0
软件开发工程师,软件研发,Python,编程语言,traditional,669,669,0
软件开发工程师,软件研发,Java,编程语言,traditional,600,600,0
软件开发工程师,软件研发,Go,编程语言,traditional,459,459,0
软件开发工程师,软件研发,数据工程,数据工程,traditional,270,270,0
软件开发工程师,软件研发,Linux,系统与运维,traditional,264,264,0
软件开发工程师,软件研发,分布式系统,软件工程,traditional,236,236,0
软件开发工程师,软件研发,Spark,数据工程,traditional,218,218,0
软件开发工程师,软件研发,Hive,数据工程,traditional,194,194,0
软件开发工程师,软件研发,Flink,数据工程,traditional,183,183,0
软件开发工程师,软件研发,Hadoop,数据工程,traditional,173,173,0
软件开发工程师,软件研发,Agent,大模型,new,160,14,146
软件开发工程师,软件研发,LLM,大模型,new,149,4,145
软件开发工程师,软件研发,MySQL,数据工程,traditional,138,138,0
软件开发工程师,软件研发,Kafka,数据工程,traditional,129,129,0
软件开发工程师,软件研发,Redis,数据工程,traditional,129,129,0
软件开发工程师,软件研发,网络技术,通信与网络,traditional,116,116,0
软件开发工程师,软件研发,操作系统,系统与运维,traditional,112,112,0
软件开发工程师,软件研发,Kubernetes,系统与运维,traditional,106,106,0
软件开发工程师,软件研发,消息队列,数据工程,traditional,105,105,0
软件开发工程师,软件研发,SRE,系统与运维,traditional,97,97,0
软件开发工程师,软件研发,ClickHouse,数据工程,traditional,92,92,0
软件开发工程师,软件研发,TCP/IP,系统与运维,traditional,92,92,0
软件开发工程师,软件研发,云计算,云计算,traditional,89,89,0
软件开发工程师,软件研发,PyTorch,AI,traditional,85,0,85
软件开发工程师,软件研发,软件开发,软件开发,traditional,85,85,0
软件开发工程师,软件研发,网络编程,软件工程,traditional,83,83,0
软件开发工程师,软件研发,计算机体系结构,硬件与芯片,traditional,81,81,0
软件开发工程师,软件研发,Scala,编程语言,traditional,78,78,0
软件开发工程师,软件研发,Elasticsearch,数据工程,traditional,76,76,0
软件开发工程师,软件研发,RAG,大模型,new,73,1,72
软件开发工程师,软件研发,编程语言,编程语言,traditional,73,73,0
软件开发工程师,软件研发,Docker,系统与运维,traditional,71,71,0
软件开发工程师,软件研发,HBase,数据工程,traditional,71,71,0
软件开发工程师,软件研发,性能优化,软件工程,traditional,70,70,0
软件开发工程师,软件研发,Rust,编程语言,traditional,69,69,0
软件开发工程师,软件研发,系统开发,系统与运维,traditional,66,66,0
软件开发工程师,软件研发,计算机网络,通信与网络,traditional,66,66,0
软件开发工程师,软件研发,Shell脚本,编程语言,traditional,65,65,0
软件开发工程师,软件研发,prompt工程,大模型,new,58,0,58
软件开发工程师,软件研发,机器学习,AI,traditional,57,0,57
软件开发工程师,软件研发,TensorFlow,AI,traditional,55,0,55
软件开发工程师,软件研发,高性能计算,硬件与芯片,new,54,54,0
软件开发工程师,软件研发,Machine Learning,AI,new,53,31,22
软件开发工程师,软件研发,VLM,大模型,new,53,0,53
软件开发工程师,软件研发,Ai coding,AI,new,51,11,40
软件开发工程师,软件研发,分布式存储,数据工程,traditional,51,51,0
软件开发工程师,软件研发,Android,软件开发,traditional,48,48,0
软件开发工程师,软件研发,CUDA,硬件与芯片,new,48,48,0
软件开发工程师,软件研发,Objective-C,编程语言,traditional,45,45,0
软件开发工程师,软件研发,内存管理,软件工程,traditional,44,44,0
软件开发工程师,软件研发,软件工程,软件工程,traditional,42,42,0
软件开发工程师,软件研发,高性能通信,通信与网络,traditional,40,40,0
软件开发工程师,软件研发,SGLang,大模型,new,39,39,0
软件开发工程师,软件研发,MongoDB,数据工程,traditional,38,38,0
软件开发工程师,软件研发,PHP,编程语言,traditional,38,38,0
软件开发工程师,软件研发,分布式计算,数据工程,traditional,38,38,0
软件开发工程师,软件研发,AIGC,AI,new,36,5,31
软件开发工程师,软件研发,GPU,系统与运维,traditional,36,36,0
软件开发工程师,软件研发,Kotlin,编程语言,traditional,35,35,0
软件开发工程师,软件研发,JavaScript,编程语言,traditional,33,33,0
软件开发工程师,软件研发,MCP,大模型,new,33,0,33
软件开发工程师,软件研发,Swift,编程语言,traditional,32,32,0
软件开发工程师,软件研发,通信技术,通信与网络,traditional,32,32,0
软件开发工程师,软件研发,深度学习,AI,traditional,31,0,31
软件开发工程师,软件研发,NoSQL,数据工程,traditional,30,30,0
软件开发工程师,软件研发,Spring,软件开发,traditional,30,30,0
软件开发工程师,软件研发,iOS,软件开发,traditional,30,30,0
软件开发工程师,软件研发,硬件开发,硬件与芯片,traditional,30,30,0
软件开发工程师,软件研发,LangChain,大模型,new,29,0,29
软件开发工程师,软件研发,Spring Boot,软件开发,traditional,28,28,0
软件开发工程师,软件研发,图像图形技术,计算机视觉与图形,traditional,27,25,2
软件开发工程师,软件研发,微服务架构,软件工程,traditional,27,27,0
软件开发工程师,软件研发,MyBatis,软件开发,traditional,26,26,0
软件开发工程师,软件研发,TensorRT-LLM,大模型,new,26,0,26
软件开发工程师,软件研发,大模型应用,大模型,new,26,13,13
软件开发工程师,软件研发,AI应用开发,AI,new,25,0,25
软件开发工程师,软件研发,CI/CD,系统与运维,traditional,25,25,0
软件开发工程师,软件研发,TypeScript,编程语言,traditional,25,25,0
软件开发工程师,软件研发,信息安全,安全,traditional,25,25,0
软件开发工程师,软件研发,PostgreSQL,数据工程,traditional,24,24,0
软件开发工程师,软件研发,Ray,AI,traditional,24,24,0
软件开发工程师,软件研发,流式计算,数据工程,traditional,23,23,0
软件开发工程师,软件研发,特征工程,数据工程,traditional,23,23,0
软件开发工程师,软件研发,NLP,大模型,new,22,22,0
软件开发工程师,软件研发,Unix,系统与运维,traditional,22,22,0
软件开发工程师,软件研发,Unreal Engine,软件开发,traditional,22,22,0
软件开发工程师,软件研发,向量数据库,数据工程,new,21,0,21
软件开发工程师,软件研发,大模型训练,大模型,new,21,2,19
软件开发工程师,软件研发,查询优化,数据工程,traditional,21,21,0
软件开发工程师,软件研发,模型压缩,大模型,new,21,8,13
软件开发工程师,软件研发,软件测试,软件测试,traditional,21,21,0
软件开发工程师,软件研发,Memory,大模型,new,20,20,0
软件开发工程师,软件研发,异构计算,硬件与芯片,new,20,20,0
软件开发工程师,软件研发,模型工程,大模型,new,20,20,0
软件开发工程师,软件研发,React,编程语言,traditional,19,18,0
软件开发工程师,软件研发,多模态,大模型,new,19,0,19
软件开发工程师,软件研发,模型训练,大模型,new,19,8,11
软件开发工程师,软件研发,模型评测,大模型,new,18,13,5
软件开发工程师,软件研发,AIops,系统与运维,new,17,0,17
软件开发工程师,软件研发,AI算法,AI,new,17,0,17
软件开发工程师,软件研发,IT基础设施,云计算,traditional,17,17,0
软件开发工程师,软件研发,自动化运维,系统与运维,traditional,17,17,0
软件开发工程师,软件研发,TensorRT,大模型,new,16,16,0
软件开发工程师,软件研发,深度学习框架,AI,traditional,16,0,16
软件开发工程师,软件研发,计算机视觉,计算机视觉与图形,new,16,6,10
软件开发工程师,软件研发,跨平台开发,软件开发,traditional,16,16,0
软件开发工程师,软件研发,Function Calling,大模型,new,15,0,15
软件开发工程师,软件研发,Lua,编程语言,traditional,15,15,0
软件开发工程师,软件研发,RISC-V,系统与运维,traditional,15,15,0
软件开发工程师,软件研发,上下文工程,大模型,new,15,15,0
软件开发工程师,软件研发,知识图谱,知识图谱,new,15,15,0
软件开发工程师,软件研发,AI工具,大模型,new,14,0,14
软件开发工程师,软件研发,AI芯片,硬件与芯片,new,14,2,12
软件开发工程师,软件研发,DevOps,系统与运维,traditional,14,14,0
软件开发工程师,软件研发,GPU内存优化,硬件与芯片,new,14,14,0
软件开发工程师,软件研发,Transformer,大模型,new,14,0,14
软件开发工程师,软件研发,机器人与自动驾驶,机器人与自动驾驶,new,14,9,5
软件开发工程师,软件研发,Tool Use,大模型,new,13,13,0
软件开发工程师,软件研发,Triton,大模型,new,13,13,0
软件开发工程师,软件研发,在线服务,软件开发,traditional,13,13,0
软件开发工程师,软件研发,调试工具,软件工程,traditional,13,13,0
软件开发工程师,软件研发,LangGraph,大模型,new,12,0,12
软件开发工程师,软件研发,Multi-Agent,大模型,new,12,0,12
软件开发工程师,软件研发,国产化适配,系统与运维,traditional,12,12,0
软件开发工程师,软件研发,模型服务化,大模型,new,12,12,0
软件开发工程师,软件研发,汇编语言,编程语言,traditional,12,12,0
软件开发工程师,软件研发,Android Framework,软件开发,traditional,11,11,0
软件开发工程师,软件研发,DeepSpeed,大模型,new,11,0,11
软件开发工程师,软件研发,分布式训练,大模型,new,11,11,0
软件开发工程师,软件研发,模型并行,大模型,new,11,11,0
软件开发工程师,软件研发,网络协议,系统与运维,traditional,11,11,0
软件开发工程师,软件研发,自动化测试,软件开发,traditional,11,11,0
软件开发工程师,软件研发,AI工作流设计,AI,new,10,10,0
软件开发工程师,软件研发,Web爬虫,数据工程,traditional,10,10,0
软件开发工程师,软件研发,异常检测,软件工程,new,10,10,0
软件开发工程师,软件研发,模型推理,大模型,new,10,10,0
软件开发工程师,软件研发,模型部署,大模型,new,10,0,10
软件开发工程师,软件研发,研发效能,软件工程,traditional,10,10,0
软件开发工程师,软件研发,音视频技术,音视频技术,traditional,10,10,0
软件开发工程师,软件研发,高速接口,硬件与芯片,traditional,10,10,0
软件开发工程师,软件研发,光学技术,硬件与芯片,traditional,9,9,0
软件开发工程师,软件研发,弱网优化,系统与运维,traditional,9,9,0
软件开发工程师,软件研发,推理优化,大模型,new,9,0,9
软件开发工程师,软件研发,ASR,大模型,new,8,5,3
软件开发工程师,软件研发,AutoGen,大模型,new,8,0,8
软件开发工程师,软件研发,Flutter,软件开发,traditional,8,8,0
软件开发工程师,软件研发,HTML,编程语言,traditional,8,8,0
软件开发工程师,软件研发,Node.js,编程语言,traditional,8,8,0
软件开发工程师,软件研发,Perl,编程语言,traditional,8,8,0
软件开发工程师,软件研发,SFT,大模型,new,8,0,8
软件开发工程师,软件研发,SIMD,硬件与芯片,traditional,8,8,0
软件开发工程师,软件研发,Vue.js,编程语言,traditional,8,8,0
软件开发工程师,软件研发,仿真技术,科学计算与仿真,traditional,8,8,0
软件开发工程师,软件研发,算法工程,算法与数学,traditional,8,8,0
软件开发工程师,软件研发,软硬件协同,硬件与芯片,traditional,8,8,0
软件开发工程师,软件研发,CSS,编程语言,traditional,7,7,0
软件开发工程师,软件研发,RLHF,大模型,new,7,0,7
软件开发工程师,软件研发,向量计算,数据工程,new,7,7,0
软件开发工程师,软件研发,地图算法,行业应用,traditional,7,7,0
软件开发工程师,软件研发,时间序列算法,算法与数学,traditional,7,7,0
软件开发工程师,软件研发,身份认证,安全,traditional,7,7,0
软件开发工程师,软件研发,Megatron,大模型,new,6,0,6
软件开发工程师,软件研发,PPO,大模型,new,6,6,0
软件开发工程师,软件研发,大模型微调,大模型,new,6,2,4
软件开发工程师,软件研发,游戏与图形开发,游戏与图形,traditional,6,5,1
软件开发工程师,软件研发,AUTOSAR,行业应用,traditional,5,5,0
软件开发工程师,软件研发,Context Engineering,大模型,new,5,5,0
软件开发工程师,软件研发,DPO,大模型,new,5,0,5
软件开发工程师,软件研发,Embedding,大模型,new,5,0,5
软件开发工程师,软件研发,GRPO,大模型,new,5,5,0
软件开发工程师,软件研发,React Native,软件开发,traditional,5,5,0
软件开发工程师,软件研发,推荐算法,AI,traditional,5,5,0
软件开发工程师,软件研发,模型微调,大模型,new,5,0,5
软件开发工程师,软件研发,模型调优,大模型,new,5,5,0
软件开发工程师,软件研发,模拟电路设计,硬件与芯片,traditional,5,5,0
软件开发工程师,软件研发,自动化技术,系统与运维,traditional,5,5,0
软件开发工程师,软件研发,自动化算法,系统与运维,traditional,5,5,0
软件开发工程师,软件研发,TTS,大模型,new,4,3,1
软件开发工程师,软件研发,冷启动优化,软件工程,traditional,4,4,0
软件开发工程师,软件研发,动态分析,软件工程,traditional,4,4,0
软件开发工程师,软件研发,大模型评测,大模型,new,4,0,4
软件开发工程师,软件研发,大模型调优,大模型,new,4,0,4
软件开发工程师,软件研发,引擎开发,软件开发,traditional,4,4,0
软件开发工程师,软件研发,搜索算法,AI,traditional,4,4,0
软件开发工程师,软件研发,时钟设计,硬件与芯片,traditional,4,4,0
软件开发工程师,软件研发,设备安全,安全,traditional,4,4,0
软件开发工程师,软件研发,AI工程,AI,new,3,0,3
软件开发工程师,软件研发,Diffusion模型,大模型,new,3,3,0
软件开发工程师,软件研发,VLA模型,大模型,new,3,3,0
软件开发工程师,软件研发,信号处理,硬件与芯片,traditional,3,3,0
软件开发工程师,软件研发,信息检索,AI,traditional,3,3,0
软件开发工程师,软件研发,域控制器,硬件与芯片,traditional,3,3,0
软件开发工程师,软件研发,工业自动化,工业与物联网,traditional,3,3,0
软件开发工程师,软件研发,形式化验证,软件工程,traditional,3,3,0
软件开发工程师,软件研发,感知算法,AI,new,3,3,0
软件开发工程师,软件研发,端到端系统,软件开发,traditional,3,3,0
软件开发工程师,软件研发,编解码技术,音视频技术,traditional,3,3,0
软件开发工程师,软件研发,AI基础设施,AI,new,2,2,0
软件开发工程师,软件研发,AI安全,安全,new,2,0,2
软件开发工程师,软件研发,Ascend,硬件与芯片,new,2,2,0
软件开发工程师,软件研发,LoRA微调,大模型,new,2,0,2
软件开发工程师,软件研发,主机平台开发,软件开发,traditional,2,2,0
软件开发工程师,软件研发,人机交互,交互体验,traditional,2,2,0
软件开发工程师,软件研发,信号完整性,硬件与芯片,traditional,2,2,0
软件开发工程师,软件研发,充电系统,硬件与芯片,traditional,2,2,0
软件开发工程师,软件研发,功能安全,安全,traditional,2,2,0
软件开发工程师,软件研发,动作捕捉,计算机视觉与图形,traditional,2,2,0
软件开发工程师,软件研发,可靠性设计,系统与运维,traditional,2,2,0
软件开发工程师,软件研发,多租户架构,系统与运维,traditional,2,2,0
软件开发工程师,软件研发,多语言开发,软件开发,traditional,2,2,0
软件开发工程师,软件研发,大模型预训练,大模型,new,2,0,2
软件开发工程师,软件研发,标定校准,机器人与自动驾驶,traditional,2,2,0
软件开发工程师,软件研发,模型安全,大模型,new,2,2,0
软件开发工程师,软件研发,模式识别,AI,new,2,2,0
软件开发工程师,软件研发,汽车电子,行业应用,traditional,2,2,0
软件开发工程师,软件研发,流程自动化,软件工程,traditional,2,2,0
软件开发工程师,软件研发,混沌工程,软件工程,traditional,2,2,0
软件开发工程师,软件研发,稀疏计算,硬件与芯片,new,2,2,0
软件开发工程师,软件研发,空间智能,AI,new,2,2,0
