standard_job,standard_category,month,month_index,skill,kg_display_skill,skill_stage,skill_trend_type,planned_jd_count,skill_probability,expected_skill_count
驱动开发工程师,软件研发,2025-08,9,数据工程,数据工程,traditional,间歇出现,3,0.0000,0
驱动开发工程师,软件研发,2025-09,10,数据工程,数据工程,traditional,间歇出现,2,0.0000,0
驱动开发工程师,软件研发,2025-10,11,数据工程,数据工程,traditional,间歇出现,2,0.0000,0
驱动开发工程师,软件研发,2025-11,12,数据工程,数据工程,traditional,间歇出现,2,0.0000,0
驱动开发工程师,软件研发,2025-12,13,数据工程,数据工程,traditional,间歇出现,0,0.0000,0
驱动开发工程师,软件研发,2026-01,14,数据工程,数据工程,traditional,间歇出现,2,0.1719,0
驱动开发工程师,软件研发,2026-02,15,数据工程,数据工程,traditional,间歇出现,2,0.0000,0
驱动开发工程师,软件研发,2026-03,16,数据工程,数据工程,traditional,间歇出现,2,0.0000,0
驱动开发工程师,软件研发,2026-04,17,数据工程,数据工程,traditional,间歇出现,2,0.0000,0
驱动开发工程师,软件研发,2026-05,18,数据工程,数据工程,traditional,间歇出现,3,0.0000,0
驱动开发工程师,软件研发,2026-06,19,数据工程,数据工程,traditional,间歇出现,2,0.2381,0
驱动开发工程师,软件研发,2026-07,20,数据工程,数据工程,traditional,间歇出现,1,0.1839,0
驱动开发工程师,软件研发,2024-12,1,网络技术,通信与网络,traditional,稳定型,2,0.1306,0
驱动开发工程师,软件研发,2025-01,2,网络技术,通信与网络,traditional,稳定型,3,0.1411,0
驱动开发工程师,软件研发,2025-02,3,网络技术,通信与网络,traditional,稳定型,0,0.0000,0
驱动开发工程师,软件研发,2025-03,4,网络技术,通信与网络,traditional,稳定型,3,0.1437,0
驱动开发工程师,软件研发,2025-04,5,网络技术,通信与网络,traditional,稳定型,2,0.1248,0
驱动开发工程师,软件研发,2025-05,6,网络技术,通信与网络,traditional,稳定型,2,0.1480,0
驱动开发工程师,软件研发,2025-06,7,网络技术,通信与网络,traditional,稳定型,2,0.1268,0
驱动开发工程师,软件研发,2025-07,8,网络技术,通信与网络,traditional,稳定型,2,0.1301,0
驱动开发工程师,软件研发,2025-08,9,网络技术,通信与网络,traditional,稳定型,3,0.1362,0
驱动开发工程师,软件研发,2025-09,10,网络技术,通信与网络,traditional,稳定型,2,0.1453,0
驱动开发工程师,软件研发,2025-10,11,网络技术,通信与网络,traditional,稳定型,2,0.1168,0
驱动开发工程师,软件研发,2025-11,12,网络技术,通信与网络,traditional,稳定型,2,0.1192,0
驱动开发工程师,软件研发,2025-12,13,网络技术,通信与网络,traditional,稳定型,0,0.0000,0
驱动开发工程师,软件研发,2026-01,14,网络技术,通信与网络,traditional,稳定型,2,0.1336,0
驱动开发工程师,软件研发,2026-02,15,网络技术,通信与网络,traditional,稳定型,2,0.1312,0
驱动开发工程师,软件研发,2026-03,16,网络技术,通信与网络,traditional,稳定型,2,0.1308,0
驱动开发工程师,软件研发,2026-04,17,网络技术,通信与网络,traditional,稳定型,2,0.1476,0
驱动开发工程师,软件研发,2026-05,18,网络技术,通信与网络,traditional,稳定型,3,0.1612,0
驱动开发工程师,软件研发,2026-06,19,网络技术,通信与网络,traditional,稳定型,2,0.1267,0
驱动开发工程师,软件研发,2026-07,20,网络技术,通信与网络,traditional,稳定型,1,0.1309,0
驱动开发工程师,软件研发,2024-12,1,计算机体系结构,硬件与芯片,traditional,稳定型,2,0.1424,0
驱动开发工程师,软件研发,2025-01,2,计算机体系结构,硬件与芯片,traditional,稳定型,3,0.1338,0
驱动开发工程师,软件研发,2025-02,3,计算机体系结构,硬件与芯片,traditional,稳定型,0,0.0000,0
驱动开发工程师,软件研发,2025-03,4,计算机体系结构,硬件与芯片,traditional,稳定型,3,0.1314,0
驱动开发工程师,软件研发,2025-04,5,计算机体系结构,硬件与芯片,traditional,稳定型,2,0.1501,0
驱动开发工程师,软件研发,2025-05,6,计算机体系结构,硬件与芯片,traditional,稳定型,2,0.1454,0
驱动开发工程师,软件研发,2025-06,7,计算机体系结构,硬件与芯片,traditional,稳定型,2,0.1282,0
驱动开发工程师,软件研发,2025-07,8,计算机体系结构,硬件与芯片,traditional,稳定型,2,0.1420,0
驱动开发工程师,软件研发,2025-08,9,计算机体系结构,硬件与芯片,traditional,稳定型,3,0.1388,0
驱动开发工程师,软件研发,2025-09,10,计算机体系结构,硬件与芯片,traditional,稳定型,2,0.1488,0
驱动开发工程师,软件研发,2025-10,11,计算机体系结构,硬件与芯片,traditional,稳定型,2,0.1253,0
驱动开发工程师,软件研发,2025-11,12,计算机体系结构,硬件与芯片,traditional,稳定型,2,0.1562,0
驱动开发工程师,软件研发,2025-12,13,计算机体系结构,硬件与芯片,traditional,稳定型,0,0.0000,0
驱动开发工程师,软件研发,2026-01,14,计算机体系结构,硬件与芯片,traditional,稳定型,2,0.1405,0
驱动开发工程师,软件研发,2026-02,15,计算机体系结构,硬件与芯片,traditional,稳定型,2,0.1424,0
驱动开发工程师,软件研发,2026-03,16,计算机体系结构,硬件与芯片,traditional,稳定型,2,0.1450,0
驱动开发工程师,软件研发,2026-04,17,计算机体系结构,硬件与芯片,traditional,稳定型,2,0.1333,0
驱动开发工程师,软件研发,2026-05,18,计算机体系结构,硬件与芯片,traditional,稳定型,3,0.1614,0
驱动开发工程师,软件研发,2026-06,19,计算机体系结构,硬件与芯片,traditional,稳定型,2,0.1519,0
驱动开发工程师,软件研发,2026-07,20,计算机体系结构,硬件与芯片,traditional,稳定型,1,0.1335,0
驱动开发工程师,软件研发,2024-12,1,GPU,系统与运维,traditional,稳定型,2,0.1242,0
驱动开发工程师,软件研发,2025-01,2,GPU,系统与运维,traditional,稳定型,3,0.1087,0
驱动开发工程师,软件研发,2025-02,3,GPU,系统与运维,traditional,稳定型,0,0.0000,0
驱动开发工程师,软件研发,2025-03,4,GPU,系统与运维,traditional,稳定型,3,0.1140,0
驱动开发工程师,软件研发,2025-04,5,GPU,系统与运维,traditional,稳定型,2,0.1044,0
驱动开发工程师,软件研发,2025-05,6,GPU,系统与运维,traditional,稳定型,2,0.1314,0
驱动开发工程师,软件研发,2025-06,7,GPU,系统与运维,traditional,稳定型,2,0.1174,0
驱动开发工程师,软件研发,2025-07,8,GPU,系统与运维,traditional,稳定型,2,0.1268,0
驱动开发工程师,软件研发,2025-08,9,GPU,系统与运维,traditional,稳定型,3,0.1326,0
驱动开发工程师,软件研发,2025-09,10,GPU,系统与运维,traditional,稳定型,2,0.1188,0
驱动开发工程师,软件研发,2025-10,11,GPU,系统与运维,traditional,稳定型,2,0.1085,0
驱动开发工程师,软件研发,2025-11,12,GPU,系统与运维,traditional,稳定型,2,0.1242,0
驱动开发工程师,软件研发,2025-12,13,GPU,系统与运维,traditional,稳定型,0,0.0000,0
驱动开发工程师,软件研发,2026-01,14,GPU,系统与运维,traditional,稳定型,2,0.1245,0
驱动开发工程师,软件研发,2026-02,15,GPU,系统与运维,traditional,稳定型,2,0.1262,0
驱动开发工程师,软件研发,2026-03,16,GPU,系统与运维,traditional,稳定型,2,0.1121,0
驱动开发工程师,软件研发,2026-04,17,GPU,系统与运维,traditional,稳定型,2,0.0989,0
驱动开发工程师,软件研发,2026-05,18,GPU,系统与运维,traditional,稳定型,3,0.1121,0
驱动开发工程师,软件研发,2026-06,19,GPU,系统与运维,traditional,稳定型,2,0.1024,0
驱动开发工程师,软件研发,2026-07,20,GPU,系统与运维,traditional,稳定型,1,0.1066,0
驱动开发工程师,软件研发,2024-12,1,Kafka,数据工程,traditional,先上升后稳定,2,0.0789,0
驱动开发工程师,软件研发,2025-01,2,Kafka,数据工程,traditional,先上升后稳定,3,0.0919,0
驱动开发工程师,软件研发,2025-02,3,Kafka,数据工程,traditional,先上升后稳定,0,0.0000,0
驱动开发工程师,软件研发,2025-03,4,Kafka,数据工程,traditional,先上升后稳定,3,0.1274,0
驱动开发工程师,软件研发,2025-04,5,Kafka,数据工程,traditional,先上升后稳定,2,0.1285,0
驱动开发工程师,软件研发,2025-05,6,Kafka,数据工程,traditional,先上升后稳定,2,0.1441,0
驱动开发工程师,软件研发,2025-06,7,Kafka,数据工程,traditional,先上升后稳定,2,0.1498,0
驱动开发工程师,软件研发,2025-07,8,Kafka,数据工程,traditional,先上升后稳定,2,0.1803,0
驱动开发工程师,软件研发,2025-08,9,Kafka,数据工程,traditional,先上升后稳定,3,0.1767,1
驱动开发工程师,软件研发,2025-09,10,Kafka,数据工程,traditional,先上升后稳定,2,0.2031,0
驱动开发工程师,软件研发,2025-10,11,Kafka,数据工程,traditional,先上升后稳定,2,0.2264,0
驱动开发工程师,软件研发,2025-11,12,Kafka,数据工程,traditional,先上升后稳定,2,0.1960,0
驱动开发工程师,软件研发,2025-12,13,Kafka,数据工程,traditional,先上升后稳定,0,0.0000,0
驱动开发工程师,软件研发,2026-01,14,Kafka,数据工程,traditional,先上升后稳定,2,0.2159,0
驱动开发工程师,软件研发,2026-02,15,Kafka,数据工程,traditional,先上升后稳定,2,0.2413,0
驱动开发工程师,软件研发,2026-03,16,Kafka,数据工程,traditional,先上升后稳定,2,0.2204,0
驱动开发工程师,软件研发,2026-04,17,Kafka,数据工程,traditional,先上升后稳定,2,0.2005,0
驱动开发工程师,软件研发,2026-05,18,Kafka,数据工程,traditional,先上升后稳定,3,0.2266,1
驱动开发工程师,软件研发,2026-06,19,Kafka,数据工程,traditional,先上升后稳定,2,0.2367,0
驱动开发工程师,软件研发,2026-07,20,Kafka,数据工程,traditional,先上升后稳定,1,0.1915,0
驱动开发工程师,软件研发,2024-12,1,MongoDB,数据工程,traditional,稳定型,2,0.1252,0
驱动开发工程师,软件研发,2025-01,2,MongoDB,数据工程,traditional,稳定型,3,0.1170,0
驱动开发工程师,软件研发,2025-02,3,MongoDB,数据工程,traditional,稳定型,0,0.0000,0
驱动开发工程师,软件研发,2025-03,4,MongoDB,数据工程,traditional,稳定型,3,0.1197,0
驱动开发工程师,软件研发,2025-04,5,MongoDB,数据工程,traditional,稳定型,2,0.1213,0
驱动开发工程师,软件研发,2025-05,6,MongoDB,数据工程,traditional,稳定型,2,0.1107,0
驱动开发工程师,软件研发,2025-06,7,MongoDB,数据工程,traditional,稳定型,2,0.1068,0
驱动开发工程师,软件研发,2025-07,8,MongoDB,数据工程,traditional,稳定型,2,0.1156,0
驱动开发工程师,软件研发,2025-08,9,MongoDB,数据工程,traditional,稳定型,3,0.1119,0
驱动开发工程师,软件研发,2025-09,10,MongoDB,数据工程,traditional,稳定型,2,0.1210,0
驱动开发工程师,软件研发,2025-10,11,MongoDB,数据工程,traditional,稳定型,2,0.1157,0
驱动开发工程师,软件研发,2025-11,12,MongoDB,数据工程,traditional,稳定型,2,0.1109,0
驱动开发工程师,软件研发,2025-12,13,MongoDB,数据工程,traditional,稳定型,0,0.0000,0
驱动开发工程师,软件研发,2026-01,14,MongoDB,数据工程,traditional,稳定型,2,0.1290,0
驱动开发工程师,软件研发,2026-02,15,MongoDB,数据工程,traditional,稳定型,2,0.1160,0
驱动开发工程师,软件研发,2026-03,16,MongoDB,数据工程,traditional,稳定型,2,0.1329,0
驱动开发工程师,软件研发,2026-04,17,MongoDB,数据工程,traditional,稳定型,2,0.0970,0
驱动开发工程师,软件研发,2026-05,18,MongoDB,数据工程,traditional,稳定型,3,0.1254,0
驱动开发工程师,软件研发,2026-06,19,MongoDB,数据工程,traditional,稳定型,2,0.1146,0
驱动开发工程师,软件研发,2026-07,20,MongoDB,数据工程,traditional,稳定型,1,0.1146,0
驱动开发工程师,软件研发,2024-12,1,Shell脚本,编程语言,traditional,稳定型,2,0.1086,0
驱动开发工程师,软件研发,2025-01,2,Shell脚本,编程语言,traditional,稳定型,3,0.1120,0
驱动开发工程师,软件研发,2025-02,3,Shell脚本,编程语言,traditional,稳定型,0,0.0000,0
驱动开发工程师,软件研发,2025-03,4,Shell脚本,编程语言,traditional,稳定型,3,0.1088,0
驱动开发工程师,软件研发,2025-04,5,Shell脚本,编程语言,traditional,稳定型,2,0.1190,0
驱动开发工程师,软件研发,2025-05,6,Shell脚本,编程语言,traditional,稳定型,2,0.1127,0
驱动开发工程师,软件研发,2025-06,7,Shell脚本,编程语言,traditional,稳定型,2,0.1050,0
驱动开发工程师,软件研发,2025-07,8,Shell脚本,编程语言,traditional,稳定型,2,0.0936,0
驱动开发工程师,软件研发,2025-08,9,Shell脚本,编程语言,traditional,稳定型,3,0.1038,0
驱动开发工程师,软件研发,2025-09,10,Shell脚本,编程语言,traditional,稳定型,2,0.1230,0
驱动开发工程师,软件研发,2025-10,11,Shell脚本,编程语言,traditional,稳定型,2,0.1083,0
驱动开发工程师,软件研发,2025-11,12,Shell脚本,编程语言,traditional,稳定型,2,0.1116,0
驱动开发工程师,软件研发,2025-12,13,Shell脚本,编程语言,traditional,稳定型,0,0.0000,0
驱动开发工程师,软件研发,2026-01,14,Shell脚本,编程语言,traditional,稳定型,2,0.1062,0
驱动开发工程师,软件研发,2026-02,15,Shell脚本,编程语言,traditional,稳定型,2,0.1332,0
驱动开发工程师,软件研发,2026-03,16,Shell脚本,编程语言,traditional,稳定型,2,0.1217,0
驱动开发工程师,软件研发,2026-04,17,Shell脚本,编程语言,traditional,稳定型,2,0.1276,0
驱动开发工程师,软件研发,2026-05,18,Shell脚本,编程语言,traditional,稳定型,3,0.1225,0
驱动开发工程师,软件研发,2026-06,19,Shell脚本,编程语言,traditional,稳定型,2,0.1174,0
驱动开发工程师,软件研发,2026-07,20,Shell脚本,编程语言,traditional,稳定型,1,0.1014,0
驱动开发工程师,软件研发,2024-12,1,充电系统,硬件与芯片,traditional,持续下降,2,0.1745,0
驱动开发工程师,软件研发,2025-01,2,充电系统,硬件与芯片,traditional,持续下降,3,0.1724,1
驱动开发工程师,软件研发,2025-02,3,充电系统,硬件与芯片,traditional,持续下降,0,0.0000,0
驱动开发工程师,软件研发,2025-03,4,充电系统,硬件与芯片,traditional,持续下降,3,0.1688,1
驱动开发工程师,软件研发,2025-04,5,充电系统,硬件与芯片,traditional,持续下降,2,0.1675,0
驱动开发工程师,软件研发,2025-05,6,充电系统,硬件与芯片,traditional,持续下降,2,0.1437,0
驱动开发工程师,软件研发,2025-06,7,充电系统,硬件与芯片,traditional,持续下降,2,0.1491,0
驱动开发工程师,软件研发,2025-07,8,充电系统,硬件与芯片,traditional,持续下降,2,0.1396,0
驱动开发工程师,软件研发,2025-08,9,充电系统,硬件与芯片,traditional,持续下降,3,0.1388,0
驱动开发工程师,软件研发,2025-09,10,充电系统,硬件与芯片,traditional,持续下降,2,0.1344,0
驱动开发工程师,软件研发,2025-10,11,充电系统,硬件与芯片,traditional,持续下降,2,0.1442,0
驱动开发工程师,软件研发,2025-11,12,充电系统,硬件与芯片,traditional,持续下降,2,0.1421,0
驱动开发工程师,软件研发,2025-12,13,充电系统,硬件与芯片,traditional,持续下降,0,0.0000,0
驱动开发工程师,软件研发,2026-01,14,充电系统,硬件与芯片,traditional,持续下降,2,0.1263,0
驱动开发工程师,软件研发,2026-02,15,充电系统,硬件与芯片,traditional,持续下降,2,0.1312,0
驱动开发工程师,软件研发,2026-03,16,充电系统,硬件与芯片,traditional,持续下降,2,0.1192,0
驱动开发工程师,软件研发,2026-04,17,充电系统,硬件与芯片,traditional,持续下降,2,0.1078,0
驱动开发工程师,软件研发,2026-05,18,充电系统,硬件与芯片,traditional,持续下降,3,0.1186,0
驱动开发工程师,软件研发,2026-06,19,充电系统,硬件与芯片,traditional,持续下降,2,0.1180,0
驱动开发工程师,软件研发,2026-07,20,充电系统,硬件与芯片,traditional,持续下降,1,0.1050,0
驱动开发工程师,软件研发,2024-12,1,分布式系统,软件工程,traditional,稳定型,2,0.1304,0
驱动开发工程师,软件研发,2025-01,2,分布式系统,软件工程,traditional,稳定型,3,0.1063,0
驱动开发工程师,软件研发,2025-02,3,分布式系统,软件工程,traditional,稳定型,0,0.0000,0
驱动开发工程师,软件研发,2025-03,4,分布式系统,软件工程,traditional,稳定型,3,0.1120,0
驱动开发工程师,软件研发,2025-04,5,分布式系统,软件工程,traditional,稳定型,2,0.1311,0
驱动开发工程师,软件研发,2025-05,6,分布式系统,软件工程,traditional,稳定型,2,0.1116,0
驱动开发工程师,软件研发,2025-06,7,分布式系统,软件工程,traditional,稳定型,2,0.1019,0
驱动开发工程师,软件研发,2025-07,8,分布式系统,软件工程,traditional,稳定型,2,0.1361,0
驱动开发工程师,软件研发,2025-08,9,分布式系统,软件工程,traditional,稳定型,3,0.1223,0
驱动开发工程师,软件研发,2025-09,10,分布式系统,软件工程,traditional,稳定型,2,0.1010,0
驱动开发工程师,软件研发,2025-10,11,分布式系统,软件工程,traditional,稳定型,2,0.1140,0
驱动开发工程师,软件研发,2025-11,12,分布式系统,软件工程,traditional,稳定型,2,0.1186,0
驱动开发工程师,软件研发,2025-12,13,分布式系统,软件工程,traditional,稳定型,0,0.0000,0
驱动开发工程师,软件研发,2026-01,14,分布式系统,软件工程,traditional,稳定型,2,0.1325,0
驱动开发工程师,软件研发,2026-02,15,分布式系统,软件工程,traditional,稳定型,2,0.1071,0
驱动开发工程师,软件研发,2026-03,16,分布式系统,软件工程,traditional,稳定型,2,0.1111,0
驱动开发工程师,软件研发,2026-04,17,分布式系统,软件工程,traditional,稳定型,2,0.1005,0
驱动开发工程师,软件研发,2026-05,18,分布式系统,软件工程,traditional,稳定型,3,0.1242,0
驱动开发工程师,软件研发,2026-06,19,分布式系统,软件工程,traditional,稳定型,2,0.1110,0
驱动开发工程师,软件研发,2026-07,20,分布式系统,软件工程,traditional,稳定型,1,0.1086,0
驱动开发工程师,软件研发,2024-12,1,图像图形技术,计算机视觉与图形,traditional,稳定型,2,0.1063,0
驱动开发工程师,软件研发,2025-01,2,图像图形技术,计算机视觉与图形,traditional,稳定型,3,0.1127,0
驱动开发工程师,软件研发,2025-02,3,图像图形技术,计算机视觉与图形,traditional,稳定型,0,0.0000,0
驱动开发工程师,软件研发,2025-03,4,图像图形技术,计算机视觉与图形,traditional,稳定型,3,0.1257,0
驱动开发工程师,软件研发,2025-04,5,图像图形技术,计算机视觉与图形,traditional,稳定型,2,0.1136,0
驱动开发工程师,软件研发,2025-05,6,图像图形技术,计算机视觉与图形,traditional,稳定型,2,0.1331,0
驱动开发工程师,软件研发,2025-06,7,图像图形技术,计算机视觉与图形,traditional,稳定型,2,0.1068,0
驱动开发工程师,软件研发,2025-07,8,图像图形技术,计算机视觉与图形,traditional,稳定型,2,0.1124,0
驱动开发工程师,软件研发,2025-08,9,图像图形技术,计算机视觉与图形,traditional,稳定型,3,0.1367,0
驱动开发工程师,软件研发,2025-09,10,图像图形技术,计算机视觉与图形,traditional,稳定型,2,0.1008,0
驱动开发工程师,软件研发,2025-10,11,图像图形技术,计算机视觉与图形,traditional,稳定型,2,0.1402,0
驱动开发工程师,软件研发,2025-11,12,图像图形技术,计算机视觉与图形,traditional,稳定型,2,0.1260,0
驱动开发工程师,软件研发,2025-12,13,图像图形技术,计算机视觉与图形,traditional,稳定型,0,0.0000,0
驱动开发工程师,软件研发,2026-01,14,图像图形技术,计算机视觉与图形,traditional,稳定型,2,0.1102,0
驱动开发工程师,软件研发,2026-02,15,图像图形技术,计算机视觉与图形,traditional,稳定型,2,0.1162,0
驱动开发工程师,软件研发,2026-03,16,图像图形技术,计算机视觉与图形,traditional,稳定型,2,0.1062,0
驱动开发工程师,软件研发,2026-04,17,图像图形技术,计算机视觉与图形,traditional,稳定型,2,0.1050,0
驱动开发工程师,软件研发,2026-05,18,图像图形技术,计算机视觉与图形,traditional,稳定型,3,0.1175,0
驱动开发工程师,软件研发,2026-06,19,图像图形技术,计算机视觉与图形,traditional,稳定型,2,0.1144,0
驱动开发工程师,软件研发,2026-07,20,图像图形技术,计算机视觉与图形,traditional,稳定型,1,0.1031,0
驱动开发工程师,软件研发,2024-12,1,汇编语言,编程语言,traditional,间歇出现,2,0.1795,0
驱动开发工程师,软件研发,2025-01,2,汇编语言,编程语言,traditional,间歇出现,3,0.1339,0
驱动开发工程师,软件研发,2025-02,3,汇编语言,编程语言,traditional,间歇出现,0,0.0000,0
驱动开发工程师,软件研发,2025-03,4,汇编语言,编程语言,traditional,间歇出现,3,0.0000,0
驱动开发工程师,软件研发,2025-04,5,汇编语言,编程语言,traditional,间歇出现,2,0.0000,0
驱动开发工程师,软件研发,2025-05,6,汇编语言,编程语言,traditional,间歇出现,2,0.0000,0
驱动开发工程师,软件研发,2025-06,7,汇编语言,编程语言,traditional,间歇出现,2,0.1530,0
驱动开发工程师,软件研发,2025-07,8,汇编语言,编程语言,traditional,间歇出现,2,0.1703,0
驱动开发工程师,软件研发,2025-08,9,汇编语言,编程语言,traditional,间歇出现,3,0.0000,0
驱动开发工程师,软件研发,2025-09,10,汇编语言,编程语言,traditional,间歇出现,2,0.0000,0
驱动开发工程师,软件研发,2025-10,11,汇编语言,编程语言,traditional,间歇出现,2,0.0000,0
驱动开发工程师,软件研发,2025-11,12,汇编语言,编程语言,traditional,间歇出现,2,0.0000,0
驱动开发工程师,软件研发,2025-12,13,汇编语言,编程语言,traditional,间歇出现,0,0.0000,0
驱动开发工程师,软件研发,2026-01,14,汇编语言,编程语言,traditional,间歇出现,2,0.1245,0
驱动开发工程师,软件研发,2026-02,15,汇编语言,编程语言,traditional,间歇出现,2,0.0000,0
驱动开发工程师,软件研发,2026-03,16,汇编语言,编程语言,traditional,间歇出现,2,0.0000,0
驱动开发工程师,软件研发,2026-04,17,汇编语言,编程语言,traditional,间歇出现,2,0.0000,0
驱动开发工程师,软件研发,2026-05,18,汇编语言,编程语言,traditional,间歇出现,3,0.0000,0
驱动开发工程师,软件研发,2026-06,19,汇编语言,编程语言,traditional,间歇出现,2,0.1801,0
驱动开发工程师,软件研发,2026-07,20,汇编语言,编程语言,traditional,间歇出现,1,0.1289,0
驱动开发工程师,软件研发,2024-12,1,网络协议,系统与运维,traditional,稳定型,2,0.1079,0
驱动开发工程师,软件研发,2025-01,2,网络协议,系统与运维,traditional,稳定型,3,0.1209,0
驱动开发工程师,软件研发,2025-02,3,网络协议,系统与运维,traditional,稳定型,0,0.0000,0
驱动开发工程师,软件研发,2025-03,4,网络协议,系统与运维,traditional,稳定型,3,0.1172,0
驱动开发工程师,软件研发,2025-04,5,网络协议,系统与运维,traditional,稳定型,2,0.1037,0
驱动开发工程师,软件研发,2025-05,6,网络协议,系统与运维,traditional,稳定型,2,0.1365,0
驱动开发工程师,软件研发,2025-06,7,网络协议,系统与运维,traditional,稳定型,2,0.1029,0
驱动开发工程师,软件研发,2025-07,8,网络协议,系统与运维,traditional,稳定型,2,0.1076,0
驱动开发工程师,软件研发,2025-08,9,网络协议,系统与运维,traditional,稳定型,3,0.1178,0
驱动开发工程师,软件研发,2025-09,10,网络协议,系统与运维,traditional,稳定型,2,0.1211,0
驱动开发工程师,软件研发,2025-10,11,网络协议,系统与运维,traditional,稳定型,2,0.1303,0
驱动开发工程师,软件研发,2025-11,12,网络协议,系统与运维,traditional,稳定型,2,0.1257,0
驱动开发工程师,软件研发,2025-12,13,网络协议,系统与运维,traditional,稳定型,0,0.0000,0
驱动开发工程师,软件研发,2026-01,14,网络协议,系统与运维,traditional,稳定型,2,0.1172,0
驱动开发工程师,软件研发,2026-02,15,网络协议,系统与运维,traditional,稳定型,2,0.1256,0
驱动开发工程师,软件研发,2026-03,16,网络协议,系统与运维,traditional,稳定型,2,0.1184,0
驱动开发工程师,软件研发,2026-04,17,网络协议,系统与运维,traditional,稳定型,2,0.1183,0
驱动开发工程师,软件研发,2026-05,18,网络协议,系统与运维,traditional,稳定型,3,0.0954,0
驱动开发工程师,软件研发,2026-06,19,网络协议,系统与运维,traditional,稳定型,2,0.1181,0
驱动开发工程师,软件研发,2026-07,20,网络协议,系统与运维,traditional,稳定型,1,0.1140,0
软件架构师,软件研发,2024-12,1,向量数据库,数据工程,new,持续下降,2,0.4467,1
软件架构师,软件研发,2025-01,2,向量数据库,数据工程,new,持续下降,2,0.3760,1
软件架构师,软件研发,2025-02,3,向量数据库,数据工程,new,持续下降,2,0.3755,1
软件架构师,软件研发,2025-03,4,向量数据库,数据工程,new,持续下降,2,0.3415,1
软件架构师,软件研发,2025-04,5,向量数据库,数据工程,new,持续下降,2,0.3267,1
软件架构师,软件研发,2025-05,6,向量数据库,数据工程,new,持续下降,2,0.3146,1
软件架构师,软件研发,2025-06,7,向量数据库,数据工程,new,持续下降,1,0.3028,0
软件架构师,软件研发,2025-07,8,向量数据库,数据工程,new,持续下降,2,0.3210,1
软件架构师,软件研发,2025-08,9,向量数据库,数据工程,new,持续下降,2,0.2862,1
软件架构师,软件研发,2025-09,10,向量数据库,数据工程,new,持续下降,0,0.0000,0
软件架构师,软件研发,2025-10,11,向量数据库,数据工程,new,持续下降,2,0.2677,1
软件架构师,软件研发,2025-11,12,向量数据库,数据工程,new,持续下降,2,0.2713,1
软件架构师,软件研发,2025-12,13,向量数据库,数据工程,new,持续下降,2,0.2264,0
软件架构师,软件研发,2026-01,14,向量数据库,数据工程,new,持续下降,1,0.2108,0
软件架构师,软件研发,2026-02,15,向量数据库,数据工程,new,持续下降,2,0.1972,0
软件架构师,软件研发,2026-03,16,向量数据库,数据工程,new,持续下降,2,0.1871,0
软件架构师,软件研发,2026-04,17,向量数据库,数据工程,new,持续下降,2,0.1969,0
软件架构师,软件研发,2026-05,18,向量数据库,数据工程,new,持续下降,3,0.1801,1
软件架构师,软件研发,2026-06,19,向量数据库,数据工程,new,持续下降,2,0.1544,0
软件架构师,软件研发,2026-07,20,向量数据库,数据工程,new,持续下降,1,0.1433,0
软件架构师,软件研发,2024-12,1,AIops,系统与运维,new,先上升后下降,2,0.1115,0
软件架构师,软件研发,2025-01,2,AIops,系统与运维,new,先上升后下降,2,0.1319,0
软件架构师,软件研发,2025-02,3,AIops,系统与运维,new,先上升后下降,2,0.1507,0
软件架构师,软件研发,2025-03,4,AIops,系统与运维,new,先上升后下降,2,0.1656,0
软件架构师,软件研发,2025-04,5,AIops,系统与运维,new,先上升后下降,2,0.2098,0
软件架构师,软件研发,2025-05,6,AIops,系统与运维,new,先上升后下降,2,0.2355,0
软件架构师,软件研发,2025-06,7,AIops,系统与运维,new,先上升后下降,1,0.2617,0
软件架构师,软件研发,2025-07,8,AIops,系统与运维,new,先上升后下降,2,0.2733,1
软件架构师,软件研发,2025-08,9,AIops,系统与运维,new,先上升后下降,2,0.2826,1
软件架构师,软件研发,2025-09,10,AIops,系统与运维,new,先上升后下降,0,0.0000,0
软件架构师,软件研发,2025-10,11,AIops,系统与运维,new,先上升后下降,2,0.3543,1
软件架构师,软件研发,2025-11,12,AIops,系统与运维,new,先上升后下降,2,0.3973,1
软件架构师,软件研发,2025-12,13,AIops,系统与运维,new,先上升后下降,2,0.4091,1
软件架构师,软件研发,2026-01,14,AIops,系统与运维,new,先上升后下降,1,0.4268,0
软件架构师,软件研发,2026-02,15,AIops,系统与运维,new,先上升后下降,2,0.3941,1
软件架构师,软件研发,2026-03,16,AIops,系统与运维,new,先上升后下降,2,0.3565,1
软件架构师,软件研发,2026-04,17,AIops,系统与运维,new,先上升后下降,2,0.3136,1
软件架构师,软件研发,2026-05,18,AIops,系统与运维,new,先上升后下降,3,0.2680,1
软件架构师,软件研发,2026-06,19,AIops,系统与运维,new,先上升后下降,2,0.2307,0
软件架构师,软件研发,2026-07,20,AIops,系统与运维,new,先上升后下降,1,0.1970,0
软件架构师,软件研发,2024-12,1,LangChain,大模型,new,间歇出现,2,0.2526,1
软件架构师,软件研发,2025-01,2,LangChain,大模型,new,间歇出现,2,0.2731,1
软件架构师,软件研发,2025-02,3,LangChain,大模型,new,间歇出现,2,0.0000,0
软件架构师,软件研发,2025-03,4,LangChain,大模型,new,间歇出现,2,0.0000,0
